Interaction	rec-Y2H | Table S2	Both eCLIP - HepG2	Both eCLIP - K562
RPL35A-TWISTNB	False	False	False
RPL35A-TXN	False	False	False
RPL35A-TXNL4A	False	False	False
RPL35A-U2AF1	False	False	False
RPL35A-U2AF2	False	False	False
RPL35A-U2SURP	False	False	False
RPL35A-UBA1	False	False	False
RPL35A-UBA52	False	False	False
RPL35A-UBE2I	False	False	False
RPL35A-UBE2L3	False	False	False
RPL35A-UBE2O	False	False	False
RPL35A-UBL5	False	False	False
RPL35A-UCHL5	False	False	False
RPL35A-UNKL	False	False	False
RPL35A-USO1	False	False	False
RPL35A-USP10	False	False	False
RPL35A-USP36	False	False	False
RPL35A-USP39	False	False	False
RPL35A-USP42	False	False	False
RPL35A-UTP14A	False	False	False
RPL35A-UTP15	False	False	False
RPL35A-UTP18	False	False	False
RPL35A-UTP23	False	False	False
RPL35A-UTP3	False	False	False
RPL35A-UTP6	False	False	False
RPL35A-VAPA	False	False	False
RPL35A-VCP	False	False	False
RPL35A-VIM	False	False	False
RPL35A-VPS4B	False	False	False
RPL35A-WBP11	False	False	False
RPL35A-WBP4	False	False	False
RPL35A-WDR18	False	False	False
RPL35A-WDR3	False	False	False
RPL35A-WDR33	False	False	False
RPL35A-WDR36	False	False	False
RPL35A-WDR46	False	False	False
RPL35A-WDR59	False	False	False
RPL35A-WDR83	False	False	False
RPL35A-WTAP	False	False	False
RPL35A-XPO5	False	False	False
RPL35A-XRCC6	False	False	False
RPL35A-XRN2	False	False	False
RPL35A-YARS1	False	False	False
RPL35A-YARS2	False	False	False
RPL35A-YBX2	False	False	False
RPL35A-YTHDC1	False	False	False
RPL35A-YTHDF1	False	False	False
RPL35A-YTHDF2	False	False	False
RPL35A-YTHDF3	False	False	False
RPL35A-YWHAE	False	False	False
RPL35A-YWHAG	False	False	False
RPL35A-YWHAH	False	False	False
RPL35A-YWHAZ	False	False	False
RPL35A-ZADH2	False	False	False
RPL35A-ZC3H10	False	False	False
RPL35A-ZC3H11A	False	False	False
RPL35A-ZC3H14	False	False	False
RPL35A-ZC3H18	False	False	False
RPL35A-ZC3H7A	False	False	False
RPL35A-ZC3H7B	False	False	False
RPL35A-ZC3H8	False	False	False
RPL35A-ZC3HAV1	False	False	False
RPL35A-ZCCHC17	False	False	False
RPL35A-ZCCHC9	False	False	False
RPL35A-ZCRB1	False	False	False
RPL35A-ZFP36L1	False	False	False
RPL35A-ZMAT3	False	False	False
RPL35A-ZMAT5	False	False	False
RPL35A-ZNF830	False	False	False
RPL35A-ZRANB2	False	False	False
RPL35A-ZRSR2	False	False	False
RPL35A-ZRSR2P1	False	False	False
RPL36-RPL36AL	False	False	False
RPL36-RPL37	False	False	False
RPL36-RPL37A	False	False	False
RPL36-RPL39	False	False	False
RPL36-RPL39L	False	False	False
RPL36-RPL4	False	False	False
RPL36-RPL5	False	False	False
RPL36-RPL6	False	False	False
RPL36-RPL7	False	False	False
RPL36-RPL7A	False	False	False
RPL36-RPL7L1	False	False	False
RPL36-RPL8	False	False	False
RPL36-RPL9	False	False	False
RPL36-RPLP0	False	False	False
RPL36-RPLP2	False	False	False
RPL36-RPN1	False	False	False
RPL36-RPP30	False	False	False
RPL36-RPRD1B	False	False	False
RPL36-RPS10	False	False	False
RPL36-RPS11	False	False	False
RPL36-RPS13	False	False	False
RPL36-RPS14	False	False	False
RPL36-RPS15	False	False	False
RPL36-RPS15A	False	False	False
RPL36-RPS16	False	False	False
RPL36-RPS18	False	False	False
RPL36-RPS19	False	False	False
RPL36-RPS19BP1	False	False	False
RPL36-RPS2	False	False	False
RPL36-RPS20	False	False	False
RPL36-RPS21	False	False	False
RPL36-RPS24	False	False	False
RPL36-RPS25	False	False	False
RPL36-RPS26	False	False	False
RPL36-RPS27	False	False	False
RPL36-RPS27A	False	False	False
RPL36-RPS27L	False	False	False
RPL36-RPS28	False	False	False
RPL36-RPS29	False	False	False
RPL36-RPS3	False	False	False
RPL36-RPS3A	False	False	False
RPL36-RPS4X	False	False	False
RPL36-RPS4Y1	False	False	False
RPL36-RPS5	False	False	False
RPL36-RPS6	False	False	False
RPL36-RPS6KA5	False	False	False
RPL36-RPS7	False	False	False
RPL36-RPS8	False	False	False
RPL36-RPSA	False	False	False
RPL36-RPUSD3	False	False	False
RPL36-RPUSD4	False	False	False
RPL36-RRP1	False	False	False
RPL36-RRP36	False	False	False
RPL36-RRP7A	False	False	False
RPL36-RRS1	False	False	False
RPL36-RSL1D1	False	False	False
RPL36-RTCB	False	False	False
RPL36-RTN4	False	False	False
RPL36-RTRAF	False	False	False
RPL36-RUVBL1	False	False	False
RPL36-RYBP	False	False	False
RPL36-S100A16	False	False	False
RPL36-SAFB2	False	False	False
RPL36-SAMD4B	False	False	False
RPL36-SAP18	False	False	False
RPL36-SARNP	False	False	False
RPL36-SARS1	False	False	False
RPL36-SART3	False	False	False
RPL36-SBDS	False	False	False
RPL36-SCAF11	False	False	False
RPL36-SDHC	False	False	False
RPL36-SEC61A1	False	False	False
RPL36-SEC63	False	False	False
RPL36-SECISBP2	False	False	False
RPL36-SERBP1	False	False	False
RPL36-SERPINA3	False	False	False
RPL36-SERPINB5	False	False	False
RPL36-SF1	False	False	False
RPL36-SF3A1	False	False	False
RPL36-SF3A3	False	False	False
RPL36-SF3B2	False	False	False
RPL36-SF3B3	False	False	False
RPL36-SF3B4	False	False	False
RPL36-SF3B6	False	False	False
RPL36-SFPQ	False	False	False
RPL36-SFSWAP	False	False	False
RPL36-SGO2	False	False	False
RPL36-SLAIN1	False	False	False
RPL36-SLAIN2	False	False	False
RPL36-SLC25A3	False	False	False
RPL36-SLC25A5	False	False	False
RPL36-SLIRP	False	False	False
RPL36-SLU7	False	False	False
RPL36-SMARCB1	False	False	False
RPL36-SMARCC2	False	False	False
RPL36-SMCHD1	False	False	False
RPL36-SMNDC1	False	False	False
RPL36-SMU1	False	False	False
RPL36-SNIP1	False	False	False
RPL36-SNRNP27	False	False	False
RPL36-SNRNP40	False	False	False
RPL36-SNRNP48	False	False	False
RPL36-SNRNP70	False	False	False
RPL36-SNRPA	False	False	False
RPL36-SNRPA1	False	False	False
RPL36-SNRPB	False	False	False
RPL36-SNRPC	False	False	False
RPL36-SNRPD1	False	False	False
RPL36-SNRPD2	False	False	False
RPL36-SNRPE	False	False	False
RPL36-SNRPF	False	False	False
RPL36-SNRPG	False	False	False
RPL36-SNRPN	False	False	False
RPL36-SNU13	False	False	False
RPL36-SNW1	False	False	False
RPL36-SPATS2	False	False	False
RPL36-SPATS2L	False	False	False
RPL36-SPCS2	False	False	False
RPL36-SPOUT1	False	False	False
RPL36-SQSTM1	False	False	False
RPL36-SRBD1	False	False	False
RPL36-SREK1	False	False	False
RPL36-SRFBP1	False	False	False
RPL36-SRP14	False	False	False
RPL36-SRP54	False	False	False
RPL36-SRP68	False	False	False
RPL36-SRPK1	False	False	False
RPL36-SRPK2	False	False	False
RPL36-SRRM3	False	False	False
RPL36-SRRM4	False	False	False
RPL36-SRSF1	False	False	False
RPL36-SRSF10	False	False	False
RPL36-SRSF11	False	False	False
RPL36-SRSF11 CONSERVED PEPTIDE	False	False	False
RPL36-SRSF12	False	False	False
RPL36-SRSF2	False	False	False
RPL36-SRSF3	False	False	False
RPL36-SRSF4	False	False	False
RPL36-SRSF5	False	False	False
RPL36-SRSF6	False	False	False
RPL36-SRSF7	False	False	False
RPL36-SRSF8	False	False	False
RPL36-SRSF9	False	False	False
RPL36-SSBP1	False	False	False
RPL36-SSR1	False	False	False
RPL36-SSRP1	False	False	False
RPL36-ST13	False	False	False
RPL36-STAU1	False	False	False
RPL36-STAU2	False	False	False
RPL36-STIP1	False	False	False
RPL36-STRAP	False	False	False
RPL36-STRBP	False	False	False
RPL36-SUB1	False	False	False
RPL36-SUCLG1	False	False	False
RPL36-SUGP1	False	False	False
RPL36-SUGP2	False	False	False
RPL36-SUMO1	False	False	False
RPL36-SUMO2	False	False	False
RPL36-SUN2	False	False	False
RPL36-SUPT5H	False	False	False
RPL36-SUPV3L1	False	False	False
RPL36-SURF2	False	False	False
RPL36-SURF6	False	False	False
RPL36-SUV39H1	False	False	False
RPL36-SYF2	False	False	False
RPL36-SYNCRIP	False	False	False
RPL36-SYT4	False	False	False
RPL36-SYT4_38_425	False	False	False
RPL36-SYT4_38_STOP	False	False	False
RPL36-TACC3	False	False	False
RPL36-TAF15	False	False	False
RPL36-TAGLN2	False	False	False
RPL36-TARBP2	False	False	False
RPL36-TARDBP	False	False	False
RPL36-TBRG1	False	False	False
RPL36-TBRG4	False	False	False
RPL36-TCEA1	False	False	False
RPL36-TCF25	False	False	False
RPL36-TDRD3	False	False	False
RPL36-TDRD9	False	False	False
RPL36-TEFM	False	False	False
RPL36-TES	False	False	False
RPL36-TEX10	False	False	False
RPL36-TFIP11	False	False	False
RPL36-THOC1	False	False	False
RPL36-THOC3	False	False	False
RPL36-THOC5	False	False	False
RPL36-THOC7	False	False	False
RPL36-THRAP3	False	False	False
RPL36-THUMPD1	False	False	False
RPL36-TIA1	False	False	False
RPL36-TIAL1	False	False	False
RPL36-TMA16	False	False	False
RPL36-TMED9	False	False	False
RPL36-TMEM214	False	False	False
RPL36-TNRC6A	False	False	False
RPL36-TOP3B	False	False	False
RPL36-TOPBP1	False	False	False
RPL36-TPI1	False	False	False
RPL36-TPPP3	False	False	False
RPL36-TPT1	False	False	False
RPL36-TRA2A	False	False	False
RPL36-TRA2B	False	False	False
RPL36-TRAK1	False	False	False
RPL36-TRAK2	False	False	False
RPL36-TRMT1	False	False	False
RPL36-TRMT10C	False	False	False
RPL36-TRMT1L	False	False	False
RPL36-TRMT2A	False	False	False
RPL36-TRNAU1AP	False	False	False
RPL36-TRUB2	False	False	False
RPL36-TSFM	False	False	False
RPL36-TSN	False	False	False
RPL36-TSNAX	False	False	False
RPL36-TSNAXIP1	False	False	False
RPL36-TSR1	False	False	False
RPL36-TUBA1A	False	False	False
RPL36-TUBB4B	False	False	False
RPL36-TUBB5	False	False	False
RPL36-TUBG1	False	False	False
RPL36-TUFM	False	False	False
RPL36-TUT4	False	False	False
RPL36-TWF2	False	False	False
RPL36-TWISTNB	False	False	False
RPL36-TXN	False	False	False
RPL36-TXNL4A	False	False	False
RPL36-U2AF1	False	False	False
RPL36-U2AF2	False	False	False
RPL36-U2SURP	False	False	False
RPL36-UBA1	False	False	False
RPL36-UBA52	False	False	False
RPL36-UBE2I	False	False	False
RPL36-UBE2L3	False	False	False
RPL36-UBE2O	False	False	False
RPL36-UBL5	False	False	False
RPL36-UCHL5	False	False	False
RPL36-UNKL	False	False	False
RPL36-USO1	False	False	False
RPL36-USP10	False	False	False
RPL36-USP36	False	False	False
RPL36-USP39	False	False	False
RPL36-USP42	False	False	False
RPL36-UTP14A	False	False	False
RPL36-UTP15	False	False	False
RPL36-UTP18	False	False	False
RPL36-UTP23	False	False	False
RPL36-UTP3	False	False	False
RPL36-UTP6	False	False	False
RPL36-VAPA	False	False	False
RPL36-VCP	False	False	False
RPL36-VIM	False	False	False
RPL36-VPS4B	False	False	False
RPL36-WBP11	False	False	False
RPL36-WBP4	False	False	False
RPL36-WDR18	False	False	False
RPL36-WDR3	False	False	False
RPL36-WDR33	False	False	False
RPL36-WDR36	False	False	False
RPL36-WDR46	False	False	False
RPL36-WDR59	False	False	False
RPL36-WDR83	False	False	False
RPL36-WTAP	False	False	False
RPL36-XPO5	False	False	False
RPL36-XRCC6	False	False	False
RPL36-XRN2	False	False	False
RPL36-YARS1	False	False	False
RPL36-YARS2	False	False	False
RPL36-YBX2	False	False	False
RPL36-YTHDC1	False	False	False
RPL36-YTHDF1	True	False	False
RPL36-YTHDF2	False	False	False
RPL36-YTHDF3	False	False	False
RPL36-YWHAE	False	False	False
RPL36-YWHAG	False	False	False
RPL36-YWHAH	False	False	False
RPL36-YWHAZ	False	False	False
RPL36-ZADH2	False	False	False
RPL36-ZC3H10	False	False	False
RPL36-ZC3H11A	False	False	False
RPL36-ZC3H14	False	False	False
RPL36-ZC3H18	False	False	False
RPL36-ZC3H7A	False	False	False
RPL36-ZC3H7B	False	False	False
RPL36-ZC3H8	False	False	False
RPL36-ZC3HAV1	False	False	False
RPL36-ZCCHC17	False	False	False
RPL36-ZCCHC9	False	False	False
RPL36-ZCRB1	False	False	False
RPL36-ZFP36L1	False	False	False
RPL36-ZMAT3	False	False	False
RPL36-ZMAT5	False	False	False
RPL36-ZNF830	False	False	False
RPL36-ZRANB2	False	False	False
RPL36-ZRSR2	False	False	False
RPL36-ZRSR2P1	False	False	False
RPL36AL-RPL37	False	False	False
RPL36AL-RPL37A	False	False	False
RPL36AL-RPL39	False	False	False
RPL36AL-RPL39L	False	False	False
RPL36AL-RPL4	False	False	False
RPL36AL-RPL5	False	False	False
RPL36AL-RPL6	False	False	False
RPL36AL-RPL7	False	False	False
RPL36AL-RPL7A	False	False	False
RPL36AL-RPL7L1	False	False	False
RPL36AL-RPL8	False	False	False
RPL36AL-RPL9	False	False	False
RPL36AL-RPLP0	False	False	False
RPL36AL-RPLP2	False	False	False
RPL36AL-RPN1	False	False	False
RPL36AL-RPP30	False	False	False
RPL36AL-RPRD1B	False	False	False
RPL36AL-RPS10	False	False	False
RPL36AL-RPS11	False	False	False
RPL36AL-RPS13	False	False	False
RPL36AL-RPS14	False	False	False
RPL36AL-RPS15	False	False	False
RPL36AL-RPS15A	False	False	False
RPL36AL-RPS16	False	False	False
RPL36AL-RPS18	False	False	False
RPL36AL-RPS19	False	False	False
RPL36AL-RPS19BP1	False	False	False
RPL36AL-RPS2	False	False	False
RPL36AL-RPS20	False	False	False
RPL36AL-RPS21	False	False	False
RPL36AL-RPS24	False	False	False
RPL36AL-RPS25	False	False	False
RPL36AL-RPS26	False	False	False
RPL36AL-RPS27	False	False	False
RPL36AL-RPS27A	False	False	False
RPL36AL-RPS27L	False	False	False
RPL36AL-RPS28	False	False	False
RPL36AL-RPS29	False	False	False
RPL36AL-RPS3	False	False	False
RPL36AL-RPS3A	False	False	False
RPL36AL-RPS4X	False	False	False
RPL36AL-RPS4Y1	False	False	False
RPL36AL-RPS5	False	False	False
RPL36AL-RPS6	False	False	False
RPL36AL-RPS6KA5	False	False	False
RPL36AL-RPS7	False	False	False
RPL36AL-RPS8	False	False	False
RPL36AL-RPSA	False	False	False
RPL36AL-RPUSD3	False	False	False
RPL36AL-RPUSD4	False	False	False
RPL36AL-RRP1	False	False	False
RPL36AL-RRP36	False	False	False
RPL36AL-RRP7A	False	False	False
RPL36AL-RRS1	False	False	False
RPL36AL-RSL1D1	False	False	False
RPL36AL-RTCB	False	False	False
RPL36AL-RTN4	False	False	False
RPL36AL-RTRAF	False	False	False
RPL36AL-RUVBL1	False	False	False
RPL36AL-RYBP	False	False	False
RPL36AL-S100A16	False	False	False
RPL36AL-SAFB2	False	False	False
RPL36AL-SAMD4B	False	False	False
RPL36AL-SAP18	False	False	False
RPL36AL-SARNP	False	False	False
RPL36AL-SARS1	False	False	False
RPL36AL-SART3	False	False	False
RPL36AL-SBDS	False	False	False
RPL36AL-SCAF11	False	False	False
RPL36AL-SDHC	False	False	False
RPL36AL-SEC61A1	False	False	False
RPL36AL-SEC63	False	False	False
RPL36AL-SECISBP2	False	False	False
RPL36AL-SERBP1	False	False	False
RPL36AL-SERPINA3	False	False	False
RPL36AL-SERPINB5	False	False	False
RPL36AL-SF1	False	False	False
RPL36AL-SF3A1	False	False	False
RPL36AL-SF3A3	False	False	False
RPL36AL-SF3B2	False	False	False
RPL36AL-SF3B3	False	False	False
RPL36AL-SF3B4	False	False	False
RPL36AL-SF3B6	False	False	False
RPL36AL-SFPQ	False	False	False
RPL36AL-SFSWAP	False	False	False
RPL36AL-SGO2	False	False	False
RPL36AL-SLAIN1	False	False	False
RPL36AL-SLAIN2	False	False	False
RPL36AL-SLC25A3	False	False	False
RPL36AL-SLC25A5	False	False	False
RPL36AL-SLIRP	False	False	False
RPL36AL-SLU7	False	False	False
RPL36AL-SMARCB1	False	False	False
RPL36AL-SMARCC2	False	False	False
RPL36AL-SMCHD1	False	False	False
RPL36AL-SMNDC1	False	False	False
RPL36AL-SMU1	False	False	False
RPL36AL-SNIP1	False	False	False
RPL36AL-SNRNP27	False	False	False
RPL36AL-SNRNP40	False	False	False
RPL36AL-SNRNP48	False	False	False
RPL36AL-SNRNP70	False	False	False
RPL36AL-SNRPA	False	False	False
RPL36AL-SNRPA1	False	False	False
RPL36AL-SNRPB	False	False	False
RPL36AL-SNRPC	False	False	False
RPL36AL-SNRPD1	False	False	False
RPL36AL-SNRPD2	False	False	False
RPL36AL-SNRPE	False	False	False
RPL36AL-SNRPF	False	False	False
RPL36AL-SNRPG	False	False	False
RPL36AL-SNRPN	False	False	False
RPL36AL-SNU13	False	False	False
RPL36AL-SNW1	False	False	False
RPL36AL-SPATS2	False	False	False
RPL36AL-SPATS2L	False	False	False
RPL36AL-SPCS2	False	False	False
RPL36AL-SPOUT1	False	False	False
RPL36AL-SQSTM1	False	False	False
RPL36AL-SRBD1	False	False	False
RPL36AL-SREK1	False	False	False
RPL36AL-SRFBP1	False	False	False
RPL36AL-SRP14	False	False	False
RPL36AL-SRP54	False	False	False
RPL36AL-SRP68	False	False	False
RPL36AL-SRPK1	False	False	False
RPL36AL-SRPK2	False	False	False
RPL36AL-SRRM3	False	False	False
RPL36AL-SRRM4	False	False	False
RPL36AL-SRSF1	False	False	False
RPL36AL-SRSF10	False	False	False
RPL36AL-SRSF11	False	False	False
RPL36AL-SRSF11 CONSERVED PEPTIDE	False	False	False
RPL36AL-SRSF12	False	False	False
RPL36AL-SRSF2	False	False	False
RPL36AL-SRSF3	False	False	False
RPL36AL-SRSF4	False	False	False
RPL36AL-SRSF5	False	False	False
RPL36AL-SRSF6	False	False	False
RPL36AL-SRSF7	False	False	False
RPL36AL-SRSF8	False	False	False
RPL36AL-SRSF9	False	False	False
RPL36AL-SSBP1	False	False	False
RPL36AL-SSR1	False	False	False
RPL36AL-SSRP1	False	False	False
RPL36AL-ST13	False	False	False
RPL36AL-STAU1	False	False	False
RPL36AL-STAU2	False	False	False
RPL36AL-STIP1	False	False	False
RPL36AL-STRAP	False	False	False
RPL36AL-STRBP	False	False	False
RPL36AL-SUB1	False	False	False
RPL36AL-SUCLG1	False	False	False
RPL36AL-SUGP1	False	False	False
RPL36AL-SUGP2	False	False	False
RPL36AL-SUMO1	False	False	False
RPL36AL-SUMO2	False	False	False
RPL36AL-SUN2	False	False	False
RPL36AL-SUPT5H	False	False	False
RPL36AL-SUPV3L1	False	False	False
RPL36AL-SURF2	False	False	False
RPL36AL-SURF6	False	False	False
RPL36AL-SUV39H1	False	False	False
RPL36AL-SYF2	False	False	False
RPL36AL-SYNCRIP	False	False	False
RPL36AL-SYT4	False	False	False
RPL36AL-SYT4_38_425	False	False	False
RPL36AL-SYT4_38_STOP	False	False	False
RPL36AL-TACC3	False	False	False
RPL36AL-TAF15	False	False	False
RPL36AL-TAGLN2	False	False	False
RPL36AL-TARBP2	False	False	False
RPL36AL-TARDBP	False	False	False
RPL36AL-TBRG1	False	False	False
RPL36AL-TBRG4	False	False	False
RPL36AL-TCEA1	False	False	False
RPL36AL-TCF25	False	False	False
RPL36AL-TDRD3	False	False	False
RPL36AL-TDRD9	False	False	False
RPL36AL-TEFM	False	False	False
RPL36AL-TES	False	False	False
RPL36AL-TEX10	False	False	False
RPL36AL-TFIP11	False	False	False
RPL36AL-THOC1	False	False	False
RPL36AL-THOC3	False	False	False
RPL36AL-THOC5	False	False	False
RPL36AL-THOC7	False	False	False
RPL36AL-THRAP3	False	False	False
RPL36AL-THUMPD1	False	False	False
RPL36AL-TIA1	False	False	False
RPL36AL-TIAL1	False	False	False
RPL36AL-TMA16	False	False	False
RPL36AL-TMED9	False	False	False
RPL36AL-TMEM214	False	False	False
RPL36AL-TNRC6A	False	False	False
RPL36AL-TOP3B	False	False	False
RPL36AL-TOPBP1	False	False	False
RPL36AL-TPI1	False	False	False
RPL36AL-TPPP3	False	False	False
RPL36AL-TPT1	False	False	False
RPL36AL-TRA2A	False	False	False
RPL36AL-TRA2B	False	False	False
RPL36AL-TRAK1	False	False	False
RPL36AL-TRAK2	False	False	False
RPL36AL-TRMT1	False	False	False
RPL36AL-TRMT10C	False	False	False
RPL36AL-TRMT1L	False	False	False
RPL36AL-TRMT2A	False	False	False
RPL36AL-TRNAU1AP	False	False	False
RPL36AL-TRUB2	False	False	False
RPL36AL-TSFM	False	False	False
RPL36AL-TSN	False	False	False
RPL36AL-TSNAX	False	False	False
RPL36AL-TSNAXIP1	False	False	False
RPL36AL-TSR1	False	False	False
RPL36AL-TUBA1A	False	False	False
RPL36AL-TUBB4B	False	False	False
RPL36AL-TUBB5	False	False	False
RPL36AL-TUBG1	False	False	False
RPL36AL-TUFM	False	False	False
RPL36AL-TUT4	False	False	False
RPL36AL-TWF2	False	False	False
RPL36AL-TWISTNB	False	False	False
RPL36AL-TXN	False	False	False
RPL36AL-TXNL4A	False	False	False
RPL36AL-U2AF1	False	False	False
RPL36AL-U2AF2	False	False	False
RPL36AL-U2SURP	False	False	False
RPL36AL-UBA1	False	False	False
RPL36AL-UBA52	False	False	False
RPL36AL-UBE2I	False	False	False
RPL36AL-UBE2L3	False	False	False
RPL36AL-UBE2O	False	False	False
RPL36AL-UBL5	False	False	False
RPL36AL-UCHL5	False	False	False
RPL36AL-UNKL	False	False	False
RPL36AL-USO1	False	False	False
RPL36AL-USP10	False	False	False
RPL36AL-USP36	False	False	False
RPL36AL-USP39	False	False	False
RPL36AL-USP42	False	False	False
RPL36AL-UTP14A	False	False	False
RPL36AL-UTP15	False	False	False
RPL36AL-UTP18	False	False	False
RPL36AL-UTP23	False	False	False
RPL36AL-UTP3	False	False	False
RPL36AL-UTP6	False	False	False
RPL36AL-VAPA	False	False	False
RPL36AL-VCP	False	False	False
RPL36AL-VIM	False	False	False
RPL36AL-VPS4B	False	False	False
RPL36AL-WBP11	False	False	False
RPL36AL-WBP4	False	False	False
RPL36AL-WDR18	False	False	False
RPL36AL-WDR3	False	False	False
RPL36AL-WDR33	False	False	False
RPL36AL-WDR36	False	False	False
RPL36AL-WDR46	False	False	False
RPL36AL-WDR59	False	False	False
RPL36AL-WDR83	False	False	False
RPL36AL-WTAP	False	False	False
RPL36AL-XPO5	False	False	False
RPL36AL-XRCC6	False	False	False
RPL36AL-XRN2	False	False	False
RPL36AL-YARS1	False	False	False
RPL36AL-YARS2	False	False	False
RPL36AL-YBX2	False	False	False
RPL36AL-YTHDC1	False	False	False
RPL36AL-YTHDF1	False	False	False
RPL36AL-YTHDF2	False	False	False
RPL36AL-YTHDF3	False	False	False
RPL36AL-YWHAE	False	False	False
RPL36AL-YWHAG	False	False	False
RPL36AL-YWHAH	False	False	False
RPL36AL-YWHAZ	False	False	False
RPL36AL-ZADH2	False	False	False
RPL36AL-ZC3H10	False	False	False
RPL36AL-ZC3H11A	False	False	False
RPL36AL-ZC3H14	False	False	False
RPL36AL-ZC3H18	False	False	False
RPL36AL-ZC3H7A	False	False	False
RPL36AL-ZC3H7B	False	False	False
RPL36AL-ZC3H8	False	False	False
RPL36AL-ZC3HAV1	False	False	False
RPL36AL-ZCCHC17	False	False	False
RPL36AL-ZCCHC9	False	False	False
RPL36AL-ZCRB1	False	False	False
RPL36AL-ZFP36L1	False	False	False
RPL36AL-ZMAT3	False	False	False
RPL36AL-ZMAT5	False	False	False
RPL36AL-ZNF830	False	False	False
RPL36AL-ZRANB2	False	False	False
RPL36AL-ZRSR2	False	False	False
RPL36AL-ZRSR2P1	False	False	False
RPL37-RPL37A	False	False	False
RPL37-RPL39	False	False	False
RPL37-RPL39L	False	False	False
RPL37-RPL4	False	False	False
RPL37-RPL5	False	False	False
RPL37-RPL6	False	False	False
RPL37-RPL7	False	False	False
RPL37-RPL7A	False	False	False
RPL37-RPL7L1	False	False	False
RPL37-RPL8	False	False	False
RPL37-RPL9	False	False	False
RPL37-RPLP0	False	False	False
RPL37-RPLP2	False	False	False
RPL37-RPN1	False	False	False
RPL37-RPP30	False	False	False
RPL37-RPRD1B	False	False	False
RPL37-RPS10	False	False	False
RPL37-RPS11	False	False	False
RPL37-RPS13	False	False	False
RPL37-RPS14	False	False	False
RPL37-RPS15	False	False	False
RPL37-RPS15A	False	False	False
RPL37-RPS16	False	False	False
RPL37-RPS18	False	False	False
RPL37-RPS19	False	False	False
RPL37-RPS19BP1	False	False	False
RPL37-RPS2	False	False	False
RPL37-RPS20	False	False	False
RPL37-RPS21	False	False	False
RPL37-RPS24	False	False	False
RPL37-RPS25	False	False	False
RPL37-RPS26	False	False	False
RPL37-RPS27	False	False	False
RPL37-RPS27A	False	False	False
RPL37-RPS27L	False	False	False
RPL37-RPS28	False	False	False
RPL37-RPS29	False	False	False
RPL37-RPS3	False	False	False
RPL37-RPS3A	False	False	False
RPL37-RPS4X	False	False	False
RPL37-RPS4Y1	False	False	False
RPL37-RPS5	False	False	False
RPL37-RPS6	False	False	False
RPL37-RPS6KA5	False	False	False
RPL37-RPS7	False	False	False
RPL37-RPS8	False	False	False
RPL37-RPSA	False	False	False
RPL37-RPUSD3	False	False	False
RPL37-RPUSD4	False	False	False
RPL37-RRP1	False	False	False
RPL37-RRP36	False	False	False
RPL37-RRP7A	False	False	False
RPL37-RRS1	False	False	False
RPL37-RSL1D1	False	False	False
RPL37-RTCB	False	False	False
RPL37-RTN4	False	False	False
RPL37-RTRAF	False	False	False
RPL37-RUVBL1	False	False	False
RPL37-RYBP	False	False	False
RPL37-S100A16	False	False	False
RPL37-SAFB2	False	False	False
RPL37-SAMD4B	False	False	False
RPL37-SAP18	False	False	False
RPL37-SARNP	False	False	False
RPL37-SARS1	False	False	False
RPL37-SART3	False	False	False
RPL37-SBDS	False	False	False
RPL37-SCAF11	False	False	False
RPL37-SDHC	False	False	False
RPL37-SEC61A1	False	False	False
RPL37-SEC63	False	False	False
RPL37-SECISBP2	False	False	False
RPL37-SERBP1	False	False	False
RPL37-SERPINA3	False	False	False
RPL37-SERPINB5	False	False	False
RPL37-SF1	False	False	False
RPL37-SF3A1	False	False	False
RPL37-SF3A3	False	False	False
RPL37-SF3B2	False	False	False
RPL37-SF3B3	False	False	False
RPL37-SF3B4	False	False	False
RPL37-SF3B6	False	False	False
RPL37-SFPQ	False	False	False
RPL37-SFSWAP	False	False	False
RPL37-SGO2	False	False	False
RPL37-SLAIN1	False	False	False
RPL37-SLAIN2	False	False	False
RPL37-SLC25A3	False	False	False
RPL37-SLC25A5	False	False	False
RPL37-SLIRP	False	False	False
RPL37-SLU7	False	False	False
RPL37-SMARCB1	False	False	False
RPL37-SMARCC2	False	False	False
RPL37-SMCHD1	False	False	False
RPL37-SMNDC1	False	False	False
RPL37-SMU1	False	False	False
RPL37-SNIP1	False	False	False
RPL37-SNRNP27	False	False	False
RPL37-SNRNP40	False	False	False
RPL37-SNRNP48	False	False	False
RPL37-SNRNP70	False	False	False
RPL37-SNRPA	False	False	False
RPL37-SNRPA1	False	False	False
RPL37-SNRPB	False	False	False
RPL37-SNRPC	False	False	False
RPL37-SNRPD1	False	False	False
RPL37-SNRPD2	False	False	False
RPL37-SNRPE	False	False	False
RPL37-SNRPF	False	False	False
RPL37-SNRPG	False	False	False
RPL37-SNRPN	False	False	False
RPL37-SNU13	False	False	False
RPL37-SNW1	False	False	False
RPL37-SPATS2	False	False	False
RPL37-SPATS2L	False	False	False
RPL37-SPCS2	False	False	False
RPL37-SPOUT1	False	False	False
RPL37-SQSTM1	False	False	False
RPL37-SRBD1	False	False	False
RPL37-SREK1	False	False	False
RPL37-SRFBP1	False	False	False
RPL37-SRP14	False	False	False
RPL37-SRP54	False	False	False
RPL37-SRP68	False	False	False
RPL37-SRPK1	False	False	False
