Data Mode	Binding Type	Cell Line	Feature	Zero Cutoff	# Non-Zeros	% Non-Zeros	Num Positive	Sum Positive	Num Negative	Sum Negative	ARBS	NARBS
Unique Binding	Bound Only	HepG2	AKAP1_5	1e-06	178	53.776435045317214	0	0.0	178	-0.15363261103630066	-0.15363261103630066	-1.0
Unique Binding	Bound Only	HepG2	AKAP1_5	1e-05	59	17.82477341389728	0	0.0	59	-0.1535090059041977	-0.1535090059041977	-1.0
Unique Binding	Bound Only	HepG2	AKAP1_5	0.0001	59	17.82477341389728	0	0.0	59	-0.1535090059041977	-0.1535090059041977	-1.0
Unique Binding	Bound Only	HepG2	AKAP1_5	0.001	55	16.61631419939577	0	0.0	55	-0.1501193791627884	-0.1501193791627884	-1.0
Unique Binding	Bound Only	HepG2	AKAP1_5	0.005	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	AKAP1_5	0.01	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	AKAP1_6	0.0	1391	100.0	0	0.0	1391	-48.027313232421875	-48.027313232421875	-1.0
Unique Binding	Bound Only	HepG2	AKAP1_6	1e-07	1391	100.0	0	0.0	1391	-48.027313232421875	-48.027313232421875	-1.0
Unique Binding	Bound Only	HepG2	AKAP1_6	1e-06	1391	100.0	0	0.0	1391	-48.027313232421875	-48.027313232421875	-1.0
Unique Binding	Bound Only	HepG2	AKAP1_6	1e-05	1391	100.0	0	0.0	1391	-48.027313232421875	-48.027313232421875	-1.0
Unique Binding	Bound Only	HepG2	AKAP1_6	0.0001	1391	100.0	0	0.0	1391	-48.027313232421875	-48.027313232421875	-1.0
Unique Binding	Bound Only	HepG2	AKAP1_6	0.001	1391	100.0	0	0.0	1391	-48.027313232421875	-48.027313232421875	-1.0
Unique Binding	Bound Only	HepG2	AKAP1_6	0.005	1383	99.42487419122934	0	0.0	1383	-48.00037384033203	-48.00037384033203	-1.0
Unique Binding	Bound Only	HepG2	AKAP1_6	0.01	938	67.43350107836089	0	0.0	938	-45.03534698486328	-45.03534698486328	-1.0
Unique Binding	Bound Only	HepG2	AQR_1	0.0	10535	100.0	809	33.082122802734375	9726	-607.0980224609375	-574.015869140625	-0.8966473937034607
Unique Binding	Bound Only	HepG2	AQR_1	1e-07	10535	100.0	809	33.082122802734375	9726	-607.0980224609375	-574.015869140625	-0.8966473937034607
Unique Binding	Bound Only	HepG2	AQR_1	1e-06	10535	100.0	809	33.082122802734375	9726	-607.0980224609375	-574.015869140625	-0.8966473937034607
Unique Binding	Bound Only	HepG2	AQR_1	1e-05	10535	100.0	809	33.082122802734375	9726	-607.0980224609375	-574.015869140625	-0.8966473937034607
Unique Binding	Bound Only	HepG2	AQR_1	0.0001	10535	100.0	809	33.082122802734375	9726	-607.0980224609375	-574.015869140625	-0.8966473937034607
Unique Binding	Bound Only	HepG2	AQR_1	0.001	10524	99.89558614143331	802	33.07853698730469	9722	-607.095703125	-574.0171508789062	-0.8966576457023621
Unique Binding	Bound Only	HepG2	AQR_1	0.005	10487	99.54437588989083	786	33.031707763671875	9701	-607.044189453125	-574.012451171875	-0.8967880606651306
Unique Binding	Bound Only	HepG2	AQR_1	0.01	10453	99.22164214523018	754	32.74763870239258	9699	-607.0309448242188	-574.2833251953125	-0.8976282477378845
Unique Binding	Bound Only	HepG2	AQR_2	0.0	17645	100.0	3	0.057773102074861526	17642	-4061.7158203125	-4061.657958984375	-0.9999715089797974
Unique Binding	Bound Only	HepG2	AQR_2	1e-07	17645	100.0	3	0.057773102074861526	17642	-4061.7158203125	-4061.657958984375	-0.9999715089797974
Unique Binding	Bound Only	HepG2	AQR_2	1e-06	17645	100.0	3	0.057773102074861526	17642	-4061.7158203125	-4061.657958984375	-0.9999715089797974
Unique Binding	Bound Only	HepG2	AQR_2	1e-05	17645	100.0	3	0.057773102074861526	17642	-4061.7158203125	-4061.657958984375	-0.9999715089797974
Unique Binding	Bound Only	HepG2	AQR_2	0.0001	17645	100.0	3	0.057773102074861526	17642	-4061.7158203125	-4061.657958984375	-0.9999715089797974
Unique Binding	Bound Only	HepG2	AQR_2	0.001	17644	99.99433267214508	3	0.057773102074861526	17641	-4061.715576171875	-4061.65771484375	-0.9999715089797974
Unique Binding	Bound Only	HepG2	AQR_2	0.005	17639	99.96599603287049	3	0.057773102074861526	17636	-4061.705322265625	-4061.6474609375	-0.9999715089797974
Unique Binding	Bound Only	HepG2	AQR_2	0.01	17635	99.94332672145083	3	0.057773102074861526	17632	-4061.674560546875	-4061.61669921875	-0.9999715089797974
Unique Binding	Bound Only	HepG2	AQR_3	0.0	13737	100.0	13737	15634.7138671875	0	0.0	15634.7138671875	1.0
