Feature	RBP	Position	Statistic	P-Val	Global SHAP	FDR P-Val
PUM2_center_right	PUM2	4	1216.4342991595586	7.155634323405456e-265	0.007226047563798463	5.879423253354792e-264
PTBP1_center_right	PTBP1	4	1211.661805646651	7.780041925850913e-264	0.0018745651807484367	6.32723817847263e-263
PABPC4_3_right	PABPC4	6	1201.455283755523	1.2802653916727814e-261	0.0034546467899259042	1.0306783001648553e-260
IGF2BP2_center_left	IGF2BP2	3	1193.6419264026265	6.3672074154309234e-260	0.00183941684790047	5.0746643100984455e-259
EIF4E_5_right	EIF4E	2	1179.446271539134	7.70009856866277e-257	0.00011291523400501714	6.076216395271514e-256
HNRNPK_center_left	HNRNPK	3	1165.484848910317	8.282867006842384e-254	0.001581509088132514	6.472004906326843e-253
DDX3X_center_right	DDX3X	4	1157.5574462208092	4.3610825773387127e-252	0.03928775606727609	3.37454642149413e-251
BUD13_3_right	BUD13	6	1134.1217880377515	5.3528222792944906e-247	0.011030690212794143	4.102114765959336e-246
RBM22_center_right	RBM22	4	1130.605274647051	3.1058752291541173e-246	0.00453494134784535	2.357507197748411e-245
DROSHA_3_left	DROSHA	5	1126.770036667526	2.1134664141172863e-245	8.630508818260761e-05	1.5890874830674314e-244
NONO_3_right	NONO	6	1096.0881963755635	9.715660204924447e-239	0.0006070237953232938	7.23680484422877e-238
PABPC4_center_right	PABPC4	4	1082.246985936708	9.841311436402674e-236	0.004655790266937351	7.26252334704901e-235
EXOSC10_center_right	EXOSC10	4	1073.0201030038277	9.923049255520201e-234	0.0014594308387216662	7.255660785917065e-233
DROSHA_3_right	DROSHA	6	1071.1521254117654	2.52505782064379e-233	0.0018512194307631112	1.8295191664119097e-232
CSTF2T_5_right	CSTF2T	2	1046.1810391804229	6.67842120081662e-228	0.0008797843768684504	4.795226754099861e-227
FMR1_3_left	FMR1	5	1029.7671085442196	2.4485758223950955e-224	0.00027143167210529106	1.742424045043653e-223
RPS3_3_right	RPS3	6	1016.6708157176026	1.7089816945706032e-221	0.0026918835317955316	1.2053614252856377e-220
AATF_center_right	AATF	4	997.5068378951834	2.4782340554501045e-217	0.0014750283157109567	1.7325899492927482e-216
GRWD1_5_right	GRWD1	2	987.5888648781131	3.5302283409096087e-215	0.010281015106651114	2.4466017284390942e-214
DDX1_center_left	DDX1	3	985.6147310466921	9.472846761068857e-215	0.0	6.5084990246309295e-214
EIF4E_5_left	EIF4E	1	982.111479404553	5.460116892712101e-214	0.0003268130300488618	3.719412960249184e-213
QKI_5_right	QKI	2	962.4787136404072	1.0009280459203184e-209	0.0014857362770031132	6.76050553049571e-209
MTPAP_center_right	MTPAP	4	958.6674360393804	6.729941263567023e-209	0.0009444243863655735	4.507364022741947e-208
EXOSC5_center_right	EXOSC5	4	949.6058845345403	6.247441266093683e-207	0.0001415679548004661	4.1493422408972216e-206
ZNF622_3_right	ZNF622	6	946.9257567915936	2.3860773966552598e-206	0.003747236540298814	1.5716559381274728e-205
HNRNPUL1_center_right	HNRNPUL1	4	938.9370778282812	1.2954006851088023e-204	0.0001768896671887131	8.462576606817339e-204
NONO_3_left	NONO	5	930.9007197970939	7.202397662333294e-203	0.00047216894235487477	4.666919460877752e-202
GRWD1_3_right	GRWD1	6	896.4804653764888	2.1465468734434165e-195	0.0062894375489348855	1.3796756920438734e-194
RBFOX2_center_left	RBFOX2	3	893.0327817295224	1.2033594368128692e-194	0.00280858873719391	7.672619769118853e-194
DROSHA_center_left	DROSHA	3	888.2894153792292	1.2894493389863128e-193	0.003893939294736321	8.156278755334058e-193
LIN28B_3_left	LIN28B	5	875.9528232354921	6.155470164432207e-191	0.0025894229265266693	3.862921040198794e-190
FTO_3_right	FTO	6	875.3819154074409	8.189026760502006e-191	0.0037776712975987445	5.098948693843827e-190
AKAP8L_center_left	AKAP8L	3	872.5146995568217	3.434316382065577e-190	5.979369756268575e-05	2.1218218267490425e-189
PTBP1_3_right	PTBP1	6	869.7082700945818	1.397168276421577e-189	0.0	8.565716279292283e-189
CSTF2T_3_left	CSTF2T	5	868.6762996436909	2.3406595626395525e-189	0.0005961395976165739	1.4240501308578042e-188
HNRNPM_center_right	HNRNPM	4	868.2064539665272	2.9604923607988793e-189	0.0037265343935477496	1.7875094026944748e-188
ZNF800_5_right	ZNF800	2	864.948847810379	1.5091907464939494e-188	0.002588519151514843	9.043797180117876e-188
DGCR8_3_left	DGCR8	5	854.3936840945871	2.956438249176061e-186	3.1407476279548127e-06	1.758418869099493e-185
ZNF800_3_right	ZNF800	6	837.8769054609462	1.141147339497991e-182	0.000221354577145503	6.736995774665917e-182
ZRANB2_center_left	ZRANB2	3	813.1275093782814	2.7014989099541204e-177	0.00017772085590315372	1.5831578170834073e-176
LIN28B_5_left	LIN28B	1	802.4336616865155	5.672105735405853e-175	0.0005522685010568279	3.2997578621302662e-174
EIF4E_3_left	EIF4E	5	801.4981323745709	9.055072398067269e-175	0.00017788695255627622	5.229632392217111e-174
PABPC4_5_right	PABPC4	2	800.1794240384393	1.7508373544338383e-174	0.004028642322435566	1.0038973895566685e-173
KHSRP_5_left	KHSRP	1	793.5772491811656	4.7521469119037756e-173	0.002846116748351192	2.7053293491337924e-172
EIF3G_5_right	EIF3G	2	772.3332541070882	1.9496864591256419e-168	0.00011385510948198824	1.102056814129884e-167
AQR_5_left	AQR	1	768.7993709658908	1.141136901033958e-167	0.011169263993984012	6.404831761437075e-167
XRN2_5_right	XRN2	2	754.1133866293815	1.7634320459633227e-164	0.002465016628643004	9.828359025403974e-164
DDX43_5_right	DDX43	2	752.538119915841	3.8763550542737155e-164	0.004047620941831584	2.145454846011216e-163
ZNF622_5_right	ZNF622	2	740.388829130295	1.6850334359376023e-161	0.0060081783202626604	9.26187343753289e-161
PUM1_3_right	PUM1	6	731.8891890152859	1.1810870915625227e-159	0.0004265995273714312	6.447441177913223e-159
RPS3_5_right	RPS3	2	726.8445812001826	1.4713113720838192e-158	0.001599631081728641	7.977109956127918e-158
NONO_5_left	NONO	1	722.0101308221152	1.6500311871015903e-157	0.0005101246649350127	8.88564091972951e-157
KHDRBS1_5_right	KHDRBS1	2	719.3953852028365	6.099257232778082e-157	0.0002342804927521345	3.2624886003517655e-156
QKI_3_left	QKI	5	717.6113505856823	1.4882474419662747e-156	0.00030263843228344264	7.907554741647474e-156
SF3B4_5_left	SF3B4	1	706.3345401524881	4.182186704675376e-154	0.007699494518924523	2.2074190752491885e-153
HNRNPM_center_left	HNRNPM	3	690.2556984082617	1.2968195215732996e-150	9.867085614930622e-05	6.799770780881051e-150
EWSR1_center_right	EWSR1	4	688.350528701445	3.361877502375609e-150	0.00044160349510605906	1.7512525290152684e-149
ZC3H8_5_left	ZC3H8	1	688.2671035969266	3.5050758145201887e-150	0.0	1.8139905351770067e-149
UPF1_3_left	UPF1	5	683.453211720246	3.8906373834307275e-149	0.0018265418588179626	2.0005406416737353e-148
PUM1_center_left	PUM1	3	682.7599176515561	5.502596272121473e-149	0.0005580587989931877	2.81126232620565e-148
DROSHA_center_right	DROSHA	4	675.8035205712803	1.7829127164476975e-147	0.0013695418388516192	9.050837165661242e-147
MBNL1_center_left	MBNL1	3	672.7733895987496	8.111751970477487e-147	1.4765885335789105e-05	4.091814126880099e-146
ZNF622_3_left	ZNF622	5	645.7891930297998	5.870275681751891e-141	0.014932637793771358	2.9425218354441867e-140
SDAD1_5_left	SDAD1	1	645.6568258949607	6.271936537917171e-141	0.0	3.1242083879499907e-140
AKAP8L_3_left	AKAP8L	5	636.227910892812	6.996237326604893e-139	0.0006037303930472286	3.463354751120559e-138
ELAC2_5_right	ELAC2	2	633.6467901809291	2.543008280717736e-138	0.001233436501691318	1.2510972837852071e-137
SLTM_center_left	SLTM	3	628.2250864989089	3.8252142957039802e-137	0.001230566009847459	1.8703655175926823e-136
NCBP2_5_right	NCBP2	2	628.1964970716549	3.8802873274381503e-137	0.0006393270360242765	1.8857249999806135e-136
GPKOW_center_left	GPKOW	3	626.022422591536	1.150689527037843e-136	0.0002041991793675264	5.558179109388853e-136
FUS_center_right	FUS	4	624.3810280071656	2.6144627932142744e-136	8.293290685741105e-05	1.2552571362601064e-135
KHSRP_center_left	KHSRP	3	624.3368536481927	2.6728513477434175e-136	0.006229235377025202	1.275606301887128e-135
YBX3_3_left	YBX3	5	622.6898128128557	6.090110589560904e-136	0.0021534220452894257	2.8891774642143094e-135
RBM22_5_right	RBM22	2	620.3566602283597	1.9555225368819177e-135	0.0004939618964863832	9.222197999378037e-135
EXOSC10_center_left	EXOSC10	3	619.1682535951533	3.5425994182455685e-135	0.0006088987620038978	1.660853962553952e-134
RBFOX2_3_left	RBFOX2	5	617.9489962492585	6.517490632673998e-135	0.00036322488891519047	3.0376842305503955e-134
GEMIN5_5_left	GEMIN5	1	617.1390438844304	9.771457264369753e-135	0.0001485710513771591	4.52782060447831e-134
PUM2_5_right	PUM2	2	605.9226529774003	2.6642052260430384e-132	0.00811908688884414	1.2273824076047985e-131
DROSHA_5_left	DROSHA	1	597.9622534870812	1.4260884485294937e-130	0.0003837371925744205	6.532140767114979e-130
SND1_5_left	SND1	1	588.2666145116992	1.8177230517655021e-128	0.0003709193603666042	8.278430127183459e-128
GTF2F1_3_left	GTF2F1	5	583.3979158913653	2.0737298889500785e-127	0.0005445000812603042	9.390697281211435e-127
ELAVL1_5_right	ELAVL1	2	583.285036408163	2.194136568264755e-127	0.0002572544738762415	9.87981268309045e-127
EFTUD2_3_right	EFTUD2	6	569.2265004081212	2.4776271980632525e-124	0.008309904431898744	1.1093645375597821e-123
EXOSC10_3_right	EXOSC10	6	549.1979555983357	5.5357848851966696e-120	0.0007294015971217852	2.4648159516769528e-119
FXR2_3_left	FXR2	5	541.5635815023724	2.51745940941761e-118	0.0017102805270509341	1.1146750829476861e-117
RBFOX2_5_right	RBFOX2	2	539.9624659827167	5.60583478910962e-118	0.0011600827842782903	2.4684255949836283e-117
EIF3G_3_right	EIF3G	6	537.4768382278684	1.942618424449887e-117	0.0005525043217055282	8.506960902673406e-117
GTF2F1_5_right	GTF2F1	2	537.1296714508646	2.3108609364748453e-117	0.0008771092872933763	1.0064241346286622e-116
RBM15_5_left	RBM15	1	532.5032641664124	2.33552966837917e-116	0.002483210206551835	1.011639753096847e-115
HNRNPM_5_right	HNRNPM	2	531.3394834982092	4.1792384385557523e-116	0.00024045906921152884	1.8004611002859105e-115
RBM15_center_left	RBM15	3	520.4975526052089	9.44914535429401e-114	0.0014228569436113424	4.04890798245824e-113
RNF187_5_left	RNF187	1	518.9085542720152	2.0914097755134594e-113	0.0003940874109399807	8.913655567295332e-113
HNRNPL_3_right	HNRNPL	6	511.51143483847943	8.447013915160384e-112	4.304443330404952e-05	3.580994728927035e-111
TIA1_3_left	TIA1	5	511.2411514446238	9.669288155188523e-112	0.002134735788091314	4.077472306711774e-111
XRN2_3_left	XRN2	5	509.0115262666662	2.9481627773671964e-111	0.0028732182458632263	1.2366767018745556e-110
DDX1_5_right	DDX1	2	499.7106129284033	3.0847440012554666e-109	5.8820947784784536e-05	1.2871942246076475e-108
RPS3_3_left	RPS3	5	495.8864591378523	2.087486006882945e-108	0.00038108746140935675	8.665241393154725e-108
U2AF2_5_right	U2AF2	2	491.256897744506	2.1131000306804084e-107	0.003695334681578365	8.72611774327609e-107
UTP18_3_right	UTP18	6	489.9572561251513	4.0470041356051666e-107	0.0	1.6626094309676897e-106
ELAC2_center_right	ELAC2	4	483.8228245064782	8.693778058602851e-106	0.001468388862019051	3.553303134721268e-105
AKAP8L_5_right	AKAP8L	2	480.76266260679085	4.015265454801266e-105	0.0006137358765944105	1.6327380446309227e-104
DDX3X_center_left	DDX3X	3	479.89052516140305	6.2100700971857696e-105	0.0010606188238752167	2.5123989174908926e-104
FTO_3_left	FTO	5	472.9404819382449	2.0057611391894934e-103	9.928758239530767e-05	8.07369509057589e-103
HNRNPM_3_right	HNRNPM	6	466.19767959930374	5.84063594580299e-102	0.00014241707927201082	2.3391893712587856e-101
TIA1_3_right	TIA1	6	457.30788875353255	4.975694319783754e-100	0.00033408103705748335	1.9828141864338257e-99
HLTF_center_right	HLTF	4	456.75181491135504	6.57057825923077e-100	0.0005437152494889951	2.605348692839266e-99
PABPC4_center_left	PABPC4	3	452.10819181615324	6.6981294331473614e-99	0.0014893224201730708	2.6427768109992315e-98
UCHL5_5_left	UCHL5	1	446.16698699238134	1.3063807458408088e-97	0.002631690755803307	5.128992386379924e-97
NIPBL_center_left	NIPBL	3	443.8821765373759	4.0945865668600937e-97	4.317663318858666e-06	1.5996987714644582e-96
DDX52_3_left	DDX52	5	443.3729868788631	5.281766367073566e-97	1.5249185485627777e-05	2.0534477046622597e-96
ZNF800_5_left	ZNF800	1	439.5655924712365	3.5444134638511154e-96	0.004032234221017578	1.3713094809171547e-95
EFTUD2_3_left	EFTUD2	5	437.7727800302621	8.686576580048386e-96	0.003753306199998088	3.3445418040089684e-95
DGCR8_center_left	DGCR8	3	436.38083803539996	1.742228109459435e-95	0.0002522578039374732	6.67574905403447e-95
GRWD1_5_left	GRWD1	1	435.96847821153017	2.1411535560175204e-95	0.0011194956888027439	8.165068823664899e-95
RNF187_5_right	RNF187	2	434.83618520540114	3.771569514749508e-95	0.0	1.431400430121599e-94
DDX1_3_left	DDX1	5	428.2557790276257	1.0126028900452727e-93	8.604504427676779e-05	3.824855466189963e-93
TIA1_center_right	TIA1	4	419.84052668021894	6.804371105785398e-92	0.0022608397188508995	2.55805838269385e-91
MBNL1_5_right	MBNL1	2	415.4645587808589	6.067605656785558e-91	0.001282932554435377	2.2703669992760982e-90
ZNF622_5_left	ZNF622	1	414.9231223212365	7.954058502317934e-91	0.0028750112772732072	2.9623292646483147e-90
DDX55_3_right	DDX55	6	414.11765113169656	1.1898566094656588e-90	0.00039013378316347556	4.410770780205256e-90
ZNF800_3_left	ZNF800	5	410.8946768602458	5.961486956712353e-90	0.0007312974305431961	2.199678289120252e-89
RBM22_center_left	RBM22	3	410.2116330573497	8.388333242983076e-90	6.904587308491769e-05	3.0808763109020785e-89
HNRNPL_center_left	HNRNPL	3	400.4935726640077	1.0812488962758964e-87	0.0015384899176755652	3.9530062859260986e-87
TROVE2_3_left	TROVE2	5	399.38145272113337	1.8854692518919491e-87	0.0008765419655657738	6.861730565104491e-87
PRPF8_5_left	PRPF8	1	398.9530662764807	2.3358362224174345e-87	0.011618585427504805	8.462097587575888e-87
ZRANB2_center_right	ZRANB2	4	396.6736049451255	7.301651956170564e-87	0.0	2.633220185098615e-86
QKI_5_left	QKI	1	393.4293503483394	3.697447894144806e-86	0.0002787904481639658	1.327417104339374e-85
NCBP2_3_right	NCBP2	6	391.64916898115194	9.004581531921292e-86	7.580727030227176e-05	3.218229363650794e-85
UPF1_3_right	UPF1	6	387.0983113720895	8.763340943200328e-85	0.0016969359833086863	3.1180280052369025e-84
SF3B4_3_right	SF3B4	6	386.74821156476264	1.0439817715621521e-84	0.007831998892132918	3.6980154308223787e-84
SMNDC1_5_right	SMNDC1	2	381.67557537965763	1.3188696298115757e-83	0.002133025027380904	4.651057942300114e-83
FUS_3_left	FUS	5	381.1736828336022	1.695065361938736e-83	0.002922446346021932	5.951396887511773e-83
RBM22_3_left	RBM22	5	381.1501264888012	1.715148171231094e-83	0.0027564538465401018	5.995496019610447e-83
ILF3_center_left	ILF3	3	380.35228438553236	2.5559411851340538e-83	6.282656686517661e-05	8.895568229484022e-83
RPS10_3_left	RPS10	5	378.6991506053672	5.841498847163205e-83	0.0	2.0242063396474235e-82
TRA2A_3_right	TRA2A	6	377.3032340422671	1.173934120457968e-82	0.000989309663166693	4.050326813874461e-82
CSTF2T_5_left	CSTF2T	1	377.1229478792164	1.2846723250955742e-82	3.6151354496110235e-05	4.4132924271602265e-82
RBM15_5_right	RBM15	2	375.71882536870083	2.5923503653216297e-82	0.00517142727621567	8.867395884812612e-82
SF3B1_3_left	SF3B1	5	374.0302850727724	6.030531136060796e-82	6.697530089284706e-05	2.0539885963420746e-81
XRN2_3_right	XRN2	6	370.6311109156982	3.2997182124790155e-81	7.230333838700822e-05	1.1190959214237341e-80
U2AF2_3_left	U2AF2	5	370.5166196134951	3.494124088323119e-81	0.0014456466835776787	1.1800071603362397e-80
EXOSC5_center_left	EXOSC5	3	370.47204764497985	3.5728682694431535e-81	0.0	1.2015088652937525e-80
IGF2BP1_3_right	IGF2BP1	6	370.3194349669074	3.8561722602969142e-81	0.0010295354815705673	1.2913316350658153e-80
AGGF1_center_left	AGGF1	3	363.0485736200288	1.4621903285120966e-79	0.00045984762835226995	4.8760070787620957e-79
TRA2A_5_right	TRA2A	2	361.959512965917	2.5205215983340633e-79	0.0020561007990850056	8.370232141134369e-79
FUS_center_left	FUS	3	360.7684388501066	4.572238552809267e-79	0.0007957154796179101	1.5120639529414881e-78
HNRNPL_center_right	HNRNPL	4	358.94631291595584	1.1370995837181064e-78	0.00023371082626045644	3.744910612493102e-78
UCHL5_3_left	UCHL5	5	358.39143238530283	1.500684085107387e-78	0.003516705908014347	4.92199677296538e-78
BUD13_5_left	BUD13	1	357.52664057705255	2.31247172894652e-78	0.0017982887778017949	7.55344249168187e-78
IGF2BP1_5_right	IGF2BP1	2	356.4606009153741	3.9406149737914217e-78	0.0034576828403201513	1.2819061771884749e-77
DDX43_3_right	DDX43	6	356.07954432705566	4.767705157163221e-78	0.004439289421303857	1.5446589472597917e-77
DDX1_center_right	DDX1	4	354.936988933356	8.441354545111971e-78	4.226450938151674e-05	2.7237893005887615e-77
SRSF9_3_right	SRSF9	6	353.51470656445014	1.7189246267956554e-77	0.0	5.5241247078876506e-77
YWHAG_3_left	YWHAG	5	348.9965096975961	1.645776350945494e-76	0.0	5.267806231741199e-76
U2AF2_center_right	U2AF2	4	343.7713834500372	2.2438435131027247e-75	0.0032183582307777924	7.153373119771486e-75
EWSR1_5_right	EWSR1	2	343.40986128428335	2.688413741248837e-75	0.0004162566675944938	8.536516939343917e-75
HNRNPM_3_left	HNRNPM	5	343.0613161963022	3.200233821651464e-75	0.00015184745252608587	1.0121374428000862e-74
METAP2_3_left	METAP2	5	340.9358681220026	9.262258464287607e-75	0.0002642929089996961	2.9177944648368472e-74
METAP2_3_right	METAP2	6	339.22726539283457	2.176382696627728e-74	0.0004960732735397927	6.829043343355509e-74
DDX52_5_right	DDX52	2	337.07383087161975	6.3877458610098385e-74	5.128846287773804e-05	1.9964837063626826e-73
IGF2BP2_3_left	IGF2BP2	5	336.35152517392737	9.166305310875933e-74	0.0016141786901943285	2.8537286456125466e-73
TROVE2_3_right	TROVE2	6	335.38198996701857	1.488422456502222e-73	2.4434983675468317e-05	4.6158470732773195e-73
DDX51_3_right	DDX51	6	334.204665994853	2.6815065742362863e-73	0.0	8.28356875839659e-73
GTF2F1_center_left	GTF2F1	3	331.41662331377904	1.0809227112898e-72	0.0028139686710646713	3.3262370691041334e-72
ILF3_center_right	ILF3	4	330.08465229991015	2.103916369220708e-72	0.0012467614519646052	6.449312870265017e-72
SLTM_center_right	SLTM	4	329.1492049479331	3.358600003781699e-72	0.0011310589646323472	1.0255954800819978e-71
EXOSC10_5_right	EXOSC10	2	326.88956766590996	1.039518650155248e-71	0.00010116785620610144	3.1621998632585217e-71
FASTKD2_3_left	FASTKD2	5	326.3069711135703	1.3910460885589741e-71	1.7841302167071547e-06	4.215451454682519e-71
CPSF6_center_right	CPSF6	4	323.57390771598375	5.455300716801839e-71	0.0001959879393880037	1.6469222239738885e-70
XRN2_5_left	XRN2	1	320.0389924725479	3.194594853297667e-70	0.0002527482219222838	9.607894709729209e-70
GTF2F1_center_right	GTF2F1	4	319.710795499825	3.764288099859743e-70	0.00012109010892729024	1.1278712840557199e-69
FAM120A_3_left	FAM120A	5	317.7960678091474	9.8052955797215e-70	0.0004295808691182061	2.926899092523609e-69
AQR_3_left	AQR	5	317.5737589050492	1.0958079708150469e-69	0.06547006498599639	3.2588020624611657e-69
PUM2_center_left	PUM2	3	311.06062965324736	2.8447394935510023e-68	0.001255845987233781	8.42846608312323e-68
YBX3_5_left	YBX3	1	310.93641506135765	3.0270204712969794e-68	0.001554499983521826	8.935315983791454e-68
MBNL1_3_left	MBNL1	5	304.9363639255392	6.08008859751418e-67	1.860635530690218e-05	1.7881293772025096e-66
TBRG4_3_right	TBRG4	6	303.07693560062825	1.5405636212498198e-66	0.0	4.514077963735685e-66
MATR3_5_right	MATR3	2	300.43732419169476	5.765858403443954e-66	0.0	1.6832927280383997e-65
U2AF1_5_right	U2AF1	2	298.11091073111936	1.8451778694529796e-65	0.00011904996736012708	5.3671779633358564e-65
FUS_5_right	FUS	2	298.0316603103061	1.919761365397898e-65	0.00018737960891814057	5.56381748444409e-65
SRSF7_center_right	SRSF7	4	295.4243003836852	7.070144037600734e-65	0.000650511191424614	2.0416321731767336e-64
MBNL1_center_right	MBNL1	4	294.722829707343	1.004039233751155e-64	3.203603315031344e-05	2.8888782285186658e-64
PUM1_5_right	PUM1	2	294.4891090346247	1.1285023890721524e-64	0.0009523764990754521	3.2353108060809554e-64
MBNL1_5_left	MBNL1	1	292.28327179521835	3.4001177181557415e-64	0.00034690687371308757	9.712881080179664e-64
APOBEC3C_center_left	APOBEC3C	3	289.855293295412	1.1447819828887395e-63	0.0	3.2585401441511623e-63
DDX51_5_right	DDX51	2	289.2914628899895	1.5175988982098667e-63	0.00023474297978306015	4.304364134780298e-63
HNRNPK_5_left	HNRNPK	1	288.27938627618477	2.517251723609239e-63	0.0005613027699119779	7.114360367789232e-63
APOBEC3C_3_right	APOBEC3C	6	287.92082032684925	3.01153734794695e-63	6.55116134802486e-05	8.481255357999008e-63
DDX47_3_left	DDX47	5	286.614607085976	5.78667184615689e-63	3.34759899946691e-05	1.6239357258405076e-62
AQR_5_right	AQR	2	284.71629959587426	1.4949996424723603e-62	0.05319136746597271	4.180753386142004e-62
PCBP1_5_right	PCBP1	2	280.825334041089	1.04605260094879e-61	0.0031156688208441043	2.9150486816649847e-61
PABPC4_3_left	PABPC4	5	273.74706491495823	3.602302131896906e-60	0.00010344001182623113	1.000360557185308e-59
ELAVL1_3_right	ELAVL1	6	270.1987874686349	2.1236297106541832e-59	0.0009733761028380823	5.876850275664528e-59
SMNDC1_center_left	SMNDC1	3	269.5064574768753	3.002039071283555e-59	0.0006558770423029696	8.27897972253631e-59
SLTM_3_right	SLTM	6	268.2321625136584	5.6770925678213835e-59	8.349206120132875e-05	1.560221647087463e-58
HNRNPK_5_right	HNRNPK	2	267.85698595856763	6.848485324859045e-59	0.001408231111960135	1.87568481234112e-58
DGCR8_3_right	DGCR8	6	267.7436913567837	7.2476320973507235e-59	0.0	1.9782064320508654e-58
ABCF1_5_left	ABCF1	1	267.6987011705265	7.412515840986097e-59	0.0	2.0163055035037267e-58
SF3B4_3_left	SF3B4	5	266.2351675741676	1.540876802333753e-58	0.024053900033597145	4.1771388144897996e-58
HNRNPUL1_center_left	HNRNPUL1	3	265.66464643936666	2.0495334337847805e-58	0.0	5.537214056699899e-58
CPEB4_5_right	CPEB4	2	264.31095237342345	4.032793076320063e-58	0.0	1.085856784401044e-57
PRPF8_5_right	PRPF8	2	261.6507298501419	1.524986222495912e-57	0.02131132274145985	4.0923030953846526e-57
SRSF9_3_left	SRSF9	5	261.52717231870804	1.622168997868301e-57	0.0	4.338485541278644e-57
U2AF1_center_left	U2AF1	3	259.01415996199154	5.698883734815393e-57	0.0027701289326389367	1.5190670022233673e-56
SF3B4_5_right	SF3B4	2	257.4683482344168	1.2344074908450028e-56	0.011767643146440136	3.2794092340115577e-56
TRA2A_center_left	TRA2A	3	255.79545226325186	2.849202344660538e-56	0.0009208188792778007	7.544233450812123e-56
UTP18_3_left	UTP18	5	255.1903569008111	3.855831806925257e-56	0.0	1.0175821026885529e-55
PHF6_3_left	PHF6	5	254.83456078443547	4.606575850709781e-56	0.0	1.2116966841635957e-55
KHSRP_3_left	KHSRP	5	250.85677087915482	3.366234212161046e-55	0.010023346619312633	8.825291668066952e-55
EWSR1_3_left	EWSR1	5	250.36734496581016	4.299538243786706e-55	1.4536714416867391e-05	1.1235186820649195e-54
FAM120A_center_left	FAM120A	3	249.7141183726187	5.960300673407983e-55	0.0001614630084458867	1.5524051100346936e-54
ELAC2_3_left	ELAC2	5	245.05360233590667	6.12754299868724e-54	0.0003226654158815449	1.5907660488448632e-53
XRCC6_center_left	XRCC6	3	244.84029245016038	6.817199769778657e-54	0.00016838915108713278	1.764061109257659e-53
PHF6_3_right	PHF6	6	244.48120657598338	8.157940388010078e-54	0.000118822259931817	2.104167795871855e-53
TBRG4_3_left	TBRG4	5	240.2647945824791	6.716805284784913e-53	0.0	1.7268689716043794e-52
NOLC1_center_right	NOLC1	4	239.7196286233606	8.821532581548273e-53	0.0002300584279120283	2.260695005625072e-52
RBM22_3_right	RBM22	6	239.32580737160745	1.074140868418681e-52	0.0010525834548643581	2.7438790773387465e-52
RPS3_5_left	RPS3	1	237.4602160110971	2.730041553496e-52	0.0005987198876138818	6.951575457304512e-52
ZC3H8_center_left	ZC3H8	3	235.95152202338286	5.804676141403229e-52	0.00012129300492050952	1.4733525110504373e-51
MTPAP_5_left	MTPAP	1	234.61839341620578	1.1304808063729011e-51	0.000331795891661359	2.8602958815212765e-51
UPF1_center_right	UPF1	4	234.4632335285425	1.2216751349895275e-51	0.002047302908014289	3.081250261350169e-51
RPS6_center_right	RPS6	4	234.23084201936783	1.3722047227606763e-51	0.0	3.4499910537547607e-51
METTL1_5_right	METTL1	2	233.93635597452942	1.589885109478264e-51	0.0	3.984712051113762e-51
DGCR8_5_left	DGCR8	1	232.28029890140954	3.638932218293897e-51	7.52177627313228e-05	9.091626890220175e-51
APOBEC3C_center_right	APOBEC3C	4	230.93797859107298	7.119592190439421e-51	0.00011827358927156096	1.7732234299313183e-50
NSUN2_5_left	NSUN2	1	228.64097890311652	2.2451339787500055e-50	0.0	5.574366919201727e-50
SRSF9_5_left	SRSF9	1	226.37678010077283	6.964770103659928e-50	0.0002622490444355503	1.7238887492599262e-49
APEX1_3_left	APEX1	5	224.1101608422518	2.1632011437184004e-49	0.00022129097142646254	5.3376820790822454e-49
MORC2_3_left	MORC2	5	221.30368320587792	8.80067086967966e-49	7.827070337469866e-05	2.164856383683546e-48
SAFB_center_right	SAFB	4	220.95157282233777	1.049483409915089e-48	7.936667700075649e-05	2.5736562390840796e-48
RPS6_center_left	RPS6	3	220.57479879212497	1.2670420224150695e-48	1.2499330707421199e-05	3.0976456805669026e-48
GTF2F1_5_left	GTF2F1	1	219.80736480756374	1.8596755925990565e-48	0.0007031247901947759	4.5326038143775163e-48
DHX30_5_right	DHX30	2	219.1272658943856	2.6128759637893962e-48	0.0	6.348969948598014e-48
UPF1_center_left	UPF1	3	218.13313554974917	4.295279757078244e-48	0.0008637997211394315	1.0405282572618117e-47
IGF2BP1_5_left	IGF2BP1	1	217.9863581663635	4.6223599230533623e-48	0.0021163408248251587	1.116369957173797e-47
FUS_3_right	FUS	6	214.99462156493567	2.063056432410508e-47	0.0034784110854483206	4.967540714897809e-47
DDX43_5_left	DDX43	1	214.37490844185183	2.812419513768326e-47	0.0063320478966970755	6.751501061666735e-47
NIPBL_5_left	NIPBL	1	214.18595336246383	3.091086630625501e-47	4.5102354266696046e-05	7.398186320145719e-47
PTBP1_3_left	PTBP1	5	210.47522174167807	1.9764521754699267e-46	5.31652042802903e-06	4.716264622303987e-46
DDX52_center_left	DDX52	3	209.43287609436294	3.3283484850893282e-46	7.632553130128506e-05	7.91848878392894e-46
ELAC2_center_left	ELAC2	3	208.88667544959927	4.37355663303115e-46	0.000704456685978588	1.0374180465850674e-45
SLBP_center_left	SLBP	3	207.7778950244458	7.613833312656224e-46	0.0	1.8006602819546025e-45
