Protein1,Protein2,Position,Pearson_Corr,Pearson_P,Spearman_Corr,Spearman_P,n
IGF2BP3,PTBP1,5,-0.8731842400242372,0.00044762311251411957,0.07356496787576604,0.8298023547420849,11
IGF2BP3,PTBP1,6,0.9999999816597126,0.00012192652359929925,1.0,0.0,3
IGF2BP3,RPS3,1,-0.8535249339315248,5.8008111466025375e-58,-0.9128652957505199,5.726622569610978e-79,200
IGF2BP3,RPS3,2,-0.8560092933219824,4.566831370995403e-58,-0.9279742119014859,5.7691875747369214e-86,198
IGF2BP3,RPS3,3,0.763539466493542,2.7775437402492242e-43,0.65778529631867,1.1987146318525126e-28,220
IGF2BP3,RPS3,4,0.9100045074564906,1.3236457220301429e-110,0.8619794251570788,8.857982068923779e-86,286
IGF2BP3,RPS3,5,0.6372316254039486,6.261494585902586e-41,0.43299135477476774,2.736572916607421e-17,347
IGF2BP3,RPS3,6,0.7776526576219053,1.0814903767750435e-35,0.7770006821115957,1.3421821599775687e-35,170
IGF2BP3,SRSF1,2,-0.8565535867000897,0.14344641329991026,-0.7999999999999999,0.20000000000000007,4
IGF2BP3,SRSF1,6,-0.9759995111846179,0.004447278188803582,-0.8999999999999998,0.03738607346849874,5
IGF2BP3,TRA2A,3,1.0,1.0,0.9999999999999999,NaN,2
IGF2BP3,TRA2A,6,-0.9998931934924254,1.3250231655617113e-6,-0.9999999999999999,1.4042654220543672e-24,5
IGF2BP3,UPF1,2,-0.963255013677955,0.00012063910229943624,-0.927710843373494,0.0008939450793069665,8
IGF2BP3,UPF1,4,0.9745265043829888,1.0154257475095669e-19,0.9543024871334821,3.2045718709545167e-16,30
IGF2BP3,UPF1,5,NaN,NaN,NaN,NaN,3
IGF2BP3,UPF1,6,0.2828150739260804,0.00025427084790157845,0.7441895268570669,5.1258254843306265e-30,163
MATR3,NKRF,2,NaN,NaN,NaN,NaN,21
MATR3,PRPF8,2,NaN,NaN,NaN,NaN,16
MATR3,SRSF1,3,0.998239284199876,0.0017607158001240464,0.7999999999999999,0.20000000000000007,4
MATR3,SRSF1,5,0.607625700816051,0.007477163464526683,-0.14911366006256518,0.5548318372011367,18
NCBP2,PABPN1,1,-0.7647149473816535,0.13205982919489104,-0.8947368421052632,0.04034313006075297,5
NCBP2,PABPN1,2,-0.4019447485812624,0.07088542684833735,-0.7226945716154347,0.00021510149565587028,21
NCBP2,PABPN1,4,NaN,NaN,NaN,NaN,5
NCBP2,PABPN1,6,0.9006306005966223,3.657189298480243e-17,0.7292449719749422,1.3365488866607903e-8,45
NCBP2,PRPF8,1,0.4348842854751999,0.000011869003881300032,0.5934098489291177,2.921887992057672e-10,94
NCBP2,PRPF8,2,0.8786816683861056,0.0,0.895045557282691,0.0,1745
NCBP2,PRPF8,3,0.9178823562783116,8.279001769920273e-30,0.9044111734718493,1.3366459493245727e-27,72
NCBP2,PRPF8,4,NaN,NaN,NaN,NaN,49
NCBP2,PRPF8,5,-0.9926889837391782,0.007311016260821646,-0.6000000000000001,0.3999999999999999,4
NCBP2,PRPF8,6,0.7454562981286872,0.00038403633233765683,0.8802889576883385,1.4473368008429358e-6,18
NCBP2,RBM15,1,0.02420747476710251,0.7526027820446554,0.31954368086517415,0.000019304842507978927,172
NCBP2,RBM15,2,0.9688030473560802,3.5264010342503836e-22,0.7821884263436009,1.7616668551878455e-8,36
NCBP2,RBM15,3,NaN,NaN,NaN,NaN,15
NCBP2,RPS3,1,0.3553648866450209,0.000016434584657874596,0.7732916062520641,4.3043176948597026e-29,140
