Cell Line	Column	Column Type	Sorted RBP Pair	RBP 1	Position 1	RBP 2	Position 2	# UBPs - Bound-Only	Value - Bound-Only	PPI	Abs. SHAP Value
K562	DDX52_2-DDX6_6-interaction-shap	interaction	DDX52-DDX6	DDX52	2	DDX6	6	23	0.000012068515388818923	false	0.000012068515388818923
K562	RPS3_3-HNRNPUL1_4-interaction-shap	interaction	HNRNPUL1-RPS3	RPS3	3	HNRNPUL1	4	22	0.000012061770576110575	false	0.000012061770576110575
K562	EXOSC5_2-SRSF7_3-interaction-shap	interaction	EXOSC5-SRSF7	EXOSC5	2	SRSF7	3	12	0.000011965322300966363	false	0.000011965322300966363
K562	TIA1_2-EIF4G2_5-interaction-shap	interaction	EIF4G2-TIA1	TIA1	2	EIF4G2	5	36	0.000011895421266672201	false	0.000011895421266672201
K562	KHDRBS1_3-SRSF7_6-interaction-shap	interaction	KHDRBS1-SRSF7	KHDRBS1	3	SRSF7	6	1	0.000011616386473178864	false	0.000011616386473178864
K562	SAFB_3-U2AF2_5-interaction-shap	interaction	SAFB-U2AF2	SAFB	3	U2AF2	5	10	0.000011127092875540257	false	0.000011127092875540257
K562	EXOSC10_4-AKAP8L_5-interaction-shap	interaction	AKAP8L-EXOSC10	EXOSC10	4	AKAP8L	5	18	0.000011087393431807868	false	0.000011087393431807868
K562	FUS_2-MBNL1_6-interaction-shap	interaction	FUS-MBNL1	FUS	2	MBNL1	6	1	0.0000106077641248703	false	0.0000106077641248703
K562	SRSF9_1-MBNL1_6-interaction-shap	interaction	MBNL1-SRSF9	SRSF9	1	MBNL1	6	1	0.00001039355993270874	false	0.00001039355993270874
K562	DDX6_2-SMNDC1_5-interaction-shap	interaction	DDX6-SMNDC1	DDX6	2	SMNDC1	5	107	0.00001030856765282806	false	0.00001030856765282806
K562	YWHAG_4-SF3B4_5-interaction-shap	interaction	SF3B4-YWHAG	YWHAG	4	SF3B4	5	12	0.0000100000761449337	false	0.0000100000761449337
K562	DDX52_2-UCHL5_4-interaction-shap	interaction	DDX52-UCHL5	DDX52	2	UCHL5	4	18	9.909731488733087e-6	false	9.909731488733087e-6
