RBP	Cell Line	Feature	Global SHAP	ElasticNet Coefficient	Binding Sum	# RBP Differential Events
PHF6	K562	PHF6_6	4.975223e-07	-0.0	2421	155.0
PPIL4	K562	PPIL4_1	0.0	-0.0	528	350.0
PPIL4	K562	PPIL4_2	0.0	-0.0	402	350.0
PPIL4	K562	PPIL4_3	2.1076192e-05	-0.0	827	350.0
PPIL4	K562	PPIL4_4	0.0	0.0	281	350.0
PPIL4	K562	PPIL4_5	0.0	0.0	379	350.0
PPIL4	K562	PPIL4_6	1.7539372e-05	-0.0	1095	350.0
PRPF8	K562	PRPF8_1	0.0016733925	0.012181538095287445	65378	
PRPF8	K562	PRPF8_2	0.051424377	-0.026026064142263286	959105	
PRPF8	K562	PRPF8_3	0.014188373	-0.07886341091534887	94933	
PRPF8	K562	PRPF8_4	0.15890925	0.09199198036533177	659281	
PRPF8	K562	PRPF8_5	0.0029325734	0.026022386681345357	71279	
PRPF8	K562	PRPF8_6	0.0033761295	0.0036398997575726264	590321	
PTBP1	K562	PTBP1_1	0.0006617474	-0.0	13465	1242.0
PTBP1	K562	PTBP1_2	4.8539074e-05	-0.0	17898	1242.0
PTBP1	K562	PTBP1_3	0.006509028	-0.12867778358498513	24446	1242.0
PTBP1	K562	PTBP1_4	0.00036205613	-0.044391512539034755	14254	1242.0
PTBP1	K562	PTBP1_5	2.7183765e-05	-0.01587053539038976	16062	1242.0
PTBP1	K562	PTBP1_6	6.880297e-05	-0.0012994588819460417	12504	1242.0
PUM1	K562	PUM1_1	0.000536011	-0.004683477389101343	54023	362.0
PUM1	K562	PUM1_2	0.0006981178	-0.012733609469585435	78361	362.0
PUM1	K562	PUM1_3	0.0037559322	0.015162490857564574	57079	362.0
PUM1	K562	PUM1_4	0.0022438795	0.0	66903	362.0
PUM1	K562	PUM1_5	0.00019814074	-0.002780853188967819	89436	362.0
PUM1	K562	PUM1_6	0.0052164877	-0.026360046009262728	84944	362.0
PUM2	K562	PUM2_1	0.0011502285	-0.0022350119627027403	21385	195.0
PUM2	K562	PUM2_2	0.00017594536	0.0	18621	195.0
PUM2	K562	PUM2_3	0.0045918934	0.03818467703839041	22702	195.0
PUM2	K562	PUM2_4	0.008491209	0.07013812962970588	26031	195.0
PUM2	K562	PUM2_5	0.0007572092	0.024606432375559296	37852	195.0
PUM2	K562	PUM2_6	0.0009256372	0.009332670762120921	102612	195.0
PUS1	K562	PUS1_1	0.0	0.0	104	2602.0
PUS1	K562	PUS1_2	0.0	0.0	0	2602.0
PUS1	K562	PUS1_3	0.0	0.0	0	2602.0
PUS1	K562	PUS1_4	0.0	0.0	0	2602.0
PUS1	K562	PUS1_5	0.0	0.0	0	2602.0
PUS1	K562	PUS1_6	0.0	0.0	0	2602.0
QKI	K562	QKI_1	0.0006999364	-0.0	7898	148.0
QKI	K562	QKI_2	0.000108673994	-0.0	8913	148.0
QKI	K562	QKI_3	0.0016688951	-0.06227011051832847	12917	148.0
QKI	K562	QKI_4	0.00011884619	-0.0	11659	148.0
QKI	K562	QKI_5	0.0006356824	-0.06651415736847333	10507	148.0
QKI	K562	QKI_6	7.906116e-05	-0.0	7939	148.0
RBFOX2	K562	RBFOX2_1	4.1354124e-05	-0.0	18329	151.0
RBFOX2	K562	RBFOX2_2	0.0002453202	0.00626845417188278	34920	151.0
RBFOX2	K562	RBFOX2_3	0.0013442397	-0.010960952666610442	33775	151.0
RBFOX2	K562	RBFOX2_4	0.0021385602	-0.028073534519985018	22838	151.0
RBFOX2	K562	RBFOX2_5	0.0004476068	-0.0	29173	151.0
RBFOX2	K562	RBFOX2_6	0.00024068935	0.0	23131	151.0
RBM15	K562	RBM15_1	0.0051572355	-0.015448852192884404	107368	1498.0
RBM15	K562	RBM15_2	0.0014132147	0.0	182454	1498.0
RBM15	K562	RBM15_3	0.0016907528	0.02176080496935986	71880	1498.0
RBM15	K562	RBM15_4	0.0055043995	0.021975844358762698	79464	1498.0
RBM15	K562	RBM15_5	0.001015125	0.0	106875	1498.0
RBM15	K562	RBM15_6	0.008570311	-0.04357595695437541	108488	1498.0
RBM22	K562	RBM22_1	4.788896e-05	-0.0	4265	369.0
RBM22	K562	RBM22_2	0.021456312	-0.07003897792630748	140944	369.0
RBM22	K562	RBM22_3	7.9705955e-05	-0.0	4409	369.0
RBM22	K562	RBM22_4	0.017873947	0.050919581401182475	108170	369.0
RBM22	K562	RBM22_5	0.0	0.0	2771	369.0
RBM22	K562	RBM22_6	0.00048145963	-0.0	93872	369.0
RNF187	K562	RNF187_1	0.0	0.0	185	
RNF187	K562	RNF187_2	0.0	0.0	36	
RNF187	K562	RNF187_3	5.988722e-07	0.0	233	
RNF187	K562	RNF187_4	0.0	0.0	221	
RNF187	K562	RNF187_5	0.0	-0.0	257	
RNF187	K562	RNF187_6	2.3350902e-05	-0.0	3599	
RPS10	K562	RPS10_1	0.0	0.0	126	90.0
RPS10	K562	RPS10_2	7.5924668e-06	0.0	1270	90.0
RPS10	K562	RPS10_3	0.0	0.0	0	90.0
RPS10	K562	RPS10_4	0.0	0.0	204	90.0
RPS10	K562	RPS10_5	0.0	0.0	0	90.0
RPS10	K562	RPS10_6	0.0	-0.0	10	90.0
RPS11	K562	RPS11_1	0.0	0.0	4	
RPS11	K562	RPS11_2	0.0	0.0	18	
RPS11	K562	RPS11_3	0.0	0.0	0	
RPS11	K562	RPS11_4	0.0	0.0	0	
RPS11	K562	RPS11_5	0.0	0.0	0	
RPS11	K562	RPS11_6	0.0	0.0	0	
RPS3	K562	RPS3_1	0.00048452927	-0.0	77544	
RPS3	K562	RPS3_2	0.00088967866	0.0008716714864994249	98263	
RPS3	K562	RPS3_3	0.023596643	0.060957876246637135	80888	
RPS3	K562	RPS3_4	0.014530124	0.0394799200346892	73905	
RPS3	K562	RPS3_5	0.0009368571	-0.005522160294303963	108222	
RPS3	K562	RPS3_6	0.009273409	-0.046652230222353964	86127	
RPS6	K562	RPS6_1	3.7612693e-07	0.0	4479	
RPS6	K562	RPS6_2	0.00010673272	0.0	10369	
RPS6	K562	RPS6_3	2.9816629e-05	-0.0	5805	
RPS6	K562	RPS6_4	4.0317278e-05	-0.0	7435	
RPS6	K562	RPS6_5	5.6585643e-05	-0.0	4257	
RPS6	K562	RPS6_6	0.00014678862	-0.010993493861988186	5299	
RYBP	K562	RYBP_1	0.0	0.0	0	
RYBP	K562	RYBP_2	0.0	-0.0	48	
RYBP	K562	RYBP_3	0.0	0.0	0	
RYBP	K562	RYBP_4	0.0	0.0	20	
RYBP	K562	RYBP_5	0.0	0.0	206	
RYBP	K562	RYBP_6	0.0	0.0	676	
SAFB2	K562	SAFB2_1	9.085818e-06	0.0	988	70.0
SAFB2	K562	SAFB2_2	0.0	0.0	759	70.0
SAFB2	K562	SAFB2_3	0.00045946153	-0.0	1179	70.0
SAFB2	K562	SAFB2_4	4.4508515e-06	-0.0	2925	70.0
SAFB2	K562	SAFB2_5	0.0004586597	-0.0	2653	70.0
SAFB2	K562	SAFB2_6	5.3775027e-05	0.0	2613	70.0
SAFB	K562	SAFB_1	0.0	0.0	574	
SAFB	K562	SAFB_2	1.8994713e-05	-0.0	427	
SAFB	K562	SAFB_3	0.0023416341	-0.11692214512280412	1892	
SAFB	K562	SAFB_4	2.4698406e-06	-0.0	623	
SAFB	K562	SAFB_5	6.73377e-07	0.0	535	
SAFB	K562	SAFB_6	4.876032e-06	-0.0	1248	
SBDS	K562	SBDS_1	0.0	0.0	0	396.0
SBDS	K562	SBDS_2	0.0	0.0	0	396.0
SBDS	K562	SBDS_3	0.0	0.0	0	396.0
SBDS	K562	SBDS_4	0.0	0.0	0	396.0
SBDS	K562	SBDS_5	0.0	0.0	0	396.0
SBDS	K562	SBDS_6	0.0	0.0	0	396.0
SDAD1	K562	SDAD1_1	0.0	0.0	148	
SDAD1	K562	SDAD1_2	0.0	-0.0	3065	
SDAD1	K562	SDAD1_3	0.0	0.0	576	
SDAD1	K562	SDAD1_4	0.0	0.0	764	
SDAD1	K562	SDAD1_5	0.0	0.0	74	
SDAD1	K562	SDAD1_6	0.0	0.0	25	
SERBP1	K562	SERBP1_1	6.5052495e-07	0.0	3487	331.0
SERBP1	K562	SERBP1_2	0.00025283635	0.0	3054	331.0
SERBP1	K562	SERBP1_3	4.156177e-05	0.0	2670	331.0
SERBP1	K562	SERBP1_4	0.0	0.0	1250	331.0
SERBP1	K562	SERBP1_5	0.00017343156	-0.0	1958	331.0
SERBP1	K562	SERBP1_6	7.611655e-07	-0.0	1605	331.0
SF3B1	K562	SF3B1_1	0.0	0.0	102	
SF3B1	K562	SF3B1_2	0.0	0.0	8	
SF3B1	K562	SF3B1_3	0.0	-0.0	344	
SF3B1	K562	SF3B1_4	0.0	0.0	0	
SF3B1	K562	SF3B1_5	0.0001357896	-0.0	2173	
SF3B1	K562	SF3B1_6	0.0	0.0	0	
SF3B4	K562	SF3B4_1	0.0036129032	0.004682403287848217	530521	2218.0
SF3B4	K562	SF3B4_2	0.0057919514	-0.05803258799142241	71025	2218.0
SF3B4	K562	SF3B4_3	0.15425777	0.09688993283170338	566727	2218.0
SF3B4	K562	SF3B4_4	0.0013436382	-0.020486634513807937	67246	2218.0
SF3B4	K562	SF3B4_5	0.052873693	-0.03159616058926573	1053521	2218.0
SF3B4	K562	SF3B4_6	0.00037554867	-0.003309236703515918	59002	2218.0
SLBP	K562	SLBP_1	0.0	0.0	134	195.0
SLBP	K562	SLBP_2	0.0	-0.0	281	195.0
SLBP	K562	SLBP_3	0.0	0.0	0	195.0
SLBP	K562	SLBP_4	0.0	0.0	0	195.0
SLBP	K562	SLBP_5	0.0	0.0	0	195.0
SLBP	K562	SLBP_6	0.0	0.0	114	195.0
SLTM	K562	SLTM_1	0.00035274465	0.0019497497111539317	3933	100.0
SLTM	K562	SLTM_2	2.6324227e-05	0.0	7253	100.0
SLTM	K562	SLTM_3	0.00077013444	-0.0007666297846327314	4930	100.0
SLTM	K562	SLTM_4	1.960152e-05	-0.0	4924	100.0
SLTM	K562	SLTM_5	0.000117491494	0.0	2993	100.0
SLTM	K562	SLTM_6	4.6824975e-06	-0.0	2845	100.0
SMNDC1	K562	SMNDC1_1	0.00013982903	0.0	52004	260.0
SMNDC1	K562	SMNDC1_2	0.0008704624	0.04851455608702685	19441	260.0
SMNDC1	K562	SMNDC1_3	0.000276566	0.012585870481786861	52738	260.0
SMNDC1	K562	SMNDC1_4	0.0015261173	-0.04001244390934812	14245	260.0
SMNDC1	K562	SMNDC1_5	0.00043255	-0.0	97309	260.0
SMNDC1	K562	SMNDC1_6	1.0630926e-05	-0.0	11810	260.0
SND1	K562	SND1_1	0.0037733016	-0.03864816326294574	92451	43.0
SND1	K562	SND1_2	0.006201174	-0.04129616959790894	129047	43.0
SND1	K562	SND1_3	0.034349993	0.09816304761019842	112137	43.0
SND1	K562	SND1_4	0.042946216	0.0992665462701465	139443	43.0
SND1	K562	SND1_5	0.0021026365	-0.00228901227626326	154030	43.0
SND1	K562	SND1_6	0.0011794772	-0.011528995948102378	145346	43.0
SRSF1	K562	SRSF1_1	0.004932529	-0.011931942791882777	90264	2010.0
SRSF1	K562	SRSF1_2	0.009372038	-0.034915703851954985	117827	2010.0
SRSF1	K562	SRSF1_3	0.0075891726	0.03909137476649056	74772	2010.0
SRSF1	K562	SRSF1_4	0.017863099	0.056580484118728736	85306	2010.0
SRSF1	K562	SRSF1_5	0.0025562535	0.0	111721	2010.0
SRSF1	K562	SRSF1_6	0.0009840848	0.0	108114	2010.0
SRSF7	K562	SRSF7_1	6.476688e-05	-0.0	15380	
SRSF7	K562	SRSF7_2	0.0023030255	-0.04707444907936103	23496	
SRSF7	K562	SRSF7_3	1.2892831e-05	-0.018502804639868812	12816	
SRSF7	K562	SRSF7_4	0.0010647869	-0.007068958025783016	17531	
SRSF7	K562	SRSF7_5	0.00023767495	-0.0	13909	
SRSF7	K562	SRSF7_6	0.00027212562	0.0	21932	
SRSF9	K562	SRSF9_1	0.0014349184	-0.03296579623094043	9330	
SRSF9	K562	SRSF9_2	2.2696315e-05	0.0	5923	
SRSF9	K562	SRSF9_3	3.2715195e-07	-0.0	854	
SRSF9	K562	SRSF9_4	0.00016091343	-0.0	1028	
SRSF9	K562	SRSF9_5	0.0	0.0	180	
SRSF9	K562	SRSF9_6	0.0	0.0	181	
SSB	K562	SSB_1	0.0	-0.0	1047	191.0
SSB	K562	SSB_2	1.5876614e-05	0.0	950	191.0
SSB	K562	SSB_3	0.0	0.0	1059	191.0
SSB	K562	SSB_4	1.5155448e-06	0.0	700	191.0
SSB	K562	SSB_5	0.0	0.0	1018	191.0
SSB	K562	SSB_6	0.0	0.0	1274	191.0
SUPV3L1	K562	SUPV3L1_1	0.0	0.0	0	808.0
SUPV3L1	K562	SUPV3L1_2	0.0	0.0	27	808.0
SUPV3L1	K562	SUPV3L1_3	3.7212878e-05	-0.0	541	808.0
SUPV3L1	K562	SUPV3L1_4	0.0	0.0	0	808.0
SUPV3L1	K562	SUPV3L1_5	0.0	0.0	303	808.0
SUPV3L1	K562	SUPV3L1_6	0.0	-0.0	602	808.0
TAF15	K562	TAF15_1	3.3560202e-06	-0.0	1228	156.0
TAF15	K562	TAF15_2	0.001018767	-0.0	1807	156.0
TAF15	K562	TAF15_3	2.7100673e-06	-0.0	1724	156.0
TAF15	K562	TAF15_4	0.0001936826	-0.0	1454	156.0
TAF15	K562	TAF15_5	0.0	0.0	283	156.0
TAF15	K562	TAF15_6	0.0	-0.0	14	156.0
TARDBP	K562	TARDBP_1	0.0007951293	0.0048100168712416754	7089	1442.0
TARDBP	K562	TARDBP_2	0.00010928429	0.0	9356	1442.0
TARDBP	K562	TARDBP_3	0.0001717481	0.0	7718	1442.0
TARDBP	K562	TARDBP_4	4.055816e-05	-0.0	8826	1442.0
TARDBP	K562	TARDBP_5	0.0002525843	0.0	11667	1442.0
TARDBP	K562	TARDBP_6	0.00016990893	-0.0	7012	1442.0
TBRG4	K562	TBRG4_1	2.2221573e-07	0.0	1709	123.0
TBRG4	K562	TBRG4_2	0.00015787299	-0.0	4311	123.0
TBRG4	K562	TBRG4_3	1.5338032e-05	-0.0	1466	123.0
TBRG4	K562	TBRG4_4	0.0	-0.0	819	123.0
TBRG4	K562	TBRG4_5	1.7408797e-07	-0.0	1327	123.0
TBRG4	K562	TBRG4_6	0.0	0.0	225	123.0
TIA1	K562	TIA1_1	8.502866e-05	0.0	16165	252.0
TIA1	K562	TIA1_2	0.01512113	-0.03715565553651205	185033	252.0
TIA1	K562	TIA1_3	0.0012039219	-0.010948850874583884	22462	252.0
TIA1	K562	TIA1_4	0.0037358126	0.006591346725902971	130560	252.0
TIA1	K562	TIA1_5	0.00024229733	0.0	26152	252.0
TIA1	K562	TIA1_6	0.004428311	-0.012065065941363641	120315	252.0
TRA2A	K562	TRA2A_1	0.00028718135	0.0	39709	
TRA2A	K562	TRA2A_2	0.004047326	-0.040261574036758056	52897	
TRA2A	K562	TRA2A_3	0.0021018074	0.00401003891481257	29747	
TRA2A	K562	TRA2A_4	0.00021924137	-0.0	37910	
TRA2A	K562	TRA2A_5	0.00023645647	0.01931147878535267	45314	
TRA2A	K562	TRA2A_6	0.005083861	-0.014139149169767109	55785	
TROVE2	K562	TROVE2_1	0.0001284696	0.0	1698	242.0
TROVE2	K562	TROVE2_2	0.00064388965	-0.0	2963	242.0
TROVE2	K562	TROVE2_3	6.619328e-05	0.0	1717	242.0
TROVE2	K562	TROVE2_4	0.0010933133	0.004076487659443526	2939	242.0
TROVE2	K562	TROVE2_5	6.530555e-05	0.0	3012	242.0
TROVE2	K562	TROVE2_6	2.8617309e-05	0.0	2855	242.0
U2AF1	K562	U2AF1_1	0.0007865478	-0.0	62673	1614.0
U2AF1	K562	U2AF1_2	0.00016381456	0.0165692465552776	14115	1614.0
U2AF1	K562	U2AF1_3	0.0035215798	0.0	65723	1614.0
U2AF1	K562	U2AF1_4	0.00039483295	0.0	11400	1614.0
U2AF1	K562	U2AF1_5	0.0075891535	-0.045790741836880894	103184	1614.0
U2AF1	K562	U2AF1_6	2.9143755e-05	0.0	7124	1614.0
U2AF2	K562	U2AF2_1	0.0056171105	0.021088347626364683	172700	1777.0
U2AF2	K562	U2AF2_2	0.00013886411	0.0	25709	1777.0
U2AF2	K562	U2AF2_3	0.009354822	0.03129615634897552	188201	1777.0
U2AF2	K562	U2AF2_4	0.0002581252	-0.0	30132	1777.0
U2AF2	K562	U2AF2_5	0.008733026	-0.012962013079521915	302844	1777.0
U2AF2	K562	U2AF2_6	0.0013356243	-0.03373072508943857	25384	1777.0
UCHL5	K562	UCHL5_1	0.006091828	-0.004234410752290613	422757	315.0
UCHL5	K562	UCHL5_2	0.033788677	-0.03225563206154031	590686	315.0
UCHL5	K562	UCHL5_3	0.08808358	0.07774698899960399	337129	315.0
UCHL5	K562	UCHL5_4	0.10842037	0.0879131531714142	415581	315.0
UCHL5	K562	UCHL5_5	0.026374312	-0.022581029660850287	480319	315.0
UCHL5	K562	UCHL5_6	0.017422674	-0.018177308688494525	555785	315.0
UPF1	K562	UPF1_1	6.3828666e-05	-0.0	6118	315.0
UPF1	K562	UPF1_2	0.00025455013	-0.02240499458299408	13354	315.0
UPF1	K562	UPF1_3	0.001337556	0.0	8914	315.0
UPF1	K562	UPF1_4	0.00011968625	-0.0	16257	315.0
UPF1	K562	UPF1_5	0.0001343104	-0.0	19822	315.0
UPF1	K562	UPF1_6	0.001201114	0.009020136099382675	88143	315.0
UTP18	K562	UTP18_1	0.0	0.0	4521	1395.0
UTP18	K562	UTP18_2	7.4553395e-06	0.0	7651	1395.0
UTP18	K562	UTP18_3	0.0	0.0	4683	1395.0
UTP18	K562	UTP18_4	0.0	-0.0	1920	1395.0
UTP18	K562	UTP18_5	4.791253e-07	-0.0	3938	1395.0
UTP18	K562	UTP18_6	6.2501954e-06	0.0	1704	1395.0
UTP3	K562	UTP3_1	0.0	0.0	0	122.0
UTP3	K562	UTP3_2	0.0	0.0	0	122.0
UTP3	K562	UTP3_3	0.0	0.0	352	122.0
UTP3	K562	UTP3_4	0.0	0.0	0	122.0
UTP3	K562	UTP3_5	0.0	0.0	0	122.0
UTP3	K562	UTP3_6	0.0	0.0	0	122.0
WDR3	K562	WDR3_1	0.0	0.0	114	300.0
WDR3	K562	WDR3_2	0.0	0.0	0	300.0
WDR3	K562	WDR3_3	0.0	0.0	231	300.0
WDR3	K562	WDR3_4	0.0	0.0	0	300.0
WDR3	K562	WDR3_5	0.0	0.0	0	300.0
WDR3	K562	WDR3_6	0.0	0.0	0	300.0
WDR43	K562	WDR43_1	4.1720083e-05	-0.0	1291	300.0
WDR43	K562	WDR43_2	0.0	0.0	2157	300.0
WDR43	K562	WDR43_3	3.8905378e-06	-0.0	1727	300.0
WDR43	K562	WDR43_4	0.0	-0.0	856	300.0
WDR43	K562	WDR43_5	0.0	0.0	2133	300.0
WDR43	K562	WDR43_6	0.0	0.0	1261	300.0
WRN	K562	WRN_1	0.0	0.0	1799	100.0
WRN	K562	WRN_2	3.5887526e-06	0.0	932	100.0
WRN	K562	WRN_3	0.0	-0.0	818	100.0
WRN	K562	WRN_4	3.9211756e-07	-0.0	670	100.0
WRN	K562	WRN_5	6.4462583e-06	-0.0	1662	100.0
WRN	K562	WRN_6	0.00012091161	0.0	889	100.0
XRCC6	K562	XRCC6_1	1.882634e-05	-0.0	11196	
XRCC6	K562	XRCC6_2	0.00018493034	-0.0	15461	
XRCC6	K562	XRCC6_3	0.0003932181	-0.0	8750	
XRCC6	K562	XRCC6_4	0.0	-0.0	5200	
XRCC6	K562	XRCC6_5	6.0610928e-05	0.0	7911	
XRCC6	K562	XRCC6_6	1.6346912e-05	-0.0	4539	
XRN2	K562	XRN2_1	0.0007346028	-0.011972679568861342	17203	317.0
XRN2	K562	XRN2_2	0.007875899	-0.05639064668908913	63964	317.0
XRN2	K562	XRN2_3	0.00014280045	-0.010868420044560626	15587	317.0
XRN2	K562	XRN2_4	0.00044314243	-0.001824674429315086	15029	317.0
XRN2	K562	XRN2_5	0.00020781295	0.0	21249	317.0
XRN2	K562	XRN2_6	0.0001220739	0.0	6111	317.0
YBX3	K562	YBX3_1	0.003693765	0.005311867545826114	327614	114.0
YBX3	K562	YBX3_2	0.023612821	-0.02914803420868838	411455	114.0
YBX3	K562	YBX3_3	0.10890402	0.10479394604192195	352562	114.0
YBX3	K562	YBX3_4	0.123873234	0.11036592482652514	371535	114.0
YBX3	K562	YBX3_5	0.010146036	-0.016539198717480618	465025	114.0
YBX3	K562	YBX3_6	0.033878904	-0.04860885029723813	431315	114.0
YWHAG	K562	YWHAG_1	1.7984434e-05	0.0	2119	
YWHAG	K562	YWHAG_2	4.443352e-05	-0.006421867308911655	2150	
YWHAG	K562	YWHAG_3	0.0005970238	-0.0020490648094106012	2648	
YWHAG	K562	YWHAG_4	1.2915402e-05	-0.0	2332	
YWHAG	K562	YWHAG_5	4.027626e-07	0.0	2663	
YWHAG	K562	YWHAG_6	0.0	-0.0	782	
ZC3H11A	K562	ZC3H11A_1	0.0	-0.0	1907	
ZC3H11A	K562	ZC3H11A_2	0.0	-0.0	918	
ZC3H11A	K562	ZC3H11A_3	0.00029266282	-0.0	2765	
ZC3H11A	K562	ZC3H11A_4	2.8741486e-05	0.0	3132	
ZC3H11A	K562	ZC3H11A_5	0.0013918539	0.012349441646836863	9991	
ZC3H11A	K562	ZC3H11A_6	0.001755159	0.023286407269265872	29366	
ZC3H8	K562	ZC3H8_1	0.00014909667	-0.0	7069	467.0
ZC3H8	K562	ZC3H8_2	8.0758264e-07	0.0	6018	467.0
ZC3H8	K562	ZC3H8_3	5.8570906e-05	0.0	11743	467.0
ZC3H8	K562	ZC3H8_4	4.8530837e-05	-0.0	6040	467.0
ZC3H8	K562	ZC3H8_5	7.0355425e-05	-0.0	11496	467.0
ZC3H8	K562	ZC3H8_6	3.0227343e-07	0.0	7154	467.0
ZNF622	K562	ZNF622_1	0.012869674	-0.010365897457082688	399175	
ZNF622	K562	ZNF622_2	0.005474173	-0.00731662995773027	554118	
ZNF622	K562	ZNF622_3	0.06727771	0.06971229900865458	297302	
ZNF622	K562	ZNF622_4	0.08660577	0.08108249662663351	362113	
ZNF622	K562	ZNF622_5	0.01996309	-0.025372161918412135	393196	
ZNF622	K562	ZNF622_6	0.003371961	-0.0016173687882215764	488433	
ZNF800	K562	ZNF800_1	0.0003270458	0.0	73115	
ZNF800	K562	ZNF800_2	0.0037801699	-0.021222302965536392	82424	
ZNF800	K562	ZNF800_3	0.00912626	0.0032913385638378796	77429	
ZNF800	K562	ZNF800_4	0.010219887	0.01994274341123945	78793	
ZNF800	K562	ZNF800_5	0.0014773732	-0.007061526111825397	121143	
ZNF800	K562	ZNF800_6	0.0014409788	-0.005665712257377488	100751	
ZRANB2	K562	ZRANB2_1	0.0	0.0	6833	157.0
ZRANB2	K562	ZRANB2_2	6.1434657e-06	0.0	5800	157.0
ZRANB2	K562	ZRANB2_3	0.00010451266	0.0	8581	157.0
ZRANB2	K562	ZRANB2_4	1.2280729e-05	-0.0	2864	157.0
ZRANB2	K562	ZRANB2_5	0.0	-0.0	7027	157.0
ZRANB2	K562	ZRANB2_6	0.0	0.0	2210	157.0
