,Counts
ENSE00003471454,0
ENSE00003722010,0
ENSE00001055766,0
ENSE00000975793,0
ENSE00002182808,0
ENSE00002620762,0
ENSE00003575075,0
ENSE00003665373,0
ENSE00003464423,0
ENSE00002970957,0
ENSE00002645980,0
ENSE00003786411,0
ENSE00002434661,0
ENSE00003459629,0
ENSE00003667243,0
ENSE00003691273,0
ENSE00003513510,0
ENSE00003631764,0
ENSE00001625421,0
ENSE00001626363,0
ENSE00001841850,0
ENSE00003598112,0
ENSE00003462854,0
ENSE00003492773,0
ENSE00002622911,0
ENSE00003502619,0
ENSE00001839848,0
ENSE00002484272,0
ENSE00003472887,0
ENSE00002449956,0
ENSE00000968155,0
ENSE00002558720,0
ENSE00003750915,0
ENSE00001839930,0
ENSE00002175246,0
ENSE00003588672,0
ENSE00003610068,0
ENSE00003820774,0
ENSE00003646190,0
ENSE00003676581,0
ENSE00001945430,0
ENSE00003787461,0
ENSE00003636508,0
ENSE00003582330,0
ENSE00003478610,0
ENSE00003517439,0
ENSE00001280889,0
ENSE00001259116,0
ENSE00002721258,0
ENSE00003640046,0
ENSE00003829830,0
ENSE00003676344,0
ENSE00003697205,0
ENSE00002144721,0
ENSE00001630838,0
ENSE00002172128,0
ENSE00001936047,0
ENSE00002401307,0
ENSE00003539612,0
ENSE00001627269,0
ENSE00000660547,0
ENSE00003609711,0
ENSE00003598372,0
ENSE00003561516,0
ENSE00003539240,0
ENSE00002950074,0
ENSE00002158524,0
ENSE00003474354,0
ENSE00003509972,0
ENSE00003636634,0
ENSE00003572953,0
ENSE00003642887,0
ENSE00003666969,0
ENSE00003504561,0
ENSE00001249606,0
ENSE00001132741,0
ENSE00001811242,0
ENSE00003517178,0
ENSE00002772852,0
ENSE00001245403,0
ENSE00001693881,0
ENSE00003464519,0
ENSE00002061605,0
ENSE00001897695,0
ENSE00003679301,0
ENSE00003190228,0
ENSE00003639187,0
ENSE00000900527,0
ENSE00000927175,0
ENSE00000922758,0
ENSE00003472650,0
ENSE00003463597,0
ENSE00000671993,0
ENSE00003590511,0
ENSE00002591118,0
ENSE00001361299,0
ENSE00001836352,0
ENSE00000652751,0
ENSE00001203001,0
ENSE00002125185,0
ENSE00003509303,0
ENSE00003709584,0
ENSE00003593801,0
ENSE00002342966,0
ENSE00002214474,0
ENSE00003705430,0
ENSE00002078136,0
ENSE00001682213,0
ENSE00003502029,0
ENSE00003617679,0
ENSE00002606528,0
ENSE00003572223,0
ENSE00001858006,0
ENSE00002159720,0
ENSE00003459328,0
ENSE00002052762,0
ENSE00001956861,0
ENSE00003536804,0
ENSE00003820839,0
ENSE00003606683,0
ENSE00003687942,0
ENSE00003770404,0
ENSE00001735005,0
ENSE00002058128,0
ENSE00002580052,0
ENSE00001626059,0
ENSE00003626388,0
ENSE00003567106,0
ENSE00000947016,0
ENSE00001599024,0
ENSE00003515416,0
ENSE00002046744,0
ENSE00003493951,0
ENSE00003607753,0
ENSE00003471368,0
ENSE00003474175,0
ENSE00003791626,0
ENSE00003672512,0
ENSE00003586504,0
ENSE00002143220,0
ENSE00002467820,0
ENSE00000654501,0
ENSE00003526255,0
ENSE00001849096,0
ENSE00001814771,0
ENSE00003635696,0
ENSE00003839836,0
ENSE00003634858,0
ENSE00003534914,0
ENSE00003531298,0
ENSE00002246983,0
ENSE00003458536,0
ENSE00001452744,0
ENSE00003591147,0
ENSE00001619529,0
ENSE00001954346,0
ENSE00000844793,0
ENSE00003785893,0
ENSE00003817379,0
ENSE00001866383,0
ENSE00003662763,0
ENSE00001302733,0
ENSE00003625834,0
ENSE00003558992,0
ENSE00002321700,0
ENSE00001887377,0
ENSE00001453699,0
ENSE00001829320,0
ENSE00001776546,0
ENSE00001316318,0
ENSE00003694916,0
ENSE00001482663,0
ENSE00003614929,0
ENSE00003575296,0
ENSE00003662686,0
ENSE00000663624,0
ENSE00002514175,0
ENSE00000908019,0
ENSE00002564897,0
ENSE00001910561,0
ENSE00003650240,0
ENSE00001946049,0
ENSE00003489540,0
ENSE00001311737,0
ENSE00000816449,0
ENSE00003533585,0
ENSE00000661227,0
ENSE00000935263,0
ENSE00001318618,0
ENSE00003571941,0
ENSE00000677200,0
ENSE00003685790,0
ENSE00000655828,0
ENSE00003824505,0
ENSE00003487149,0
ENSE00001511142,0
ENSE00003834853,0
ENSE00003830093,0
ENSE00002283549,0
ENSE00003521918,0
ENSE00000896886,0
ENSE00003645064,0
ENSE00003624289,0
ENSE00003559101,0
ENSE00003814261,0
ENSE00001878692,0
ENSE00002087032,0
ENSE00001916518,0
ENSE00003621129,0
ENSE00003538058,0
ENSE00002187317,0
ENSE00003642561,0
ENSE00003516033,0
ENSE00001539480,0
ENSE00001017031,0
ENSE00003607796,0
ENSE00003610063,0
ENSE00003809961,0
ENSE00001180753,0
ENSE00002144096,0
ENSE00003532220,0
ENSE00003502425,0
ENSE00003667189,0
ENSE00001670473,0
ENSE00001828126,0
ENSE00003592795,0
ENSE00003563251,0
ENSE00001456693,0
ENSE00001456306,0
ENSE00003702792,0
ENSE00003615479,0
ENSE00002856519,0
ENSE00003086185,0
ENSE00003545275,0
ENSE00003488783,0
ENSE00001942614,0
ENSE00000743993,0
ENSE00001894785,0
ENSE00003694859,0
ENSE00003539643,0
ENSE00003658129,0
ENSE00003718682,0
ENSE00003701213,0
ENSE00003514580,0
ENSE00003775511,0
ENSE00002596701,0
ENSE00002022889,0
ENSE00001901807,0
ENSE00002223045,0
ENSE00003496250,0
ENSE00002173507,0
ENSE00002415472,0
ENSE00003492454,0
ENSE00003527083,0
ENSE00001914533,0
ENSE00003582376,0
ENSE00003642634,0
ENSE00003484145,0
ENSE00001517397,0
ENSE00002371634,0
ENSE00003823767,0
ENSE00002217561,0
ENSE00002215439,0
ENSE00002154717,0
ENSE00000928255,0
ENSE00003562548,0
ENSE00002110869,0
ENSE00003498706,0
ENSE00003695770,0
ENSE00001895463,0
ENSE00003653563,0
ENSE00002100616,0
ENSE00003609889,0
ENSE00003822587,0
ENSE00003553670,0
ENSE00001818104,0
ENSE00003753346,0
ENSE00001150552,0
ENSE00003674630,0
ENSE00003531175,0
ENSE00003511710,0
ENSE00001709779,0
ENSE00003655886,0
ENSE00003474301,0
ENSE00001953838,0
ENSE00001084580,0
ENSE00001947209,0
ENSE00000863237,0
ENSE00003654817,0
ENSE00002498034,0
ENSE00001516237,0
ENSE00002073321,0
ENSE00003662094,0
ENSE00003483451,0
ENSE00001779677,0
ENSE00003706663,0
ENSE00000858679,0
ENSE00002889245,0
ENSE00003528348,0
ENSE00002390201,0
ENSE00003795206,0
ENSE00003545167,0
ENSE00001880255,0
ENSE00000907741,0
ENSE00002857934,0
ENSE00002447510,0
ENSE00003693034,0
ENSE00001514531,0
ENSE00000926781,0
ENSE00003672894,0
ENSE00001613890,0
ENSE00001658453,0
ENSE00003069554,0
ENSE00001525864,0
ENSE00001109798,0
ENSE00003542238,0
ENSE00001173166,0
ENSE00003635612,0
ENSE00001734377,0
ENSE00003491159,0
ENSE00002102458,0
ENSE00003501253,0
ENSE00003838777,0
ENSE00002464697,0
ENSE00003599640,0
ENSE00003511065,0
ENSE00001639988,0
ENSE00000908060,0
ENSE00003583501,0
ENSE00003580309,0
ENSE00001094420,0
ENSE00003625153,0
ENSE00003826664,0
ENSE00002190688,0
ENSE00003576178,0
ENSE00002295270,0
ENSE00000978374,0
ENSE00003533422,0
ENSE00003524699,0
ENSE00003665277,0
ENSE00003462105,0
ENSE00003539775,0
ENSE00003590456,0
ENSE00001689233,0
ENSE00003651121,0
ENSE00003543198,0
ENSE00000954150,0
ENSE00003507136,0
ENSE00003545234,0
ENSE00002158734,0
ENSE00003592798,0
ENSE00003648082,0
ENSE00003473562,0
ENSE00002175954,0
ENSE00002898109,0
ENSE00003531162,0
ENSE00001733142,0
ENSE00001938824,0
ENSE00003640727,0
ENSE00003800331,0
ENSE00003781479,0
ENSE00000856590,0
ENSE00003598718,0
ENSE00002402590,0
ENSE00001927032,0
ENSE00001382719,0
ENSE00003503763,0
ENSE00003571675,0
ENSE00000681819,0
ENSE00003576198,0
ENSE00003562918,0
ENSE00003808146,0
ENSE00003576918,0
ENSE00002516606,0
ENSE00003773155,0
ENSE00003668872,0
ENSE00001676676,0
ENSE00001917124,0
ENSE00003831256,0
ENSE00001974650,0
ENSE00003474012,0
ENSE00003819707,0
ENSE00002326074,0
ENSE00003691045,0
ENSE00000716138,0
ENSE00001332925,0
ENSE00001745830,0
ENSE00003690932,0
ENSE00003504636,0
ENSE00003506105,0
ENSE00003574321,0
ENSE00003562653,0
ENSE00002371030,0
ENSE00002177126,0
ENSE00001231954,0
ENSE00003650131,0
ENSE00002330284,0
ENSE00003543498,0
ENSE00001892504,0
ENSE00001453149,0
ENSE00003523326,0
ENSE00001578455,0
ENSE00002024318,0
ENSE00001834425,0
ENSE00001939769,0
ENSE00003546652,0
ENSE00003531816,0
ENSE00001528408,0
ENSE00003663758,0
ENSE00002868006,0
ENSE00001429642,0
ENSE00003596867,0
ENSE00001594257,0
ENSE00003500298,0
ENSE00001519643,0
ENSE00001768516,0
ENSE00003540602,0
ENSE00002381309,0
ENSE00001900637,0
ENSE00001865423,0
ENSE00003624894,0
ENSE00003483792,0
ENSE00002237927,0
ENSE00003705322,0
ENSE00002181300,0
ENSE00001428176,0
ENSE00003520637,0
ENSE00002588156,0
ENSE00000711827,0
ENSE00003655766,0
ENSE00003488234,0
ENSE00001653965,0
ENSE00001337899,0
ENSE00003505498,0
ENSE00002073916,0
ENSE00002307492,0
ENSE00003703458,0
ENSE00003600323,0
ENSE00001533718,0
ENSE00001664286,0
ENSE00003490597,0
ENSE00002145899,0
ENSE00001329432,0
ENSE00003773620,0
ENSE00003595370,0
ENSE00002594188,0
ENSE00003595526,0
ENSE00003488964,0
ENSE00003545812,0
ENSE00001935610,0
ENSE00002509632,0
ENSE00003533064,0
ENSE00002723654,0
ENSE00003495466,0
ENSE00003810222,0
ENSE00003754746,0
ENSE00003817132,0
ENSE00001162785,0
ENSE00001717340,0
ENSE00003791948,0
ENSE00001947605,0
ENSE00003470498,0
ENSE00003473350,0
ENSE00003697099,0
ENSE00002407857,0
ENSE00003807446,0
ENSE00002975542,0
ENSE00003837761,0
ENSE00003640485,0
ENSE00000936903,0
ENSE00001769888,0
ENSE00002141944,0
ENSE00003610056,0
ENSE00002170209,0
ENSE00001945954,0
ENSE00003471279,0
ENSE00003611555,0
ENSE00002053310,0
ENSE00002666071,0
ENSE00003541501,0
ENSE00003597880,0
ENSE00002600380,0
ENSE00003589381,0
ENSE00001853404,0
ENSE00001196892,0
ENSE00002139533,0
ENSE00001081025,0
ENSE00002224848,0
ENSE00003462423,0
ENSE00003542605,0
ENSE00003488982,0
ENSE00003496544,0
ENSE00003491227,0
ENSE00003685565,0
ENSE00001366040,0
ENSE00003816401,0
ENSE00000922725,0
ENSE00002157522,0
ENSE00003612938,0
ENSE00003658740,0
ENSE00000954679,0
ENSE00002229831,0
ENSE00003514387,0
ENSE00003673492,0
ENSE00003563011,0
ENSE00003535010,0
ENSE00003470715,0
ENSE00003624534,0
ENSE00003796684,0
ENSE00002493952,0
ENSE00002177802,0
ENSE00003566539,0
ENSE00003830838,0
ENSE00002194474,0
ENSE00002297711,0
ENSE00003598973,0
ENSE00003540776,0
ENSE00001776818,0
ENSE00002055803,0
ENSE00001406208,0
ENSE00003683413,0
ENSE00003520836,0
ENSE00001903406,0
ENSE00003654733,0
ENSE00002028189,0
ENSE00000953243,0
ENSE00000655783,0
ENSE00001760580,0
ENSE00003610568,0
ENSE00001191553,0
ENSE00002192581,0
ENSE00001844532,0
ENSE00003498015,0
ENSE00003496024,0
ENSE00003668050,0
ENSE00002492203,0
ENSE00002181764,0
ENSE00003084528,0
ENSE00003820287,0
ENSE00003532428,0
ENSE00001853248,0
ENSE00001613262,0
ENSE00003651276,0
ENSE00003486527,0
ENSE00003813780,0
ENSE00001623862,0
ENSE00001354489,0
ENSE00003636257,0
ENSE00003461745,0
ENSE00003645049,0
ENSE00002512367,0
ENSE00003490017,0
ENSE00003680186,0
ENSE00003508615,0
ENSE00003494637,0
ENSE00001868122,0
ENSE00001532206,0
ENSE00003737009,0
ENSE00003655702,0
ENSE00001822746,0
ENSE00003640153,0
ENSE00003779002,0
ENSE00003661382,0
ENSE00001903364,0
ENSE00001084133,0
ENSE00002210495,0
ENSE00001192448,0
ENSE00002027310,0
ENSE00001893295,0
ENSE00003609380,0
ENSE00001279654,0
ENSE00002285161,0
ENSE00003676234,0
ENSE00003823826,0
ENSE00003511409,0
ENSE00001860428,0
ENSE00001896586,0
ENSE00000761623,0
ENSE00003790079,0
ENSE00003486569,0
ENSE00003645930,0
ENSE00003535581,0
ENSE00003510584,0
ENSE00001857749,0
ENSE00001211868,0
ENSE00002514338,0
ENSE00001740884,0
ENSE00000849432,0
ENSE00003463261,0
ENSE00003514203,0
ENSE00001836784,0
ENSE00002437868,0
ENSE00003702077,0
ENSE00003680144,0
ENSE00003521707,0
ENSE00003613646,0
ENSE00003622467,0
ENSE00003655132,0
ENSE00001584167,0
ENSE00003550162,0
ENSE00000899268,0
ENSE00001382933,0
ENSE00000830242,0
ENSE00003645376,0
ENSE00003651363,0
ENSE00001869147,0
ENSE00001822541,0
ENSE00001100874,0
ENSE00002537965,0
ENSE00003603067,0
ENSE00003463672,0
ENSE00002071588,0
ENSE00002087914,0
ENSE00003640986,0
ENSE00002303567,0
ENSE00003711520,0
ENSE00003674923,0
ENSE00002619469,0
ENSE00002544920,0
ENSE00001504181,0
ENSE00003646655,0
ENSE00001829887,0
ENSE00002034432,0
ENSE00001924648,0
ENSE00001633058,0
ENSE00001303805,0
ENSE00001609786,0
ENSE00002242338,0
ENSE00000688187,0
ENSE00003532288,0
ENSE00003640526,0
ENSE00003676909,0
ENSE00003497306,0
ENSE00002021617,0
ENSE00000998768,0
ENSE00001788421,0
ENSE00002199697,0
ENSE00003673268,0
ENSE00003837032,0
ENSE00003629865,0
ENSE00002135379,0
ENSE00003610365,0
ENSE00002550147,0
ENSE00001742034,0
ENSE00002549648,0
ENSE00002621328,0
ENSE00003835918,0
ENSE00001824834,0
ENSE00003602146,0
ENSE00003707523,0
ENSE00002257446,0
ENSE00001871155,0
ENSE00003587251,0
ENSE00001554120,0
ENSE00003808046,0
ENSE00001577235,0
ENSE00003701035,0
ENSE00003653307,0
ENSE00002446410,0
ENSE00003539003,0
ENSE00002888361,0
ENSE00001834034,0
ENSE00001377721,0
ENSE00003624990,0
ENSE00002964081,0
ENSE00003500653,0
ENSE00001907202,0
ENSE00003594290,0
ENSE00003638182,0
ENSE00001813425,0
ENSE00000961121,0
ENSE00002919405,0
ENSE00003810417,0
ENSE00000730334,0
ENSE00003653647,0
ENSE00001166319,0
ENSE00003631219,0
ENSE00001385237,0
ENSE00000665669,0
ENSE00001579119,0
ENSE00003609721,0
ENSE00002601612,0
ENSE00003670932,0
ENSE00003642065,0
ENSE00001802631,0
ENSE00003615786,0
ENSE00003655082,0
ENSE00003600900,0
ENSE00002379599,0
ENSE00002873938,0
ENSE00002123867,0
ENSE00000883922,0
ENSE00003599126,0
ENSE00003706901,0
ENSE00002961495,0
ENSE00002026284,0
ENSE00001695130,0
ENSE00001950874,0
ENSE00001944276,0
ENSE00001883694,0
ENSE00002125881,0
ENSE00003658432,0
ENSE00003554920,0
ENSE00003612595,0
ENSE00001610788,0
ENSE00002566893,0
ENSE00003824629,0
ENSE00000512391,0
ENSE00003662336,0
ENSE00003540111,0
ENSE00001799035,0
ENSE00003604573,0
ENSE00001047420,0
ENSE00002157688,0
ENSE00003574405,0
ENSE00001423216,0
ENSE00003794998,0
ENSE00002559199,0
ENSE00003667678,0
ENSE00003589245,0
ENSE00003610915,0
ENSE00002044526,0
ENSE00003681789,0
ENSE00003566282,0
ENSE00001846219,0
ENSE00003554625,0
ENSE00002240668,0
ENSE00003722422,0
ENSE00003659901,0
ENSE00003602218,0
ENSE00003524270,0
ENSE00002164209,0
ENSE00003676840,0
ENSE00003729748,0
ENSE00002375436,0
ENSE00003831997,0
ENSE00003580121,0
ENSE00002059264,0
ENSE00002747198,0
ENSE00001492019,0
ENSE00003816731,0
ENSE00003747642,0
ENSE00003486473,0
ENSE00001218563,0
ENSE00003797276,0
ENSE00002539840,0
ENSE00002064593,0
ENSE00000676526,0
ENSE00003529044,0
ENSE00003467929,0
ENSE00001850998,0
ENSE00003590908,0
ENSE00002626499,0
ENSE00001602037,0
ENSE00003588544,0
ENSE00002589244,0
ENSE00003826203,0
ENSE00001534698,0
ENSE00001491216,0
ENSE00001273429,0
ENSE00001894598,0
ENSE00001643533,0
ENSE00001606107,0
ENSE00003656013,0
ENSE00003691137,0
ENSE00003641494,0
ENSE00001688086,0
ENSE00003637451,0
ENSE00001556453,0
ENSE00003670625,0
ENSE00001876481,0
ENSE00003502977,0
ENSE00003743155,0
ENSE00003463465,0
ENSE00003592884,0
ENSE00003679878,0
ENSE00003602583,0
ENSE00003673579,0
ENSE00003655055,0
ENSE00001690707,0
ENSE00003741671,0
ENSE00001218588,0
ENSE00003706315,0
ENSE00000876853,0
ENSE00003826477,0
ENSE00002126941,0
ENSE00000905224,0
ENSE00003539997,0
ENSE00002111459,0
ENSE00002757049,0
ENSE00003521028,0
ENSE00001449308,0
ENSE00001953821,0
ENSE00002046093,0
ENSE00003821842,0
ENSE00003175112,0
ENSE00003461408,0
ENSE00003603293,0
ENSE00003748166,0
ENSE00003564228,0
ENSE00003548733,0
ENSE00003556985,0
ENSE00003473788,0
ENSE00001876934,0
ENSE00003613658,0
ENSE00003496385,0
ENSE00003022123,0
ENSE00002185947,0
ENSE00003641372,0
ENSE00001394335,0
ENSE00001704957,0
ENSE00001176200,0
ENSE00003488545,0
ENSE00003535610,0
ENSE00003550090,0
ENSE00003575076,0
ENSE00003544039,0
ENSE00003626493,0
ENSE00001615163,0
ENSE00002744700,0
ENSE00000890637,0
ENSE00000710885,0
ENSE00002724764,0
ENSE00003558523,0
ENSE00003695217,0
ENSE00000853786,0
ENSE00001892344,0
ENSE00002023541,0
ENSE00002753337,0
ENSE00003838977,0
ENSE00002621605,0
ENSE00003517015,0
ENSE00002086378,0
ENSE00003554380,0
ENSE00003532574,0
ENSE00000826323,0
ENSE00002135525,0
ENSE00001010034,0
ENSE00002499744,0
ENSE00003472122,0
ENSE00001883383,0
ENSE00001927850,0
ENSE00001836815,0
ENSE00003462179,0
ENSE00003821385,0
ENSE00002893827,0
ENSE00003820255,0
ENSE00002145339,0
ENSE00001524995,0
ENSE00001843401,0
ENSE00003571354,0
ENSE00003655502,0
ENSE00001602931,0
ENSE00002714276,0
ENSE00000933761,0
ENSE00001686456,0
ENSE00000784657,0
ENSE00003746294,0
ENSE00001863099,0
ENSE00003625466,0
ENSE00003815073,0
ENSE00003663657,0
ENSE00001273554,0
ENSE00001848453,0
ENSE00002582932,0
ENSE00003631174,0
ENSE00002298184,0
ENSE00003496065,0
ENSE00001826354,0
ENSE00002610574,0
ENSE00000681181,0
ENSE00003535656,0
ENSE00000681929,0
ENSE00001792968,0
ENSE00001109945,0
ENSE00002570348,0
ENSE00003679611,0
ENSE00001277906,0
ENSE00003547826,0
ENSE00003487980,0
ENSE00002590287,0
ENSE00003565628,0
ENSE00002153975,0
ENSE00003659284,0
ENSE00002307907,0
ENSE00001722410,0
ENSE00003555239,0
ENSE00000855702,0
ENSE00003609810,0
ENSE00002035469,0
ENSE00001838873,0
ENSE00003678844,0
ENSE00003587289,0
ENSE00003641314,0
ENSE00002598129,0
ENSE00003522276,0
ENSE00001472630,0
ENSE00001334936,0
ENSE00003680591,0
ENSE00003799220,0
ENSE00001709082,0
ENSE00001432880,0
ENSE00001444538,0
ENSE00003038161,0
ENSE00003567339,0
ENSE00003035267,0
ENSE00003624177,0
ENSE00003483003,0
ENSE00003508155,0
ENSE00003461702,0
ENSE00001771442,0
ENSE00002515023,0
ENSE00003632135,0
ENSE00001828304,0
ENSE00001669718,0
ENSE00003642295,0
ENSE00003831235,0
ENSE00002144071,0
ENSE00003631465,0
ENSE00002941745,0
ENSE00003562544,0
ENSE00001623502,0
ENSE00003641306,0
ENSE00002091835,0
ENSE00003493580,0
ENSE00001794859,0
ENSE00003481812,0
ENSE00003489735,0
ENSE00003511582,0
ENSE00003641553,0
ENSE00003487100,0
ENSE00001075525,0
ENSE00003532178,0
ENSE00001875160,0
ENSE00002184521,0
ENSE00001175700,0
ENSE00002242213,0
ENSE00002575933,0
ENSE00003776501,0
ENSE00003836156,0
ENSE00003668602,0
ENSE00001950792,0
ENSE00003662299,0
ENSE00001930321,0
ENSE00002053688,0
ENSE00003596547,0
ENSE00001421361,0
ENSE00001906401,0
ENSE00001679265,0
ENSE00003816661,0
ENSE00002873444,0
ENSE00003508302,0
ENSE00003823906,0
ENSE00001814632,0
ENSE00001654095,0
ENSE00002348355,0
ENSE00003720515,0
ENSE00003566310,0
ENSE00003558373,0
ENSE00001763694,0
ENSE00003795340,0
ENSE00002048266,0
ENSE00003458455,0
ENSE00003574158,0
ENSE00003606171,0
ENSE00003460775,0
ENSE00003662112,0
ENSE00003671562,0
ENSE00002122805,0
ENSE00003667331,0
ENSE00002859889,0
ENSE00003712056,0
ENSE00003597342,0
ENSE00003479069,0
ENSE00003708941,0
ENSE00002160785,0
ENSE00002042900,0
ENSE00003692549,0
ENSE00003565079,0
ENSE00001450510,0
ENSE00003637959,0
ENSE00003491953,0
ENSE00001487924,0
ENSE00003665730,0
ENSE00003584641,0
ENSE00003561656,0
ENSE00003574680,0
ENSE00001538361,0
ENSE00001593436,0
ENSE00001067180,0
ENSE00003610614,0
ENSE00002042481,0
ENSE00000879625,0
ENSE00003563157,0
ENSE00002823625,0
ENSE00000759932,0
ENSE00000840468,0
ENSE00003685055,0
ENSE00003539190,0
ENSE00002269794,0
ENSE00003168517,0
ENSE00003707030,0
ENSE00003599074,0
ENSE00002263725,0
ENSE00003465827,0
ENSE00003463319,0
ENSE00003545878,0
ENSE00003472018,0
ENSE00001088869,0
ENSE00001612462,0
ENSE00003699060,0
ENSE00003667805,0
ENSE00003680217,0
ENSE00003753564,0
ENSE00003639303,0
ENSE00003494944,0
ENSE00003480809,0
ENSE00001862785,0
ENSE00003608387,0
ENSE00003684627,0
ENSE00003221191,0
ENSE00003519015,0
ENSE00003697931,0
ENSE00002484334,0
ENSE00003536481,0
ENSE00002223979,0
ENSE00001141027,0
ENSE00001249769,0
ENSE00003634768,0
ENSE00000681792,0
ENSE00001754178,0
ENSE00001515662,0
ENSE00001885543,0
ENSE00002720744,0
ENSE00003650812,0
ENSE00001607121,0
ENSE00003601745,0
ENSE00003659061,0
ENSE00001951623,0
ENSE00003835877,0
ENSE00003489042,0
ENSE00002161179,0
ENSE00003545162,0
ENSE00001977911,0
ENSE00002162424,0
ENSE00001872198,0
ENSE00001749446,0
ENSE00002168043,0
ENSE00002050415,0
ENSE00003512080,0
ENSE00000684681,0
ENSE00003752031,0
ENSE00001584073,0
ENSE00003568364,0
ENSE00003721262,0
ENSE00003702785,0
ENSE00001872008,0
ENSE00001751756,0
ENSE00002611112,0
ENSE00002542510,0
ENSE00001871940,0
ENSE00002031255,0
ENSE00003835939,0
ENSE00002586679,0
ENSE00003491650,0
ENSE00003543364,0
ENSE00003686081,0
ENSE00003370777,0
ENSE00001695034,0
ENSE00003506638,0
ENSE00003735080,0
ENSE00003800255,0
ENSE00003678711,0
ENSE00000859549,0
ENSE00003502936,0
ENSE00002080309,0
ENSE00003541537,0
ENSE00003560648,0
ENSE00003600854,0
ENSE00001722970,0
ENSE00002415272,0
ENSE00003497745,0
ENSE00003541420,0
ENSE00003531531,0
ENSE00002048652,0
ENSE00002467043,0
ENSE00003646620,0
ENSE00001736554,0
ENSE00003588929,0
ENSE00003576314,0
ENSE00001370635,0
ENSE00003578788,0
ENSE00003643688,0
ENSE00001728966,0
ENSE00003674313,0
ENSE00001518249,0
ENSE00003513021,0
ENSE00003472067,0
ENSE00002431545,0
ENSE00001791092,0
ENSE00003628534,0
ENSE00000854492,0
ENSE00001665600,0
ENSE00003660090,0
ENSE00001589563,0
ENSE00003558893,0
ENSE00003640966,0
ENSE00003572722,0
ENSE00000728689,0
ENSE00003659895,0
ENSE00003630842,0
ENSE00003670867,0
ENSE00002536892,0
ENSE00001081932,0
ENSE00002436393,0
ENSE00003675850,0
ENSE00000863245,0
ENSE00001864558,0
ENSE00002353056,0
ENSE00003609730,0
ENSE00003484143,0
ENSE00003522958,0
ENSE00003695701,0
ENSE00003636554,0
ENSE00003675382,0
ENSE00001557752,0
ENSE00003551574,0
ENSE00003483080,0
ENSE00001791075,0
ENSE00002969382,0
ENSE00001520296,0
ENSE00003557387,0
ENSE00003653211,0
ENSE00003815097,0
ENSE00003681695,0
ENSE00003807483,0
ENSE00003473665,0
ENSE00002446194,0
ENSE00002625767,0
ENSE00003633051,0
ENSE00003460603,0
ENSE00000939578,0
ENSE00003531323,0
ENSE00000720695,0
ENSE00001789467,0
ENSE00003832106,0
ENSE00003547614,0
ENSE00001936857,0
ENSE00003656600,0
ENSE00003760603,0
ENSE00001730257,0
ENSE00001128758,0
ENSE00003642862,0
ENSE00003560822,0
ENSE00003487573,0
ENSE00002550373,0
ENSE00003789817,0
ENSE00002905219,0
ENSE00003631895,0
ENSE00002020966,0
ENSE00003493919,0
ENSE00000772868,0
ENSE00001784267,0
ENSE00003564607,0
ENSE00003625570,0
ENSE00003532153,0
ENSE00002194665,0
ENSE00003663564,0
ENSE00003641741,0
ENSE00003537337,0
ENSE00001093659,0
ENSE00002179002,0
ENSE00003572607,0
ENSE00003703459,0
ENSE00003468779,0
ENSE00002584752,0
ENSE00003096626,0
ENSE00002497896,0
ENSE00001889330,0
ENSE00002079690,0
ENSE00001950770,0
ENSE00003629673,0
ENSE00003659085,0
ENSE00003478616,0
ENSE00001230555,0
ENSE00001851909,0
ENSE00003513606,0
ENSE00002592165,0
ENSE00003564028,0
ENSE00003623954,0
ENSE00003533974,0
ENSE00003525045,0
ENSE00001889290,0
ENSE00001862349,0
ENSE00002162608,0
ENSE00002376449,0
ENSE00003577532,0
ENSE00003568837,0
ENSE00003635648,0
ENSE00003477647,0
ENSE00001115763,0
ENSE00002097635,0
ENSE00003686774,0
ENSE00003690011,0
ENSE00001862630,0
ENSE00001643951,0
ENSE00001616493,0
ENSE00001670959,0
ENSE00003462203,0
ENSE00001401297,0
ENSE00003543269,0
ENSE00003555746,0
ENSE00001787759,0
ENSE00002632422,0
ENSE00003700246,0
ENSE00003550133,0
ENSE00000655071,0
ENSE00003784881,0
ENSE00003610101,0
ENSE00002184236,0
ENSE00001493006,0
ENSE00003506777,0
ENSE00001111784,0
ENSE00002077026,0
ENSE00002140608,0
ENSE00003684165,0
ENSE00003666467,0
ENSE00003611696,0
ENSE00003496696,0
ENSE00001687542,0
ENSE00003571166,0
ENSE00003496988,0
ENSE00003520125,0
ENSE00003606358,0
ENSE00003621771,0
ENSE00002724649,0
ENSE00001178118,0
ENSE00001835620,0
ENSE00001716060,0
ENSE00001651700,0
ENSE00003754564,0
ENSE00003480115,0
ENSE00001809318,0
ENSE00003577481,0
ENSE00000922325,0
ENSE00001851206,0
ENSE00001112366,0
ENSE00003481023,0
ENSE00002629038,0
ENSE00002153183,0
ENSE00001861594,0
ENSE00003528071,0
ENSE00000541209,0
ENSE00003383178,0
ENSE00003685880,0
ENSE00003826499,0
ENSE00002653942,0
ENSE00003821849,0
ENSE00003534680,0
ENSE00003539281,0
ENSE00003498611,0
ENSE00002797457,0
ENSE00003669454,0
ENSE00003587640,0
ENSE00003797184,0
ENSE00003562221,0
ENSE00003673754,0
ENSE00002769677,0
ENSE00003573816,0
ENSE00003508058,0
ENSE00003130964,0
ENSE00002200313,0
