	Counts
ENSE00003506462	102
ENSE00002297268	102
ENSE00003597471	102
ENSE00003574977	102
ENSE00003644073	102
ENSE00003698299	102
ENSE00003589388	102
ENSE00003508202	102
ENSE00003494331	102
ENSE00001103392	102
ENSE00003501821	102
ENSE00003556253	102
ENSE00003784317	102
ENSE00001027683	102
ENSE00003785539	102
ENSE00003691131	102
ENSE00003592909	102
ENSE00002135870	102
ENSE00003507028	102
ENSE00003758710	102
ENSE00003616684	102
ENSE00000818422	102
ENSE00003582612	102
ENSE00003478978	102
ENSE00001791812	102
ENSE00003514687	102
ENSE00002759812	102
ENSE00000804777	101
ENSE00001070189	101
ENSE00000774939	101
ENSE00003787704	101
ENSE00003502774	101
ENSE00003625048	101
ENSE00001178505	101
ENSE00003523798	101
ENSE00003627632	101
ENSE00003475576	101
ENSE00000984988	101
ENSE00003496460	101
ENSE00003546744	101
ENSE00003584027	101
ENSE00003620655	101
ENSE00000683828	101
ENSE00001740949	101
ENSE00003641639	101
ENSE00001115091	101
ENSE00002296163	101
ENSE00000730520	101
ENSE00003535956	101
ENSE00003546921	101
ENSE00003492462	101
ENSE00003509706	101
ENSE00003462293	101
ENSE00001504989	101
ENSE00003496485	101
ENSE00003748286	101
ENSE00003556025	101
ENSE00001591309	101
ENSE00001557464	101
ENSE00003798215	101
ENSE00003537001	101
ENSE00001706048	101
ENSE00000735314	101
ENSE00003669715	101
ENSE00000756651	100
ENSE00001383351	100
ENSE00003512951	100
ENSE00001027392	100
ENSE00001720192	100
ENSE00003704982	100
ENSE00003598539	100
ENSE00001178725	100
ENSE00001649337	100
ENSE00003517715	100
ENSE00003620817	100
ENSE00000932614	100
ENSE00003481052	100
ENSE00003620634	100
ENSE00003551276	100
ENSE00000785345	100
ENSE00003491082	100
ENSE00003611749	100
ENSE00003659846	100
ENSE00003563858	100
ENSE00000942714	100
ENSE00002218277	100
ENSE00001797943	100
ENSE00003716413	100
ENSE00003629529	100
ENSE00003747939	100
ENSE00000960013	100
ENSE00003473106	100
ENSE00003480534	100
ENSE00003630017	100
ENSE00003467534	100
ENSE00003643506	100
ENSE00000996423	100
ENSE00003618391	100
ENSE00003461937	100
ENSE00003537914	100
ENSE00001384973	100
ENSE00003677926	100
ENSE00003627893	100
ENSE00003675609	100
ENSE00003529227	100
ENSE00003659831	100
ENSE00001693471	100
ENSE00001044549	100
ENSE00003574023	100
ENSE00003489518	100
ENSE00003550633	100
ENSE00003485150	100
ENSE00001342942	100
ENSE00003566269	100
ENSE00003611745	100
ENSE00003733718	99
ENSE00003691344	99
ENSE00003586678	99
ENSE00001777236	99
ENSE00003592688	99
ENSE00003589311	99
ENSE00003683745	99
ENSE00003496209	99
ENSE00000664473	99
ENSE00003610635	99
ENSE00000774233	99
ENSE00003481792	99
ENSE00001696467	99
ENSE00003650233	99
ENSE00001420832	99
ENSE00003511102	99
ENSE00002530032	99
ENSE00003468946	99
ENSE00003789629	98
ENSE00003532132	98
ENSE00001450429	98
ENSE00003548636	98
ENSE00003536679	98
ENSE00003486766	98
ENSE00003547465	98
ENSE00000651605	98
ENSE00000756655	98
ENSE00003502207	98
ENSE00003616718	98
ENSE00003685958	98
ENSE00003639615	98
ENSE00003581403	98
ENSE00003708199	98
ENSE00003616984	98
ENSE00003652089	98
ENSE00003620665	98
ENSE00003490765	98
ENSE00003726998	98
ENSE00001485421	98
ENSE00001225881	98
ENSE00000858955	98
ENSE00003700524	98
ENSE00003584865	98
ENSE00003693990	98
ENSE00000700289	98
ENSE00003670046	98
ENSE00003533652	98
ENSE00003462432	98
ENSE00003465100	97
ENSE00003693381	97
ENSE00003623054	97
ENSE00003480284	97
ENSE00003679315	97
ENSE00002450796	97
ENSE00003610697	97
ENSE00003574572	97
ENSE00003672898	97
ENSE00001727933	97
ENSE00000905045	97
ENSE00003512181	97
ENSE00003468237	97
ENSE00003613920	97
ENSE00003519990	97
ENSE00000700290	97
ENSE00000686699	97
ENSE00001007011	97
ENSE00003525118	97
ENSE00003528323	97
ENSE00003275456	97
ENSE00003556907	97
ENSE00003628317	96
ENSE00001178502	96
ENSE00003680231	96
ENSE00003641176	96
ENSE00003690738	96
ENSE00003477523	96
ENSE00003528224	96
ENSE00003556363	96
ENSE00003612406	96
ENSE00001350501	96
ENSE00003689190	96
ENSE00003486140	96
ENSE00001633019	96
ENSE00001738686	96
ENSE00001204619	96
ENSE00003656836	96
ENSE00000874517	96
ENSE00003695464	96
ENSE00003505651	96
ENSE00003564439	96
ENSE00003554491	96
ENSE00003653885	96
ENSE00000660167	96
ENSE00003535302	96
ENSE00003665304	96
ENSE00001598886	96
ENSE00003693228	96
ENSE00003675795	96
ENSE00003575167	96
ENSE00003472267	96
ENSE00003597267	96
ENSE00001767107	96
ENSE00003459768	96
ENSE00001025716	96
ENSE00003583006	96
ENSE00003554404	96
ENSE00003637443	96
ENSE00003483044	96
ENSE00003545601	96
ENSE00003561496	96
ENSE00003784104	96
ENSE00003483283	96
ENSE00003808238	96
ENSE00001036272	96
ENSE00003689661	96
ENSE00003685388	96
ENSE00003470381	96
ENSE00002379846	96
ENSE00002178626	96
ENSE00003647992	95
ENSE00003655667	95
ENSE00003613927	95
ENSE00001088370	95
ENSE00001049017	95
ENSE00003647303	95
ENSE00003691419	95
ENSE00003589328	95
ENSE00003622518	95
ENSE00003459834	95
ENSE00003627955	95
ENSE00003499385	95
ENSE00001153900	95
ENSE00003625084	95
ENSE00001693783	95
ENSE00002172610	95
ENSE00003501600	95
ENSE00003685418	95
ENSE00001632697	95
ENSE00003574688	95
ENSE00003586194	95
ENSE00003587049	95
ENSE00003525974	95
ENSE00003486447	95
ENSE00003690111	94
ENSE00003460387	94
ENSE00003636641	94
ENSE00003592818	94
ENSE00003627883	94
ENSE00003684036	94
ENSE00003663415	94
ENSE00003569352	94
ENSE00001363713	94
ENSE00003528022	94
ENSE00001726243	94
ENSE00003808972	94
ENSE00003612990	94
ENSE00003594979	94
ENSE00003784800	94
ENSE00003529063	94
ENSE00003459288	94
ENSE00003838470	94
ENSE00003712298	94
ENSE00003618431	94
ENSE00001036809	94
ENSE00003669024	94
ENSE00003564116	94
ENSE00003546530	94
ENSE00003500393	94
ENSE00003603508	93
ENSE00003673015	93
ENSE00003676961	93
ENSE00003534359	93
ENSE00003683126	93
ENSE00003654687	93
ENSE00003530860	93
ENSE00003631537	93
ENSE00001067890	93
ENSE00003585009	93
ENSE00002343399	93
ENSE00003637032	93
ENSE00003640436	93
ENSE00003561589	92
ENSE00003554777	92
ENSE00001746333	92
ENSE00001792020	92
ENSE00003512300	92
ENSE00003784794	92
ENSE00003543354	92
ENSE00002460229	92
ENSE00003649736	92
ENSE00000747411	92
ENSE00003688141	92
ENSE00003546725	92
ENSE00003525338	92
ENSE00003463665	92
ENSE00003682105	92
ENSE00003647782	92
ENSE00003535774	92
ENSE00003578801	92
ENSE00000708838	92
ENSE00003472219	92
ENSE00003530364	92
ENSE00003483785	92
ENSE00000832025	92
ENSE00002504201	92
ENSE00003787490	92
ENSE00003486732	92
ENSE00001464601	92
ENSE00003557901	92
ENSE00000977118	92
ENSE00003466688	92
ENSE00003469638	92
ENSE00003358882	92
ENSE00003353265	92
ENSE00003384797	92
ENSE00003693140	92
ENSE00003790937	92
ENSE00003521701	92
ENSE00003784307	92
ENSE00001425069	92
ENSE00003493682	92
ENSE00000637942	92
ENSE00003785079	92
ENSE00003590646	92
ENSE00001632492	92
ENSE00003610423	92
ENSE00003703730	92
ENSE00003674082	92
ENSE00003472452	92
ENSE00003554768	91
ENSE00003562465	91
ENSE00003641438	91
ENSE00001008032	91
ENSE00003556649	91
ENSE00003525807	91
ENSE00000933396	91
ENSE00000803893	91
ENSE00003488949	91
ENSE00003470561	91
ENSE00003790841	91
ENSE00001835953	91
ENSE00003600351	91
ENSE00003692024	91
ENSE00000743615	91
ENSE00003671030	91
ENSE00003459462	91
ENSE00003605836	91
ENSE00000804337	91
ENSE00003487395	91
ENSE00003645660	91
ENSE00003817024	91
ENSE00001652658	91
ENSE00001150547	91
ENSE00000696409	91
ENSE00003509800	91
ENSE00003649754	91
ENSE00003524578	91
ENSE00003584479	91
ENSE00003583401	91
ENSE00003484367	91
ENSE00003550197	90
ENSE00003490431	90
ENSE00003681692	90
ENSE00003501805	90
ENSE00003496895	90
ENSE00003458396	90
ENSE00000870127	90
ENSE00001177865	90
ENSE00002500644	90
ENSE00003656386	90
ENSE00003569207	90
ENSE00003535342	90
ENSE00000858958	90
ENSE00003818215	90
ENSE00003458941	90
ENSE00003512397	90
ENSE00003517361	90
ENSE00000893745	90
ENSE00003634415	90
ENSE00003473633	90
ENSE00003641724	90
ENSE00003507749	90
ENSE00000658289	90
ENSE00003482704	90
ENSE00003547473	90
ENSE00003563449	90
ENSE00003596181	90
ENSE00003549321	90
ENSE00003586106	90
ENSE00003592397	90
ENSE00003644986	90
ENSE00003569694	90
ENSE00003505804	90
ENSE00003492117	90
ENSE00001773304	90
ENSE00000651604	90
ENSE00001734332	90
ENSE00003631886	90
ENSE00003784657	90
ENSE00003571183	90
ENSE00003613326	90
ENSE00003469155	90
ENSE00001363336	90
ENSE00003569080	90
ENSE00001194944	90
ENSE00003633676	90
ENSE00002503116	90
ENSE00003597621	90
ENSE00003589280	89
ENSE00001300336	89
ENSE00003688311	89
ENSE00003573747	89
ENSE00003552329	89
ENSE00003785351	89
ENSE00003497298	89
ENSE00003652848	89
ENSE00003478252	89
ENSE00003790859	89
ENSE00003460985	89
ENSE00003557233	89
ENSE00002723881	89
ENSE00001118465	89
ENSE00001491647	89
ENSE00002268533	89
ENSE00003562324	89
ENSE00003629410	89
ENSE00001334520	89
ENSE00003507057	89
ENSE00003534998	88
ENSE00003559390	88
ENSE00003541939	88
ENSE00001661857	88
ENSE00003683911	88
ENSE00003643536	88
ENSE00003518423	88
ENSE00003535345	88
ENSE00003532940	88
ENSE00003487409	88
ENSE00003578761	88
ENSE00001615543	88
ENSE00000676807	88
ENSE00003470649	88
ENSE00003562167	88
ENSE00002084832	88
ENSE00003545818	88
ENSE00000712894	88
ENSE00000677344	88
ENSE00001003785	88
ENSE00003590056	88
ENSE00003709860	88
ENSE00003550935	88
ENSE00003653115	88
ENSE00003633372	88
ENSE00003484226	88
ENSE00003759758	88
ENSE00000678939	88
ENSE00001051131	88
ENSE00001731274	88
ENSE00003655404	88
ENSE00003666794	88
ENSE00003694571	88
ENSE00003592936	88
ENSE00003633577	88
ENSE00003691992	88
ENSE00003461567	88
ENSE00003639682	88
ENSE00003645652	87
ENSE00002756164	87
ENSE00001686793	87
ENSE00003489269	87
ENSE00001617295	87
ENSE00003611044	87
ENSE00003662250	87
ENSE00001159671	87
ENSE00001237192	87
ENSE00001089086	87
ENSE00000653863	87
ENSE00003513354	87
ENSE00003726940	87
ENSE00002389691	87
ENSE00003614557	87
ENSE00001761211	87
ENSE00000662450	87
ENSE00003462132	87
ENSE00003565937	87
ENSE00003656033	87
ENSE00003805406	87
ENSE00001663893	87
ENSE00003616908	87
ENSE00003651564	87
ENSE00001338200	87
ENSE00003676021	87
ENSE00001109544	87
ENSE00003597500	87
ENSE00003480930	87
ENSE00000991849	86
ENSE00003544851	86
ENSE00001184084	86
ENSE00003479481	86
ENSE00001141735	86
ENSE00003467498	86
ENSE00001070688	86
ENSE00003531702	86
ENSE00001342408	86
ENSE00000958812	86
ENSE00003581780	86
ENSE00003227684	86
ENSE00003588279	86
ENSE00003650204	86
ENSE00003548257	86
ENSE00002061033	86
ENSE00003673608	86
ENSE00003470165	86
ENSE00003451946	86
ENSE00001104376	86
ENSE00003610735	86
ENSE00003614374	86
ENSE00003701514	86
ENSE00000778627	86
ENSE00001234157	86
ENSE00000976245	86
ENSE00000836761	86
ENSE00003527163	86
ENSE00003680074	86
ENSE00003834346	85
ENSE00003533433	85
ENSE00003648846	85
ENSE00003591731	85
ENSE00003579558	85
ENSE00003515498	85
ENSE00001209311	85
ENSE00002277991	85
ENSE00003522979	85
ENSE00001755227	85
ENSE00001160691	85
ENSE00001455994	85
ENSE00003479917	85
ENSE00002381773	85
ENSE00003498514	85
ENSE00003680289	85
ENSE00002317067	85
ENSE00001119335	85
ENSE00001244464	85
ENSE00003605975	85
ENSE00000889201	85
ENSE00003474355	85
ENSE00003460167	85
ENSE00001666408	85
ENSE00001394660	85
ENSE00003700565	85
ENSE00001638654	84
ENSE00000889668	84
ENSE00003709767	84
ENSE00000417418	84
ENSE00001196783	84
ENSE00003478809	84
ENSE00003804796	84
ENSE00003645682	84
ENSE00003681068	84
ENSE00003651066	84
ENSE00001611511	84
ENSE00003696738	84
ENSE00000662820	84
ENSE00003602787	84
ENSE00000712684	84
ENSE00000759117	84
ENSE00003499981	84
ENSE00003522982	84
ENSE00003268669	84
ENSE00001244561	84
ENSE00003531837	84
ENSE00001020334	84
ENSE00002721179	84
ENSE00003679216	84
ENSE00003480695	84
ENSE00003651189	84
ENSE00000942571	84
ENSE00003702336	84
ENSE00003533410	84
ENSE00003606588	84
ENSE00001673087	84
ENSE00003706359	84
ENSE00003497868	84
ENSE00003506224	84
ENSE00001612678	84
ENSE00003628634	84
ENSE00003698759	84
ENSE00003615626	84
ENSE00001291584	84
ENSE00003494437	84
ENSE00001615446	84
ENSE00000857740	84
ENSE00003653238	84
ENSE00003632064	84
ENSE00003679916	84
ENSE00000897294	84
ENSE00003506974	84
ENSE00001776346	84
ENSE00001751571	84
ENSE00003663979	84
ENSE00003531575	84
ENSE00000729482	84
ENSE00003660555	84
ENSE00003617211	84
ENSE00003563066	84
ENSE00003606021	84
ENSE00000798003	84
ENSE00003555908	84
ENSE00003694431	84
ENSE00002503788	83
ENSE00003460102	83
ENSE00003521732	83
ENSE00003539021	83
ENSE00003663534	83
ENSE00001345617	83
ENSE00003820752	83
ENSE00003680337	83
ENSE00003669479	83
ENSE00003664757	83
ENSE00001737571	83
ENSE00003638041	83
ENSE00003673140	83
ENSE00003525040	83
ENSE00003821387	83
ENSE00001095551	83
ENSE00001732996	83
ENSE00003557470	83
ENSE00001145941	82
ENSE00001037681	82
ENSE00003610963	82
ENSE00003466421	82
ENSE00003504830	82
ENSE00003726813	82
ENSE00003468037	82
ENSE00000796659	82
ENSE00003675956	82
ENSE00003547945	82
ENSE00003630482	82
ENSE00003637520	82
ENSE00003672891	82
ENSE00003483862	82
ENSE00003602038	82
ENSE00000904476	82
ENSE00001286266	82
ENSE00000715591	82
ENSE00003490986	82
ENSE00001605320	82
ENSE00001159661	82
ENSE00003567304	82
ENSE00001116938	82
ENSE00000844655	82
ENSE00003439639	82
ENSE00003470148	82
ENSE00001362210	81
ENSE00000882688	81
ENSE00001791614	81
ENSE00003636077	81
ENSE00001484274	81
ENSE00001020454	81
ENSE00000932615	81
ENSE00003482622	81
ENSE00003665253	81
ENSE00000762593	81
ENSE00000789772	81
ENSE00000934494	81
ENSE00001597395	81
ENSE00003688277	81
ENSE00003729450	81
ENSE00003750954	81
ENSE00003746152	81
ENSE00003523843	81
ENSE00003612172	81
ENSE00000827002	81
ENSE00003668398	81
ENSE00003463872	81
ENSE00002494398	81
ENSE00003819980	81
ENSE00003591377	81
ENSE00000829982	81
ENSE00003680466	81
ENSE00000830062	81
ENSE00003640748	81
ENSE00001199327	81
ENSE00003625793	81
ENSE00000679068	81
ENSE00000802771	81
ENSE00001162146	81
ENSE00000932683	81
ENSE00003690685	81
ENSE00000755575	81
ENSE00003466988	81
ENSE00001610847	80
ENSE00003506818	80
ENSE00003671680	80
ENSE00003465738	80
ENSE00001448326	80
ENSE00001310370	80
ENSE00003609972	80
ENSE00000859327	80
ENSE00003673648	80
ENSE00003608805	80
ENSE00003638832	80
ENSE00003503944	80
ENSE00003651754	80
ENSE00003652266	80
ENSE00003692780	80
ENSE00003585442	80
ENSE00000804327	80
ENSE00003623182	80
ENSE00003657503	80
ENSE00000681367	80
ENSE00003518439	80
ENSE00003592980	80
ENSE00000845075	80
ENSE00003470660	80
ENSE00003480025	80
ENSE00003571154	80
ENSE00003560686	80
ENSE00003632530	80
ENSE00003501399	80
ENSE00003594555	80
ENSE00003621417	80
ENSE00001289424	80
ENSE00003737805	80
ENSE00003692843	80
ENSE00003627676	80
ENSE00000854247	80
ENSE00002084640	80
ENSE00001031238	80
ENSE00000857742	80
ENSE00003635116	80
ENSE00000789774	80
ENSE00003675201	80
ENSE00003581676	80
ENSE00003516882	80
ENSE00000684692	80
ENSE00003528250	80
ENSE00003784294	80
ENSE00001108154	80
ENSE00000972769	80
ENSE00001773632	80
ENSE00001183976	80
ENSE00003647174	80
ENSE00003547181	80
ENSE00003680612	80
ENSE00003553776	80
ENSE00000858310	80
ENSE00003495244	80
ENSE00000468680	80
ENSE00003487823	80
ENSE00003641331	80
ENSE00001005898	80
ENSE00003632901	80
ENSE00001386496	80
ENSE00003697260	80
ENSE00001491926	80
ENSE00003504935	80
ENSE00001301206	80
ENSE00003615004	80
ENSE00001097223	80
ENSE00003784041	80
ENSE00003532365	80
ENSE00003562530	80
ENSE00001083579	80
ENSE00003474980	80
ENSE00001690393	80
ENSE00003665493	79
ENSE00001705767	79
ENSE00001062866	79
ENSE00003462078	79
ENSE00001224378	79
ENSE00003639605	79
ENSE00003652354	79
ENSE00003633171	79
ENSE00003563854	79
ENSE00003669611	79
ENSE00000832149	79
ENSE00003790606	79
ENSE00000965964	79
ENSE00003642613	79
ENSE00003535451	79
ENSE00001004281	79
ENSE00003476279	79
ENSE00003526521	79
ENSE00001628826	79
ENSE00003467881	79
ENSE00003517836	79
ENSE00003629152	79
ENSE00003823415	79
ENSE00003552966	79
ENSE00003491185	79
ENSE00001084798	79
ENSE00000804743	79
ENSE00003530987	79
ENSE00003635385	79
ENSE00003547008	79
ENSE00003568701	79
ENSE00001161414	79
ENSE00003691233	79
ENSE00002216868	79
ENSE00003670253	79
ENSE00000664307	79
ENSE00003680041	78
ENSE00001668983	78
ENSE00003547762	78
ENSE00003555627	78
ENSE00003512061	78
ENSE00001305030	78
ENSE00003833055	78
ENSE00003691475	78
ENSE00003463530	78
ENSE00002476919	78
ENSE00003668865	78
ENSE00003678567	78
ENSE00000958810	78
ENSE00003469721	78
ENSE00003514751	78
ENSE00003615326	78
ENSE00003712472	78
ENSE00003154518	78
ENSE00000970096	78
ENSE00003477588	78
ENSE00000754164	78
ENSE00003528167	78
ENSE00003644666	78
ENSE00003561314	78
ENSE00001390560	78
ENSE00003526148	78
ENSE00000810183	78
ENSE00001702118	78
ENSE00003487994	78
ENSE00003644878	78
ENSE00003541017	78
ENSE00001632309	78
ENSE00003494170	78
ENSE00003784459	78
ENSE00000682165	78
ENSE00002480780	78
ENSE00000680401	78
ENSE00003461886	78
ENSE00003595411	78
ENSE00001064464	78
ENSE00003541654	78
ENSE00002906572	78
ENSE00001434586	78
ENSE00003571571	78
ENSE00001049430	78
ENSE00003469755	78
ENSE00003470073	78
ENSE00003546573	78
ENSE00003487802	78
ENSE00001640950	78
ENSE00001532016	78
ENSE00003691723	78
ENSE00001749893	78
ENSE00003738331	78
ENSE00001733477	78
ENSE00003531862	78
ENSE00001340095	78
ENSE00003809750	78
ENSE00003684030	78
ENSE00003665014	78
ENSE00003619870	78
ENSE00003787669	78
ENSE00003559096	78
ENSE00003578401	78
ENSE00003607567	78
ENSE00003828787	78
ENSE00001095630	78
ENSE00001492859	78
ENSE00003604294	78
ENSE00003469232	78
ENSE00003695602	78
ENSE00003690431	78
ENSE00001130277	78
ENSE00001759427	78
ENSE00000999995	78
ENSE00001112933	78
ENSE00001644730	78
ENSE00003636288	78
ENSE00001168145	78
ENSE00000651607	78
ENSE00000897027	78
ENSE00001801647	78
ENSE00003622394	78
ENSE00003602307	78
ENSE00003613999	78
ENSE00002449656	78
ENSE00003551992	78
ENSE00003631070	78
ENSE00003673172	78
ENSE00001147319	78
ENSE00003689114	77
ENSE00003581900	77
ENSE00003540768	77
ENSE00003488622	77
ENSE00000971955	77
ENSE00003490777	77
ENSE00003634698	77
ENSE00003525242	77
ENSE00001201113	77
ENSE00003528590	77
ENSE00003619908	77
ENSE00003534443	77
ENSE00003683006	77
ENSE00003700999	77
ENSE00003612959	77
ENSE00003651496	77
ENSE00003471889	77
ENSE00003523810	77
ENSE00003517605	77
ENSE00003673222	77
ENSE00003630908	77
ENSE00003523513	77
ENSE00003555890	77
ENSE00003552575	77
ENSE00002803785	77
ENSE00003589243	77
ENSE00000700013	77
ENSE00003598267	77
ENSE00003730154	77
ENSE00000652162	77
ENSE00003479128	77
ENSE00002084532	77
ENSE00000842844	77
ENSE00003661257	77
ENSE00001521327	77
ENSE00003673214	77
ENSE00003659486	77
ENSE00002274439	77
ENSE00003541315	77
ENSE00003538625	77
ENSE00003556254	77
ENSE00003815049	77
ENSE00003607651	77
ENSE00003505207	77
ENSE00003473067	77
ENSE00001098421	77
ENSE00003614484	77
ENSE00001095645	77
ENSE00003605385	77
ENSE00003549472	77
ENSE00003757349	77
ENSE00003253564	77
ENSE00001642867	77
ENSE00001658808	77
ENSE00003577792	77
ENSE00001787919	77
ENSE00003637963	77
ENSE00003546661	77
ENSE00001132891	77
ENSE00003619717	77
ENSE00003517028	77
ENSE00003531564	77
ENSE00001687534	77
ENSE00003469342	77
ENSE00003708267	77
ENSE00003489716	76
ENSE00003786041	76
ENSE00003507786	76
ENSE00001006734	76
ENSE00002184843	76
ENSE00003596178	76
ENSE00003687769	76
ENSE00003626273	76
ENSE00003611785	76
ENSE00003816028	76
ENSE00001126259	76
ENSE00003483076	76
ENSE00003547416	76
ENSE00003575887	76
ENSE00003361575	76
ENSE00003578839	76
ENSE00003791596	76
ENSE00003521540	76
ENSE00003525499	76
ENSE00001304549	76
ENSE00003784553	76
ENSE00000887178	76
ENSE00003525935	76
ENSE00003609267	76
ENSE00003662082	76
ENSE00003548660	76
ENSE00000964142	76
ENSE00002051502	76
ENSE00001122478	76
ENSE00003535696	76
ENSE00003641226	76
ENSE00001594445	76
ENSE00001787873	76
ENSE00003649454	76
ENSE00003632409	76
ENSE00003509132	76
ENSE00001699142	76
ENSE00001154665	76
ENSE00003056611	76
ENSE00003459724	76
ENSE00003562767	76
ENSE00003696654	76
ENSE00003663138	76
ENSE00003785144	76
ENSE00003597294	76
ENSE00003549600	76
ENSE00003620310	76
ENSE00001610580	76
ENSE00002201483	76
ENSE00003789601	76
ENSE00003653763	76
ENSE00003830931	76
ENSE00001255472	76
ENSE00003521522	76
