Interaction Term	K562 - # Interaction Rows	K562 - Mean PSI (Interaction Rows)	K562 - # Single Binders	K562 - Mean PSI (Single Binders)	K562 - Difference in Mean PSI(Interaction - Single)	K562 - Interaction Beta Coefficient	K562 - Interaction P-value	HepG2 - # Interaction Rows	HepG2 - Mean PSI (Interaction Rows)	HepG2 - # Single Binders	HepG2 - Mean PSI (Single Binders)	HepG2 - Difference in Mean PSI(Interaction - Single)	HepG2 - Interaction Beta Coefficient	HepG2 - Interaction P-value
HNRNPK-6_U2AF2-1_interaction	31.0	0.9884354838709678	44631.0	0.7184159664806973	0.2700195173902705	0.2423096949796102	0.00011304371156673957	274.0	0.9226259124087592	72650.0	0.6959336269786649	0.22669228543009434	0.20804732784431887	1.2084318216643616e-21
HNRNPK-6_U2AF2-2_interaction	306.0	0.5553137254901961	97071.0	0.7118722429973937	-0.15655851750719763	-0.19839667820735615	1.1497937346949887e-22	1157.0	0.7028560933448574	149232.0	0.6809738192880882	0.021882274056769235	-0.007441675949990041	0.5070703466903527
HNRNPK-6_U2AF2-3_interaction	27.0	0.9931481481481481	52506.0	0.7425983601874072	0.2505497879607409	0.2125445048721775	0.0015698366433556708	164.0	0.9621128048780491	111048.0	0.6927881861897557	0.2693246186882934	0.248152814149993	6.166461133479602e-19
HNRNPK-6_U2AF2-4_interaction	208.0	0.8973389423076923	82416.0	0.7532203455639683	0.14411859674372396	0.10272852594146774	2.6359178767590255e-05	349.0	0.9394541547277937	174733.0	0.6767045749801124	0.2627495797476813	0.24704680207867172	2.477040161793655e-37
HNRNPK-6_U2AF2-5_interaction	221.0	0.8905656108597285	70316.0	0.6895430911883497	0.20102251967137885	0.17420961479230693	2.134519113710744e-13	64.0	0.9896796875	130619.0	0.6460243609275834	0.3436553265724166	0.32625888616997156	1.9081861529461245e-13
HNRNPK-6_U2AF2-6_interaction	442.0	0.5844739819004525	93827.0	0.7093324629371077	-0.1248584810366552	-0.1673747502140784	5.909583273679058e-23	59.0	0.9886610169491526	145221.0	0.6806296437843011	0.3080313731648515	0.2855508061635541	6.505606834637252e-10
IGF2BP1-1_PTBP1-1_interaction	110.0	0.9710500000000001	22474.0	0.7383955014683634	0.23265449853163667	0.26303209772205455	6.264776295800781e-15	96.0	0.9646875000000001	14486.0	0.711682900731741	0.25300459926825913	0.2770672403575761	4.19341655011366e-14
IGF2BP1-1_PTBP1-2_interaction	4.0	0.999125	21309.0	0.7295239570134685	0.26960104298653154	0.3711105055072046	0.033445155727166644	0.0		12732.0	0.69811027332705			
IGF2BP1-1_PTBP1-3_interaction	877.0	0.44323717217787917	28840.0	0.6949116678224687	-0.25167449564458955	-0.19411374254964336	1.7405688049443788e-54	0.0		21591.0	0.6590402019359919			
IGF2BP1-1_PTBP1-4_interaction	0.0		25037.0	0.6936244757758518				211.0	0.6709407582938388	17368.0	0.643117140718563	0.02782361757527585	0.12405954933116461	6.579099856675477e-07
IGF2BP1-1_PTBP1-5_interaction	8.0	0.99075	25301.0	0.7309216038891744	0.25982839611082564	0.2855507284865615	0.02067781638902751	0.0		15574.0	0.714839764992937			
IGF2BP1-1_PTBP1-6_interaction	0.0		22313.0	0.7237159951597724				0.0		13533.0	0.6860094583610433			
IGF2BP1-2_PTBP1-1_interaction	78.0	0.9820512820512823	45685.0	0.7396550508919776	0.24239623115930475	0.28157288837088235	1.5766876560102221e-12	61.0	0.9866475409836065	28508.0	0.7103017223235584	0.27634581866004815	0.31244067660840574	7.856574968793359e-12
IGF2BP1-2_PTBP1-2_interaction	21.0	0.9975476190476191	44422.0	0.7349406037548961	0.262607015292723	0.38167944193970904	5.751270290756081e-07	0.0		26684.0	0.7031679658222155			
IGF2BP1-2_PTBP1-3_interaction	457.0	0.5163884026258206	52827.0	0.7095371874230981	-0.19314878479727748	-0.08943934039037037	8.459458476059734e-08	124.0	0.08388306451612902	35295.0	0.6823495679274686	-0.5984665034113396	-0.5284486724570211	3.479789279652711e-61
IGF2BP1-2_PTBP1-4_interaction	90.0	0.0907277777777778	48004.0	0.7183975189567536	-0.6276697411789758	-0.48220034056970557	8.653989546363166e-39	232.0	0.6579181034482758	31278.0	0.6721182780228915	-0.014200174574615643	0.12890028069467596	5.312121635684905e-08
IGF2BP1-2_PTBP1-5_interaction	129.0	0.867298449612403	48206.0	0.7347870804464173	0.13251136916598572	0.17562878876022067	1.4977428632510038e-08	186.0	0.1290456989247312	29154.0	0.718937487137271	-0.5898917882125398	-0.5823047153522967	5.3176690217656595e-107
IGF2BP1-2_PTBP1-6_interaction	51.0	0.9911568627450982	45358.0	0.7315839873892146	0.2595728753558836	0.376217517089018	1.9061803029224794e-14	29.0	0.9958275862068966	27427.0	0.6964305975863202	0.2993969886205764	0.45552526214375866	5.198087270926659e-12
IGF2BP1-3_PTBP1-1_interaction	3.0	0.9998333333333335	18255.0	0.8487728293618186	0.15106050397151483	0.12767029255421752	0.525916813188349	181.0	0.8946298342541437	11170.0	0.8214051924798569	0.07322464177428678	0.018498175642197235	0.4959351955879989
IGF2BP1-3_PTBP1-2_interaction	22.0	0.9977272727272727	16840.0	0.8433215261282659	0.15440574659900674	0.215304241615386	0.003890496972922686	0.0		9586.0	0.8233500417275192			
IGF2BP1-3_PTBP1-3_interaction	106.0	0.9644764150943396	25949.0	0.7440069752206251	0.22046943987371448	0.2003782978109657	4.2373380302030165e-09	66.0	0.9841439393939395	18313.0	0.7155421558455742	0.2686017835483653	0.17787350911665908	4.972163012516674e-05
IGF2BP1-3_PTBP1-4_interaction	7.0	0.9995714285714287	20590.0	0.7792276590577951	0.22034376951363355	0.2674360715235771	0.042390790955274406	0.0		14644.0	0.714086929800601			
IGF2BP1-3_PTBP1-5_interaction	0.0		20884.0	0.823640825512354				0.0		12428.0	0.8156749275828774			
IGF2BP1-3_PTBP1-6_interaction	0.0		17880.0	0.8299938758389261				9.0	0.9983333333333333	10369.0	0.797578310348153	0.20075502298518033	0.2493075331121738	0.034740603425875496
IGF2BP1-4_PTBP1-1_interaction	119.0	0.981621848739496	32109.0	0.9047290790744028	0.07689276966509317	0.08192151589427965	0.011318120022548705	12.0	0.9955000000000002	19106.0	0.8690705537527478	0.12642944624725239	0.10383293218813658	0.3095078875203127
IGF2BP1-4_PTBP1-2_interaction	34.0	0.9423088235294117	30902.0	0.9049440974694195	0.03736472605999219	0.12576947775912703	0.03599621903352008	0.0		17184.0	0.8741873545158287			
IGF2BP1-4_PTBP1-3_interaction	246.0	0.9800548780487806	39755.0	0.8253488617783926	0.15470601627038794	0.18569547901018144	1.47531315944777e-16	115.0	0.9758869565217394	25813.0	0.7801719482431334	0.195715008278606	0.16344287783137582	8.752728485392116e-07
IGF2BP1-4_PTBP1-4_interaction	4.0	0.999375	34682.0	0.8602018770543798	0.13917312294562023	0.2322128174668579	0.1818862069315978	12.0	0.9995416666666667	22218.0	0.7904627779278063	0.20907888873886038	0.25427843266058453	0.01272706753926137
IGF2BP1-4_PTBP1-5_interaction	154.0	0.9921168831168832	34662.0	0.8850778374011887	0.10703904571569445	0.10207637299273832	0.0003253888858282457	61.0	0.989762295081967	19904.0	0.8614278034565916	0.12833449162537536	0.09308020513436989	0.041185302671107545
IGF2BP1-4_PTBP1-6_interaction	51.0	0.9911568627450982	31864.0	0.8951298487321115	0.09602701401298663	0.1745138078924269	0.00037138600322214686	75.0	0.9906666666666666	17835.0	0.8561178301093356	0.13454883655733096	0.24354244178692303	3.8956731213385076e-09
IGF2BP1-5_PTBP1-1_interaction	75.0	0.9813400000000001	22527.0	0.7285641230523373	0.2527758769476628	0.28454018099069794	2.6131888505990765e-12	0.0		15257.0	0.7006924034869241			
IGF2BP1-5_PTBP1-2_interaction	7.0	0.9984285714285714	21286.0	0.718344193366532	0.28008437806203945	0.38428692778193696	0.003594303223778168	0.0		13311.0	0.6824540229885058			
IGF2BP1-5_PTBP1-3_interaction	14.0	0.9997499999999999	30549.0	0.6724256440472683	0.32732435595273157	0.40267605378271437	1.5781238649720073e-05	435.0	0.22559655172413795	21300.0	0.6680222300469484	-0.44242567832281043	-0.4084796063296156	1.2628880743657857e-118
IGF2BP1-5_PTBP1-4_interaction	75.0	0.22816666666666668	24870.0	0.6869032770406113	-0.4587366103739446	-0.33986396784544376	5.2477992494375553e-17	12.0	0.9995416666666667	18345.0	0.6336665031343691	0.36587516353229754	0.4723678125296644	3.824322246532097e-06
IGF2BP1-5_PTBP1-5_interaction	118.0	0.8552161016949152	25064.0	0.7204876316629427	0.13472847003197252	0.16673909538640885	2.813635560311526e-07	25.0	0.987	16103.0	0.7004514686704341	0.2865485313295659	0.3063634767705068	1.6019521504304134e-05
IGF2BP1-5_PTBP1-6_interaction	0.0		22296.0	0.7131103561176894				0.0		14112.0	0.6717383432539681			
IGF2BP1-6_PTBP1-1_interaction	8.0	0.9918125	42967.0	0.7298760909535225	0.2619364090464775	0.2982224524075088	0.01569150034317192	88.0	0.9715965909090908	27440.0	0.728191472303207	0.24340511860588376	0.27685631536255134	4.027825488943973e-13
IGF2BP1-6_PTBP1-2_interaction	86.0	0.9943197674418605	41434.0	0.7228488560119709	0.27147091142988955	0.3977874361616257	1.6160261580523657e-25	0.0		25670.0	0.7224875925204519			
IGF2BP1-6_PTBP1-3_interaction	310.0	0.32636774193548385	50263.0	0.700007281698267	-0.37363953976278313	-0.2726358452263405	8.176540782015015e-42	211.0	0.1711516587677725	34107.0	0.6982445685636379	-0.5270929097958654	-0.46793673715813494	4.1895046889684656e-80
IGF2BP1-6_PTBP1-4_interaction	161.0	0.2672422360248447	45004.0	0.7076781508310372	-0.44043591480619254	-0.2952102468857229	2.871693163836375e-26	100.0	0.26507000000000003	30528.0	0.6897830843815513	-0.4247130843815513	-0.2956337014488986	1.1623082537925237e-16
IGF2BP1-6_PTBP1-5_interaction	142.0	0.8798098591549295	45322.0	0.7243095406204492	0.15550031853448032	0.20044099057815157	1.2749415196224382e-11	444.0	0.5719256756756758	27624.0	0.7342514118158123	-0.16232573614013657	-0.1501864376998651	2.042007040197011e-17
IGF2BP1-6_PTBP1-6_interaction	0.0		42602.0	0.72100836815173				27.0	0.995537037037037	26417.0	0.7149912367036378	0.28054580033339915	0.4324755073894686	2.5601606032567485e-10
IGF2BP2-1_PCBP1-1_interaction	1084.0	0.8028095018450183	19167.0	0.6861284238534981	0.11668107799152017	0.15753208578296357	1.493714198961275e-40							
IGF2BP2-1_PCBP1-2_interaction	1131.0	0.8125305039787798	28240.0	0.6833058250708215	0.1292246789079583	0.16494533867058037	3.58443057866068e-49							
IGF2BP2-1_PCBP1-3_interaction	163.0	0.9940613496932516	22335.0	0.7067431609581375	0.28731818873511406	0.29870751664044487	4.668610781886003e-27							
IGF2BP2-1_PCBP1-4_interaction	312.0	0.9920625000000001	24803.0	0.7507164859089627	0.2413460140910374	0.2067208047161524	1.698443063847131e-24							
IGF2BP2-1_PCBP1-5_interaction	410.0	0.7530987804878048	21255.0	0.72549538932016	0.027603391167644764	0.010693051452918743	0.5504412310392487							
IGF2BP2-1_PCBP1-6_interaction	445.0	0.9085044943820225	26310.0	0.6955829722538959	0.21292152212812665	0.23857076641139455	2.6749293204153617e-44							
IGF2BP2-1_PTBP1-1_interaction	0.0		18265.0	0.6960978921434438										
IGF2BP2-1_PTBP1-2_interaction	4.0	0.999125	16880.0	0.6783958827014218	0.3207291172985782	0.427146660995521	0.014379659554598355							
IGF2BP2-1_PTBP1-3_interaction	174.0	0.9743362068965516	25817.0	0.6346793972963553	0.3396568096001964	0.4281933334087519	1.5922801131653747e-57							
IGF2BP2-1_PTBP1-4_interaction	0.0		20608.0	0.644030109666149										
IGF2BP2-1_PTBP1-5_interaction	58.0	0.9910000000000001	20772.0	0.6884190256114	0.3025809743886001	0.3450950326978161	6.902695882872417e-14							
IGF2BP2-1_PTBP1-6_interaction	50.0	0.9910400000000001	17784.0	0.6722372638326586	0.31880273616734156	0.4226218507152074	1.795621059055457e-17							
IGF2BP2-1_RBFOX2-1_interaction	2.0	0.99975	23715.0	0.7135794433902594	0.28617055660974067	0.29093511090951213	0.23827336163490775							
IGF2BP2-1_RBFOX2-2_interaction	8.0	0.9955625	29371.0	0.7021815736610943	0.29338092633890567	0.31231149545826126	0.011374083502990118							
IGF2BP2-1_RBFOX2-3_interaction	18.0	0.9935833333333333	37680.0	0.7046770966029724	0.28890623673036087	0.30644100711372446	0.00019666798190548718							
IGF2BP2-1_RBFOX2-4_interaction	51.0	0.9737450980392156	32067.0	0.6868679951351857	0.2868771029040299	0.31688613303370017	1.0015381877893659e-10							
IGF2BP2-1_RBFOX2-5_interaction	88.0	0.9211420454545454	34524.0	0.7065120785540493	0.21462996690049607	0.23124197267713162	6.199630620293825e-10							
IGF2BP2-1_RBFOX2-6_interaction	0.0		21255.0	0.7367031757233592										
IGF2BP2-2_PCBP1-1_interaction	1533.0	0.7375645792563601	40197.0	0.7164981341891186	0.021066445067241535	0.05598203513083223	2.7471248228275612e-08							
IGF2BP2-2_PCBP1-2_interaction	3643.0	0.763319516881691	45144.0	0.7031696017189437	0.06014991516274726	0.10027447197782957	3.151234543652824e-49							
IGF2BP2-2_PCBP1-3_interaction	787.0	0.9621683608640407	43015.0	0.7152308148320353	0.24693754603200535	0.26407171272364593	4.7722070560189825e-90							
IGF2BP2-2_PCBP1-4_interaction	1392.0	0.921917025862069	44571.0	0.7368779026721411	0.18503912318992788	0.12529504038220773	2.9697415896835264e-35							
IGF2BP2-2_PCBP1-5_interaction	627.0	0.8223365231259968	42749.0	0.7293192706262135	0.09301725249978332	0.06349893355006839	1.3185266274567567e-05							
IGF2BP2-2_PCBP1-6_interaction	1525.0	0.8950026229508196	46078.0	0.7064224358696124	0.18858018708120716	0.22087459451175842	7.779484032059178e-116							
IGF2BP2-2_PTBP1-1_interaction	8.0	0.9918125	40177.0	0.7185527291734076	0.27325977082659236	0.3108375740296487	0.011797323079707262							
IGF2BP2-2_PTBP1-2_interaction	238.0	0.3252794117647058	38340.0	0.7166253651538863	-0.3913459533891805	-0.29000595470857105	3.99292087919142e-35							
IGF2BP2-2_PTBP1-3_interaction	196.0	0.17969897959183675	47701.0	0.6881423659881345	-0.5084433863962977	-0.4063470022662445	1.1687556868142898e-58							
IGF2BP2-2_PTBP1-4_interaction	13.0	0.3076153846153846	42510.0	0.6924278640319924	-0.3848124794166078	-0.23471951493179596	0.015324721918259048							
IGF2BP2-2_PTBP1-5_interaction	17.0	0.9956176470588235	42782.0	0.7141292833434623	0.28148836371536123	0.32517898318856375	0.00012376683099145816							
IGF2BP2-2_PTBP1-6_interaction	0.0		39812.0	0.7089597483170903										
IGF2BP2-2_RBFOX2-1_interaction	40.0	0.9758125000000002	45567.0	0.7246341541027498	0.2511783458972504	0.24648122137265258	8.278322701799975e-06							
IGF2BP2-2_RBFOX2-2_interaction	33.0	0.42371212121212115	51249.0	0.7177246970672597	-0.29401257585513857	-0.282377580444145	3.4279663115932593e-06							
IGF2BP2-2_RBFOX2-3_interaction	320.0	0.5273093750000001	59004.0	0.7189590197274763	-0.19164964472747625	-0.1863076875244239	3.440779709295159e-21							
IGF2BP2-2_RBFOX2-4_interaction	21.0	0.9977619047619047	54055.0	0.7076893164369623	0.2900725883249424	0.3179118716052312	3.0042933211023233e-05							
IGF2BP2-2_RBFOX2-5_interaction	357.0	0.8588865546218487	55914.0	0.7173772758164323	0.14150927880541642	0.14889810406323498	1.7585394940684528e-15							
IGF2BP2-2_RBFOX2-6_interaction	64.0	0.9802890625	43055.0	0.7363623969341541	0.24392666556584597	0.18645178925673278	2.086213369633176e-05							
IGF2BP2-3_PCBP1-1_interaction	116.0	0.9930818965517242	19390.0	0.8231680247550284	0.16991387179669581	0.107555780926785	0.00102568602688062							
IGF2BP2-3_PCBP1-2_interaction	460.0	0.9815391304347827	27869.0	0.7726001291757868	0.2089390012589959	0.10637314137869128	2.4395047179225347e-10							
IGF2BP2-3_PCBP1-3_interaction	1731.0	0.8426464471403813	17486.0	0.8287795379160472	0.01386690922433409	-0.06689443759440518	1.5437703272182817e-11							
IGF2BP2-3_PCBP1-4_interaction	1697.0	0.862985268120212	20320.0	0.8666439222440945	-0.0036586541238824433	-0.1552016419399945	9.146695131597364e-57							
IGF2BP2-3_PCBP1-5_interaction	241.0	0.9897759336099584	19880.0	0.8481379275653923	0.1416380060445661	0.03500790646241499	0.12797251150318878							
IGF2BP2-3_PCBP1-6_interaction	1040.0	0.8502764423076923	23407.0	0.7963810184987398	0.053895423808952514	-0.0477539045929877	4.755845699614927e-05							
IGF2BP2-3_PTBP1-1_interaction	20.0	0.991325	16512.0	0.8463349987887597	0.14499000121124028	0.11378112267600837	0.14544131579466463							
IGF2BP2-3_PTBP1-2_interaction	25.0	0.92176	15125.0	0.8405511404958678	0.08120885950413226	0.13247670118951388	0.05846664067693677							
IGF2BP2-3_PTBP1-3_interaction	11.0	0.9933181818181819	24430.0	0.7369153704461727	0.25640281137200915	0.2194710731869189	0.036830091199127925							
IGF2BP2-3_PTBP1-4_interaction	4.0	0.999375	18887.0	0.7711275480489226	0.22824745195107743	0.2604952835588506	0.13496455389013812							
IGF2BP2-3_PTBP1-5_interaction	18.0	0.9990555555555554	19139.0	0.8192140916453315	0.17984146391022382	0.13127852430236756	0.11072000804486189							
IGF2BP2-3_PTBP1-6_interaction	0.0		16171.0	0.825816585245192										
IGF2BP2-3_RBFOX2-1_interaction	63.0	0.9940873015873015	21880.0	0.8273029707495431	0.16678433083775845	0.06815625330959242	0.12277239258395485							
IGF2BP2-3_RBFOX2-2_interaction	4.0	0.9993750000000001	27666.0	0.7927353972384876	0.2066396027615125	0.09685821302202165	0.5784547131247044							
IGF2BP2-3_RBFOX2-3_interaction	0.0		36003.0	0.7746051856789712										
IGF2BP2-3_RBFOX2-4_interaction	7.0	0.990857142857143	30442.0	0.7690478450824519	0.22180929777469105	0.11325716454574167	0.3901316929010126							
IGF2BP2-3_RBFOX2-5_interaction	136.0	0.9253786764705884	32715.0	0.7825813694024147	0.14279730706817362	0.015529658600231283	0.6066183827039386							
IGF2BP2-3_RBFOX2-6_interaction	265.0	0.7872660377358491	19012.0	0.8700548863875448	-0.08278884865169567	-0.2092379164600058	2.0414893541869896e-21							
IGF2BP2-4_PCBP1-1_interaction	660.0	0.8478189393939395	29458.0	0.8670869712811461	-0.019268031887206605	-0.04107128345311447	0.004167783813133637							
IGF2BP2-4_PCBP1-2_interaction	1529.0	0.8806039895356442	36887.0	0.8190383603979722	0.06156562913767205	0.000503717735364438	0.9582894345120619							
IGF2BP2-4_PCBP1-3_interaction	1578.0	0.9034416983523447	28948.0	0.8645904725715076	0.038851225780837106	0.005393845615281114	0.5859009823441272							
IGF2BP2-4_PCBP1-4_interaction	2797.0	0.9203369681801931	29276.0	0.8833500990572482	0.03698686912294491	-0.07516584520852568	1.7636992366342687e-21							
IGF2BP2-4_PCBP1-5_interaction	1162.0	0.8966587779690189	29194.0	0.881152462834829	0.015506315134189985	-0.05707363177168158	3.5935306351807324e-07							
IGF2BP2-4_PCBP1-6_interaction	1873.0	0.8872568072610786	32897.0	0.8376431741496184	0.049613633111460165	-0.0005386498038475264	0.9521610895787778							
IGF2BP2-4_PTBP1-1_interaction	28.0	0.9914642857142856	27652.0	0.8834428070302328	0.10802147868405276	0.10460807186106409	0.11311042758039268							
IGF2BP2-4_PTBP1-2_interaction	31.0	0.9366290322580646	26269.0	0.8820853096806122	0.054543722577452436	0.13826134851614533	0.0277875334936397							
IGF2BP2-4_PTBP1-3_interaction	78.0	0.6827371794871795	35452.0	0.8007541041408102	-0.11801692465363067	-0.10150184794864943	0.010357827479199786							
IGF2BP2-4_PTBP1-4_interaction	162.0	0.8928827160493826	29727.0	0.8326818380596764	0.06020087798970619	0.15163048270712232	4.632163800032417e-08							
IGF2BP2-4_PTBP1-5_interaction	102.0	0.9794950980392158	30127.0	0.8625231022006837	0.11697199583853202	0.10547718617580847	0.00242673950885582							
IGF2BP2-4_PTBP1-6_interaction	0.0		27327.0	0.8718273502396897										
IGF2BP2-4_RBFOX2-1_interaction	154.0	0.9669253246753247	32854.0	0.8643993729835029	0.10252595169182177	0.033041554965188014	0.2440241309789305							
IGF2BP2-4_RBFOX2-2_interaction	10.0	0.9936000000000001	38810.0	0.8345809456325689	0.15901905436743125	0.08141836966387095	0.4598761027095075							
IGF2BP2-4_RBFOX2-3_interaction	0.0		47159.0	0.8133814648317395										
IGF2BP2-4_RBFOX2-4_interaction	29.0	0.6603620689655173	41554.0	0.8147728618183568	-0.15441079285283954	-0.22754251801520106	0.00044069506957682624							
IGF2BP2-4_RBFOX2-5_interaction	185.0	0.9421756756756757	43773.0	0.8218626436387727	0.12031303203690302	0.02325000499891125	0.3678040367503391							
IGF2BP2-4_RBFOX2-6_interaction	308.0	0.8155811688311688	30082.0	0.8951028023402698	-0.07952163350910102	-0.18800656982254182	2.6552812423056594e-20							
IGF2BP2-5_PCBP1-1_interaction	146.0	0.9731198630136987	22796.0	0.6911453325144762	0.2819745304992225	0.31510237389280155	5.063027703007316e-27							
IGF2BP2-5_PCBP1-2_interaction	205.0	0.9800853658536586	31845.0	0.6870984769979589	0.2929868888556997	0.3264678985768196	5.866634065794544e-40							
IGF2BP2-5_PCBP1-3_interaction	930.0	0.7515543010752689	22554.0	0.7031687062161922	0.048385594859076675	0.060305845876518244	1.1610087112828215e-06							
IGF2BP2-5_PCBP1-4_interaction	1088.0	0.8155533088235294	25004.0	0.7443772796352585	0.07117602918827093	0.03363369705627721	0.0033615669296239124							
IGF2BP2-5_PCBP1-5_interaction	1040.0	0.7878360576923077	21748.0	0.7148810005517748	0.07295505714053285	0.060207218556561935	4.0945372766876435e-07							
IGF2BP2-5_PCBP1-6_interaction	965.0	0.7429476683937825	27023.0	0.6965715686637309	0.04637609973005152	0.0709025789119621	3.52755639191496e-09							
IGF2BP2-5_PTBP1-1_interaction	8.0	0.9918125	20002.0	0.69224800019998	0.29956449980002	0.33828708379086936	0.0061412445158001445							
IGF2BP2-5_PTBP1-2_interaction	0.0		18641.0	0.6763210664663912										
IGF2BP2-5_PTBP1-3_interaction	0.0		27918.0	0.6401809764309765										
IGF2BP2-5_PTBP1-4_interaction	0.0		22361.0	0.6448798354277536										
IGF2BP2-5_PTBP1-5_interaction	0.0		22641.0	0.6873716487787642										
IGF2BP2-5_PTBP1-6_interaction	0.0		19637.0	0.6723102816112441										
IGF2BP2-5_RBFOX2-1_interaction	39.0	0.9977820512820514	25394.0	0.7086986689769237	0.28908338230512776	0.2963622966141963	1.2296101228276557e-07							
IGF2BP2-5_RBFOX2-2_interaction	0.0		31140.0	0.6996688985228003										
IGF2BP2-5_RBFOX2-3_interaction	319.0	0.21727742946708462	38831.0	0.7107044500527929	-0.4934270205857083	-0.4817591590812654	7.112468352696223e-130							
IGF2BP2-5_RBFOX2-4_interaction	0.0		33922.0	0.6860769854371794										
IGF2BP2-5_RBFOX2-5_interaction	0.0		36453.0	0.70506486434587										
IGF2BP2-5_RBFOX2-6_interaction	201.0	0.7258059701492537	22606.0	0.7305510705122534	-0.004745100362999688	-0.04396565587436971	0.07961381540940435							
IGF2BP2-6_PCBP1-1_interaction	611.0	0.8237700490998364	38181.0	0.7220802493386763	0.1016897997611601	0.1331144808247736	2.5179050612277685e-19							
IGF2BP2-6_PCBP1-2_interaction	1645.0	0.7779182370820668	45280.0	0.7124564487632509	0.06546178831881588	0.09159938946091228	4.9130054554851306e-23							
IGF2BP2-6_PCBP1-3_interaction	1294.0	0.7960544822256568	38141.0	0.7271404000943865	0.06891408213127026	0.07501122227696418	1.729116588322476e-12							
IGF2BP2-6_PCBP1-4_interaction	1942.0	0.8470553553038106	39611.0	0.7481251041377395	0.09893025116607113	0.032003782733859294	0.0003081874399478695							
IGF2BP2-6_PCBP1-5_interaction	1116.0	0.8449484767025089	37911.0	0.7342697106380734	0.1106787660644355	0.0857748512837891	4.1020793197104843e-14							
IGF2BP2-6_PCBP1-6_interaction	2998.0	0.8230043362241495	39272.0	0.7093985918720718	0.11360574435207771	0.14985309683655	3.387756456042923e-89							
IGF2BP2-6_PTBP1-1_interaction	53.0	0.9838207547169814	36227.0	0.7258349159466696	0.2579858387703118	0.29588988355301593	8.366210799572201e-10							
IGF2BP2-6_PTBP1-2_interaction	83.0	0.9943554216867471	34790.0	0.7179974417936188	0.27635797989312827	0.40012926030592433	5.743924597928991e-25							
IGF2BP2-6_PTBP1-3_interaction	192.0	0.21121093749999997	43849.0	0.691654553125499	-0.480443615625499	-0.3844734331877231	1.1859791897120101e-51							
IGF2BP2-6_PTBP1-4_interaction	95.0	0.3338157894736842	38486.0	0.6987898456581614	-0.3649740561844772	-0.22192306254066613	7.534383424857985e-10							
IGF2BP2-6_PTBP1-5_interaction	54.0	0.989824074074074	38848.0	0.7205718054983525	0.2692522685757215	0.31118810289876286	6.703890955248028e-11							
IGF2BP2-6_PTBP1-6_interaction	7.0	0.9970714285714285	35938.0	0.7158186599142968	0.28125276865713167	0.3921880686548587	0.002953696214613697							
IGF2BP2-6_RBFOX2-1_interaction	432.0	0.9619236111111112	40923.0	0.7277157588642085	0.23420785224690277	0.23458886944863552	4.244289684548765e-42							
IGF2BP2-6_RBFOX2-2_interaction	151.0	0.9447483443708609	47153.0	0.7218897737153521	0.22285857065550874	0.23277366604325397	3.887602606721142e-16							
IGF2BP2-6_RBFOX2-3_interaction	384.0	0.3482591145833333	55016.0	0.7271596899083903	-0.378900575325057	-0.38177838017261273	2.8199103316985437e-99							
IGF2BP2-6_RBFOX2-4_interaction	21.0	0.9988809523809524	50195.0	0.7125818009761927	0.2862991514047597	0.30898105395094805	4.9963840921970115e-05							
IGF2BP2-6_RBFOX2-5_interaction	23.0	0.9996739130434784	52722.0	0.7244155665566556	0.2752583464868228	0.27621896876992774	0.0001481268603150018							
IGF2BP2-6_RBFOX2-6_interaction	216.0	0.7446412037037037	38891.0	0.7462348486796432	-0.001593644975939501	-0.06247539627143851	0.009652618259391845							
MBNL1-1_RBFOX2-1_interaction	44.0	0.06755681818181819	12066.0	0.6958280706116361	-0.628271252429818	-0.4145980130299105	8.28201472015625e-15							
MBNL1-1_RBFOX2-2_interaction	4.0	0.9934999999999999	17814.0	0.6796355113955315	0.3138644886044685	0.5517217501332192	0.0015792660585820745							
MBNL1-1_RBFOX2-3_interaction	0.0		26151.0	0.690729723528737										
MBNL1-1_RBFOX2-4_interaction	3.0	0.5	20598.0	0.6601315176230702	-0.1601315176230702	0.08175147893783517	0.6850150400405756							
MBNL1-1_RBFOX2-5_interaction	0.0		23135.0	0.6928469850875297										
MBNL1-1_RBFOX2-6_interaction	0.0		9690.0	0.7362122807017544										
MBNL1-2_RBFOX2-1_interaction	163.0	0.8900460122699385	12614.0	0.6841085302045345	0.20593748206540397	0.38689598224250316	5.304276848211709e-42							
MBNL1-2_RBFOX2-2_interaction	207.0	0.8387415458937197	18194.0	0.6752462075409476	0.1634953383527722	0.36308134238516854	5.126559266760435e-46							
MBNL1-2_RBFOX2-3_interaction	158.0	0.8863797468354431	26621.0	0.6874599188610496	0.19891982797439345	0.40187539779699577	2.65594829378673e-44							
MBNL1-2_RBFOX2-4_interaction	0.0		21390.0	0.6600319074333801										
MBNL1-2_RBFOX2-5_interaction	0.0		23921.0	0.6917231094017807										
MBNL1-2_RBFOX2-6_interaction	10.0	0.9913999999999998	10456.0	0.729893123565417	0.2615068764345828	0.39639823247630157	0.0003373875774511895							
MBNL1-3_RBFOX2-1_interaction	0.0		13544.0	0.7163749261665683										
MBNL1-3_RBFOX2-2_interaction	2.0	0.997	19208.0	0.6982383642232404	0.2987616357767596	0.33698398905510907	0.17203673851902193							
MBNL1-3_RBFOX2-3_interaction	512.0	0.7502548828125	26517.0	0.7012779537655088	0.048976929046991136	0.10111663481830212	3.0890426620620283e-09							
