Feature-Feature Interaction	HepG2 - Interaction SHAP	K562 - Interaction SHAP	HepG2 - F1 (1st Individual Feature in Interaction) SHAP	K562 - F1 (1st Individual Feature in Interaction) SHAP	HepG2 - F2 (2nd Individual Feature in Interaction) SHAP	K562 - F2 (2nd Individual Feature in Interaction) SHAP	HepG2 - Both Bound: # Points	K562 - Both Bound: # Points	HepG2 - Both Bound: Average	K562 - Both Bound: Average	HepG2 - Both Bound: Median	K562 - Both Bound: Median	HepG2 - F1 Bound Only: # Points	K562 - F1 Bound Only: # Points	HepG2 - F1 Bound Only: Average	K562 - F1 Bound Only: Average	HepG2 - F1 Bound Only: Median	K562 - F1 Bound Only: Median	HepG2 - F2 Bound Only: # Points	K562 - F2 Bound Only: # Points	HepG2 - F2 Bound Only: Average	K562 - F2 Bound Only: Average	HepG2 - F2 Bound Only: Median	K562 - F2 Bound Only: Median	HepG2 - Both Bound vs F1 Bound Only: Abs(Diff Average)	HepG2 - Both Bound vs F1 Bound Only: Abs(Diff Median)	K562 - Both Bound vs F1 Bound Only: Abs(Diff Average)	K562 - Both Bound vs F1 Bound Only: Abs(Diff Median)	HepG2 - Both Bound vs F2 Bound Only: Abs(Diff Average)	HepG2 - Both Bound vs F2 Bound Only: Abs(Diff Median)	K562 - Both Bound vs F2 Bound Only: Abs(Diff Average)	K562 - Both Bound vs F2 Bound Only: Abs(Diff Median)	Statistical Testing Directionality	HepG2 - Both Bound vs F1 Bound Only: Mann-Whitney U	K562 - Both Bound vs F1 Bound Only: Mann-Whitney U	HepG2 - Both Bound vs F2 Bound Only: Mann-Whitney U	K562 - Both Bound vs F2 Bound Only: Mann-Whitney U	HepG2 - Both Bound vs F1 Bound Only: Welch's t-test	K562 - Both Bound vs F1 Bound Only: Welch's t-test	HepG2 - Both Bound vs F2 Bound Only: Welch's t-test	K562 - Both Bound vs F2 Bound Only: Welch's t-test	All MWU Significant	Rec-Y2H	Street et al | IP-MS	Street et al | IP/SEC-MS (Both)	Rec-Y2H/Street et al. IP-MS (Union)
KHSRP_2-U2AF2_5-interaction-shap	-0.1004495769739151	-0.011042213998734951	-0.23931440711021423	-0.14459437131881714	-0.14822599291801453	-0.00855240412056446	10292	27599	0.6761704236300039	0.7690959455052718	0.956	0.985	46424	257148	0.7756220273996208	0.8085631659589031	0.987	0.991	357207	266529	0.7867526588224756	0.8234731717749287	0.982	0.989	0.09945160376961693	0.031000000000000028	0.03946722045363127	0.006000000000000005	0.11058223519247168	0.026000000000000023	0.05437722626965691	0.0040000000000000036	less	3.1417732781990846e-156	9.124124867158643e-72	2.090970315149557e-166	3.237511190474371e-59	4.696793470913846e-115	6.704207091651468e-63	1.1296402282810239e-161	2.554064027936583e-118	true	None	False	False	False
GRWD1_1-SF3B4_4-interaction-shap	0.08492103219032288	0.0004483558877836913	-0.1194198951125145	-0.028099393472075462	-0.5196917057037354	-0.025939391925930977	2166	2200	0.912343028624192	0.9863127272727272	0.991	0.999	405805	124906	0.8149109498404405	0.8433041647318784	0.992	0.996	12817	62784	0.7404329406257314	0.8801612831294597	0.991	0.997	0.09743207878375149	0.0010000000000000009	0.14300856254084882	0.0030000000000000027	0.17191008799846064	0.0	0.10615144414326749	0.0020000000000000018	greater	2.4013169529436696e-12	1.710881772616726e-33	9.688456160152078e-31	2.0561299086023018e-28	5.721789374671116e-78	0.0	4.4289557247888526e-162	0.0	true	None	False	False	False
FTO_1-AQR_2-interaction-shap	0.08705529570579529	0.012639184482395649	-0.059168778359889984	-0.1383020132780075	-0.24430587887763977	-0.24864131212234497	3617	5920	0.8794542438484932	0.8062777027027027	0.997	0.997	6320	17656	0.783291930379747	0.7181542251925691	0.979	0.979	402906	1360211	0.7959391768799672	0.8163482628798033	0.992	0.992	0.09616231346874626	0.018000000000000016	0.08812347751013361	0.018000000000000016	0.08351506696852606	0.0050000000000000044	0.010070560177100618	0.0050000000000000044	greater	3.3921220885564873e-97	9.677979993251227e-104	1.155662695459907e-44	7.050908592853182e-6	7.441666097310764e-45	5.236781902760509e-52	4.4633283833969235e-61	0.9802942125874117	true	None	None	None	None
ZNF800_2-SF3B4_3-interaction-shap	0.007868521846830845	0.010885602794587612	-0.02040981315076351	-0.4703950583934784	1.04224693775177	1.2349843978881836	5967	10341	0.9298185017596782	0.9780417754569191	1.0	1.0	71016	68555	0.8361035682099809	0.8160251914521188	0.997	0.997	243639	546889	0.9524650240725007	0.9620273108436995	0.999	1.0	0.09371493354969729	0.0030000000000000027	0.16201658400480023	0.0030000000000000027	0.022646522312822492	0.0010000000000000009	0.016014464613219537	0.0	greater	7.716465456349105e-187	7.0419055700717735e-273	2.771452587158553e-87	7.66691582355815e-55	3.2806698188203324e-171	0.0	0.9999999999999469	2.5217812084537905e-67	true	None	False	False	False
AQR_2-YBX3_5-interaction-shap	0.007925310172140598	0.0003398293338250369	-0.24430587887763977	-0.24864131212234497	-0.09021826833486557	-0.012210392393171787	8128	116476	0.8818780757874016	0.8207928929564889	1.0	0.997	398395	1249655	0.7949440906637886	0.8158862870152163	0.992	0.992	18888	337697	0.7783043202033038	0.8393803231891311	0.998	0.995	0.08693398512361306	0.008000000000000007	0.004906605941272679	0.0050000000000000044	0.10357375558409787	0.0020000000000000018	0.0185874302326422	0.0020000000000000018	greater	0.0	2.26699804652768e-272	2.6440773803162407e-124	2.187514298521889e-35	4.313709040704018e-126	3.7682772414814733e-6	2.8753406739222686e-112	1.0	true	None	None	None	None
BUD13_2-NCBP2_2-interaction-shap	0.1583499312400818	0.00005380244328989647	-0.0029569657053798437	-0.10637129843235016	-0.31789401173591614	-0.0036090249195694923	8343	4778	0.8955240321227376	0.8386412724989535	0.998	0.997	105213	259158	0.8118958208586391	0.8214877063413053	0.993	0.991	100295	22754	0.7015260381873474	0.8021856376900764	0.962	0.985	0.08362821126409847	0.0050000000000000044	0.01715356615764818	0.006000000000000005	0.1939979939353902	0.03600000000000003	0.036455634808877035	0.01200000000000001	greater	3.263631826073213e-55	1.798243389747161e-22	0.0	5.525124107990022e-89	4.804815583658533e-147	0.000488501860605167	0.0	5.650689643357105e-11	true	None	False	False	False
ZNF800_2-SF3B4_5-interaction-shap	0.08126452565193176	0.0045724003575742245	-0.02040981315076351	-0.4703950583934784	-0.23675884306430817	-0.22762475907802582	8688	17286	0.9128975598526704	0.8578137799375217	0.998	0.998	68295	61610	0.834522351563072	0.8314943677974355	0.997	0.997	368602	1011357	0.8080846929750787	0.829011023802673	0.988	0.991	0.07837520828959843	0.0010000000000000009	0.026319412140086262	0.0010000000000000009	0.10481286687759173	0.010000000000000009	0.028802756134848728	0.007000000000000006	greater	9.902052161319964e-19	5.848142697937603e-41	7.200160027317282e-200	4.99014053421628e-265	6.490611878126826e-164	1.7907767071854274e-20	0.0	8.177027885474063e-31	true	None	False	False	False
GRWD1_1-IGF2BP1_6-interaction-shap	0.0018594791181385517	0.0003745857684407383	-0.1194198951125145	-0.028099393472075462	-0.015726618468761444	-0.22630161046981812	2256	552	0.8899632092198582	0.8752355072463768	1.0	1.0	405715	126554	0.8150137806095411	0.8456509316181235	0.992	0.996	49736	125319	0.8110620878237091	0.8038332016693399	0.992	0.994	0.07494942861031706	0.008000000000000007	0.02958457562825323	0.0040000000000000036	0.07890112139614902	0.008000000000000007	0.07140230557703686	0.006000000000000005	greater	1.4523301241996606e-46	1.0072675818388426e-24	2.9926573441112725e-57	2.4631340898207803e-34	2.451641336340538e-38	0.01752710202869723	6.637003293837336e-40	2.3691556168953625e-7	true	None	False	False	False
SND1_2-IGF2BP1_4-interaction-shap	0.018139833584427834	0.014905736781656742	-0.18224208056926727	-0.24509850144386292	1.2440402507781982	1.492333173751831	3871	4859	0.9616373030224749	0.9872162996501338	1.0	0.998	120999	118264	0.8899981652740933	0.8669800615571941	0.998	0.997	31417	78824	0.9610973994970875	0.9825916091545721	1.0	0.999	0.0716391377483816	0.0020000000000000018	0.1202362380929397	0.0010000000000000009	0.000539903525387353	0.0	0.00462469049556169	0.0010000000000000009	greater	6.2202491968829705e-140	1.309658111491828e-63	7.041821349072615e-48	0.03484871976652413	2.752062555858322e-200	0.0	0.40575502233631333	4.658849386317314e-12	true	None	False	False	False
PRPF8_2-U2AF2_6-interaction-shap	-0.08217179030179977	-0.017247013747692108	-0.17347882688045502	-0.15538087487220764	-0.07305508106946945	-0.02949175052344799	14011	9871	0.7236610520305474	0.7356958768108601	0.986	0.992	1223471	925093	0.7944466391111845	0.8083622273652487	0.988	0.99	33002	14621	0.8164740015756621	0.827091170234594	0.996	0.996	0.07078558708063709	0.0020000000000000018	0.07266635055438853	0.0020000000000000018	0.09281294954511465	0.010000000000000009	0.09139529342373387	0.0040000000000000036	less	7.4888027024470215e-47	0.0031033050202090833	3.7907256624264727e-152	8.960931131022204e-37	2.211667082746806e-90	6.270608084234456e-69	6.615158784057699e-119	2.269159171196028e-75	true	None	False	False	False
AQR_5-CSTF2T_6-interaction-shap	-0.017842905595898628	-0.003963970113545656	-0.11271006613969803	-0.43198004364967346	-0.10856673866510391	-0.0018443348817527294	2843	4202	0.7507337319732676	0.7923943360304617	0.976	0.976	387564	390956	0.8123627762124449	0.8221794933445197	0.993	0.992	7365	28078	0.8211766463000679	0.8143713583588574	0.99	0.992	0.061629044239177255	0.017000000000000015	0.029785157314057953	0.016000000000000014	0.07044291432680028	0.014000000000000012	0.021977022328395712	0.016000000000000014	less	3.828020522029644e-55	3.8070186462060174e-52	1.2569010740792768e-43	7.252218056565796e-46	1.0262858416551583e-16	4.2243532993661935e-8	6.513094206433152e-17	0.0000958389522755699	true	None	False	False	False
LIN28B_1-AQR_2-interaction-shap	0.0012988613452762365	0.0001788820227375254	-0.00016767032502684742	-0.008512292988598347	-0.24430587887763977	-0.24864131212234497	4883	33729	0.8492875281589187	0.8590603338373506	1.0	0.998	44676	101966	0.9051562136270033	0.873723456838554	0.999	0.997	401640	1332402	0.7960426874813264	0.8152222865171324	0.992	0.992	0.055868685468084545	0.0010000000000000009	0.014663123001203426	0.0010000000000000009	0.053244840677592276	0.008000000000000007	0.04383804732021823	0.006000000000000005	greater	7.319347049378159e-12	5.671735334452495e-15	2.126834608779147e-160	0.0	1.0	0.9999999999996333	3.880881268917182e-26	2.631033097172001e-126	true	None	False	False	False
ZNF800_1-ZNF800_6-interaction-shap	0.029436076059937477	0.00810113362967968	-0.06887287646532059	-0.02342391014099121	-0.2288980782032013	-0.0059967441484332085	9646	4860	0.8070769230769231	0.9329012345679012	0.999	0.999	50128	66940	0.8605382620491543	0.8650559157454436	0.997	0.998	68554	91194	0.8159527088134901	0.8406063995438295	0.997	0.997	0.053461338972231154	0.0020000000000000018	0.06784531882245759	0.0010000000000000009	0.008875785736566999	0.0020000000000000018	0.09229483502407165	0.0020000000000000018	greater	9.552415239969685e-6	1.194435131148621e-12	7.930796972038358e-19	3.6064467581555356e-47	1.0	5.6151580416264906e-92	0.9892620730939815	4.938637448269184e-167	true				
LIN28B_4-ZNF800_6-interaction-shap	0.015602603554725647	0.0014734634896740317	1.6433429718017578	1.5384678840637207	-0.2288980782032013	-0.0059967441484332085	4336	5955	0.939581872693727	0.9894712006717045	1.0	1.0	45977	153808	0.9914869173717293	0.9764088408925414	1.0	0.999	73864	90099	0.8075362693599046	0.8357457796423934	0.997	0.997	0.05190504467800239	0.0	0.013062359779163035	0.0010000000000000009	0.13204560333382231	0.0030000000000000027	0.15372542102931108	0.0030000000000000027	greater	7.61290914006678e-42	1.0797577465574433e-152	0.0	0.0	1.0	5.387753786111085e-97	3.089080190585904e-305	0.0	true	None	False	False	False
U2AF1_2-AQR_5-interaction-shap	0.01983262039721012	0.0003186795220244676	-0.2576357126235962	-0.0036983455065637827	-0.11271006613969803	-0.43198004364967346	1873	1102	0.696438868126001	0.9949029038112523	0.999	1.0	7377	13000	0.6455849261217297	0.7493664615384614	0.965	0.989	388534	394056	0.8124706537909167	0.8213788497066405	0.993	0.992	0.05085394200427129	0.03400000000000003	0.24553644227279092	0.01100000000000001	0.11603178566491568	0.006000000000000005	0.1735240541046118	0.008000000000000007	greater	8.31818176915541e-35	4.84455816044162e-156	0.003817742804832704	1.246412496109897e-130	4.313521631311725e-6	0.0	1.0	0.0	true	None	None	None	None
GRWD1_1-SF3B4_5-interaction-shap	-0.0034544682130217552	-0.0823298916220665	-0.1194198951125145	-0.028099393472075462	-0.23675884306430817	-0.22762475907802582	48113	29959	0.7709601978675202	0.7652417303648319	0.983	0.989	359858	97147	0.8213736112577739	0.8706162928345703	0.992	0.998	329177	998684	0.8162772004119364	0.831422546070629	0.989	0.991	0.050413413390253625	0.009000000000000008	0.10537456246973842	0.009000000000000008	0.045317002544416174	0.006000000000000005	0.06618081570579715	0.0020000000000000018	less	0.0	0.0	2.910056903671215e-128	4.192691075935199e-102	9.716870316394195e-178	0.0	2.2218595045752226e-143	1.2479032422305625e-195	true	None	False	False	False
U2AF2_3-U2AF2_5-interaction-shap	-0.00472679128870368	-0.00040803480078466237	0.09508994966745377	0.018797004595398903	-0.14822599291801453	-0.00855240412056446	50197	33421	0.7814069565910314	0.8397252625594686	0.974	0.985	251580	152559	0.8307164162493044	0.8837684043550363	0.989	0.996	317302	260707	0.7840115032366641	0.8156332664638846	0.982	0.989	0.049309459658272936	0.015000000000000013	0.044043141795567786	0.01100000000000001	0.0026045466456326993	0.008000000000000007	0.02409199609558399	0.0040000000000000036	less	0.0	0.0	2.0241011640184615e-33	2.3157536912912154e-21	1.8622747299133095e-186	3.7394147187730944e-135	0.06119388016782152	1.0	true				
GRWD1_1-PRPF8_2-interaction-shap	-0.001733679324388504	-0.006902735214680433	-0.1194198951125145	-0.028099393472075462	-0.17347882688045502	-0.15538087487220764	135546	29211	0.78279558231154	0.7808958269145185	0.988	0.992	272425	97895	0.8316647260713959	0.865140099085755	0.993	0.997	1101936	905753	0.7949797710574843	0.8084561066869225	0.988	0.99	0.04886914375985585	0.0050000000000000044	0.08424427217123642	0.0050000000000000044	0.012184188745944291	0.0	0.02756027977240394	0.0020000000000000018	less	0.0	0.0	4.041112703089241e-14	2.5776532187931705e-11	0.0	6.26370693502783e-270	5.4790440741211545e-31	1.8449660624537176e-36	true	None	False	False	False
DDX3X_4-RPS3_6-interaction-shap	0.007655491586774588	0.07716823369264603	0.321524053812027	0.7766348123550415	-0.31415191292762756	-0.3705510199069977	7509	4329	0.9890957517645492	0.9937562947562947	0.999	0.998	31135	67663	0.9410136181146619	0.9327368281039858	0.997	0.993	106562	77167	0.7884855295508718	0.7759302162841628	0.998	0.997	0.04808213364988734	0.0020000000000000018	0.06101946665230884	0.0050000000000000044	0.2006102222136774	0.0010000000000000009	0.21782607847213187	0.0010000000000000009	greater	4.743496853938339e-109	3.856022586009801e-187	4.258454089555294e-177	2.4298921069628716e-80	0.0	0.0	0.0	0.0	true	False	False	False	False
AQR_2-AQR_5-interaction-shap	-0.03891296684741974	-0.12485013157129288	-0.24430587887763977	-0.24864131212234497	-0.11271006613969803	-0.43198004364967346	113825	195851	0.7623441071820778	0.7519357266493406	0.993	0.986	292698	1170280	0.8100357296599224	0.8270770131934239	0.992	0.993	276582	199307	0.8323140515290222	0.8905772652240012	0.993	0.995	0.04769162247784464	0.0010000000000000009	0.07514128654408325	0.007000000000000006	0.06996994434694437	0.0	0.13864153857466055	0.009000000000000008	less	4.0172552720377067e-56	0.0	7.226398630455943e-204	0.0	5.08244790153332e-276	0.0	0.0	0.0	true				
EFTUD2_2-U2AF2_5-interaction-shap	-0.005137141793966293	-0.03358536213636398	-0.1441425085067749	-0.11188114434480667	-0.14822599291801453	-0.00855240412056446	33961	33574	0.7305672388916697	0.7360079525823554	0.967	0.983	317237	333397	0.7734896150196856	0.8146596430081855	0.987	0.993	333538	260554	0.7890612433965545	0.8289837384956669	0.983	0.989	0.04292237612801586	0.020000000000000018	0.07865169042583009	0.010000000000000009	0.05849400450488473	0.016000000000000014	0.09297578591331146	0.006000000000000005	less	1.7709207542188812e-298	2.0049847982544263e-291	0.0	1.4909554947575036e-257	1.0288258826812818e-83	5.962826682746568e-270	7.013018585067197e-155	0.0	true	False	False	False	False
EFTUD2_2-RBM15_2-interaction-shap	0.04053311049938202	0.0034626994747668505	-0.1441425085067749	-0.11188114434480667	-0.2698010206222534	-0.012530762702226639	4953	19718	0.8071635372501514	0.8168605842377524	0.991	0.996	346245	347253	0.7687979263238459	0.8069302641013901	0.985	0.992	7712	157019	0.7611913900414937	0.824445149950006	0.983	0.989	0.03836561092630553	0.006000000000000005	0.009930320136362303	0.0040000000000000036	0.04597214720865772	0.008000000000000007	0.0075845657122535215	0.007000000000000006	greater	9.335691049193625e-16	3.696072006960167e-18	4.437091136334913e-23	4.2951766001092585e-14	4.627803312989233e-14	0.000029749447297543052	5.056667815140401e-12	0.998569951851292	true	False	None	None	False
EFTUD2_2-U2AF2_3-interaction-shap	-0.004626105073839426	-0.0004187151207588613	-0.1441425085067749	-0.11188114434480667	0.09508994966745377	0.018797004595398903	28839	28482	0.7358698984014702	0.7978827680640403	0.974	0.988	322359	338489	0.7723332278608631	0.808270032408734	0.986	0.993	272938	157498	0.8316693498157091	0.8899540629087352	0.988	0.995	0.0364633294593929	0.01200000000000001	0.010387264344693614	0.0050000000000000044	0.09579945141423885	0.014000000000000012	0.0920712948446949	0.007000000000000006	less	7.171246553696478e-59	5.3043269814046476e-17	0.0	0.0	3.6543619945559e-55	4.3205366963981293e-7	0.0	0.0	true	False	False	False	False
SF3B4_3-QKI_4-interaction-shap	0.00014316840679384768	0.00003247614222345874	1.04224693775177	1.2349843978881836	-0.9727888107299805	-0.00007295051182154566	600	922	0.9866983333333333	0.9910932754880695	1.0	1.0	249006	556308	0.9518398512485643	0.9622768250681278	0.999	1.0	19155	10268	0.5465236230749152	0.7862551616673159	0.645	0.977	0.03485848208476905	0.0010000000000000009	0.02881645041994163	0.0	0.44017471025841814	0.355	0.20483811382075356	0.02300000000000002	greater	0.017618474929318957	9.888440153213042e-19	1.3934390045750858e-142	1.906436949494364e-124	4.455871328187984e-192	1.485175966446636e-97	0.0	0.0	true	False	False	False	False
IGF2BP1_1-IGF2BP1_2-interaction-shap	0.014317872934043407	0.009319974109530449	-0.395353227853775	-0.019772345200181007	-0.09855891764163971	-0.2793510854244232	10080	17306	0.8462467261904764	0.8818288454871143	0.999	0.997	25100	48669	0.8122846613545818	0.7971338428979431	0.997	0.995	29251	66810	0.8099925472633414	0.8390009429726089	0.995	0.995	0.03396206483589459	0.0020000000000000018	0.08469500258917118	0.0020000000000000018	0.036254178927135006	0.0040000000000000036	0.04282790251450541	0.0020000000000000018	greater	8.475442723544167e-14	2.2926887269345035e-106	2.1413787119386715e-22	2.872383454942068e-45	5.0463751094605855e-19	3.8387935408908206e-204	1.1867240925033564e-21	2.524269922331342e-63	true				
DDX55_2-GTF2F1_2-interaction-shap	0.0033526925835758448	0.000031678246159572154	-0.507893979549408	-0.024547027423977852	-0.007730825804173946	-0.010980391874909401	198	1255	0.6722878787878788	0.8063721115537849	0.998	0.997	9278	17497	0.6393163397283897	0.77683351431674	0.988	0.985	57300	61745	0.7579962827225131	0.7957334682970281	0.979	0.986	0.03297153905948902	0.010000000000000009	0.029538597237044883	0.01200000000000001	0.0857084039346343	0.019000000000000017	0.010638643256756786	0.01100000000000001	greater	1.0543497816293557e-6	5.011601888852527e-33	0.016609431582758925	3.5425205300126095e-23	0.1269953839436152	0.004529275652591655	0.9985124210821837	0.16814109792980983	true	None	None	None	None
SF3B4_5-RPS3_6-interaction-shap	0.02282438613474369	0.015482621267437935	-0.23675884306430817	-0.22762475907802582	-0.31415191292762756	-0.3705510199069977	21218	23920	0.8415519841643888	0.8529293896321071	0.999	0.998	356072	1004723	0.8086477959513806	0.8289371299353154	0.987	0.991	92853	57576	0.7925825229125606	0.7603186570793387	0.998	0.997	0.03290418821300822	0.01200000000000001	0.02399225969679164	0.007000000000000006	0.04896946125182822	0.0010000000000000009	0.09261073255276842	0.0010000000000000009	greater	0.0	2.2409254280789244e-249	8.564731098235142e-101	8.506812244886498e-133	1.9264555726448733e-42	1.063776568859399e-29	1.3619231333064584e-75	5.439801142001702e-254	true	False	False	False	False
U2AF1_5-IGF2BP1_6-interaction-shap	0.0005202044267207384	0.007308549247682095	-0.16416513919830322	-0.27911970019340515	-0.015726618468761444	-0.22630161046981812	520	2331	0.7529596153846153	0.9786121836121836	1.0	0.998	41652	98422	0.7843714347450302	0.7840498567393469	0.981	0.986	51472	123540	0.8151072816288468	0.8008544439048081	0.992	0.994	0.03141181936041493	0.019000000000000017	0.1945623268728367	0.01200000000000001	0.062147666244231514	0.008000000000000007	0.17775773970737552	0.0040000000000000036	greater	6.985204207198458e-10	9.118028501115939e-131	0.000031897907670855736	1.4010861271485822e-58	0.9536053027359053	0.0	0.9995442501696089	0.0	true	False	False	False	False
BUD13_3-RPS3_6-interaction-shap	0.019766608253121376	0.002249103505164385	0.7667649984359741	1.022349238395691	-0.31415191292762756	-0.3705510199069977	3707	4626	0.9924688427299703	0.9866941201902292	0.999	1.0	109113	291464	0.9623285034780455	0.962228776109571	1.0	1.0	110364	76870	0.7952831811097822	0.7755136073890985	0.998	0.997	0.03014033925192472	0.0010000000000000009	0.024465344080658147	0.0	0.19718566162018802	0.0010000000000000009	0.2111805128011307	0.0030000000000000027	greater	2.0729313793434167e-25	2.7397138804538273e-44	6.432444391154706e-104	3.5628331551879945e-210	0.0	6.900176178016664e-288	0.0	0.0	true	False	False	False	False
SF3B4_3-SND1_5-interaction-shap	0.0030775642953813076	0.001205145730637014	1.04224693775177	1.2349843978881836	0.07166808098554611	0.07472868263721466	17368	22887	0.9798880124366651	0.9858012408791017	1.0	0.999	232238	534343	0.949832318569743	0.9613189486902607	0.998	1.0	144054	125507	0.9027221180946035	0.8920037448110464	0.998	0.997	0.030055693866922084	0.0020000000000000018	0.024482292188841015	0.0010000000000000009	0.07716589434206167	0.0020000000000000018	0.09379749606805532	0.0020000000000000018	greater	0.0	2.906862768189384e-28	0.0	9.867388814720416e-264	1.4449872492060175e-229	0.0	0.0	0.0	true	None	False	False	False
RBM22_4-PCBP1_6-interaction-shap	0.09704359620809555	0.005275903735309839	0.6834766268730164	0.4519733190536499	-0.6424940824508667	-0.4523454010486603	782	1108	0.9976969309462916	0.9953736462093863	1.0	1.0	74537	104861	0.9722522773924359	0.960315856228722	1.0	0.999	11825	27947	0.7816394080338265	0.7128332200236163	0.993	0.989	0.025444653553855723	0.0	0.03505778998066433	0.0010000000000000009	0.21605752291246516	0.007000000000000006	0.28254042618577	0.01100000000000001	greater	3.9591718678582505e-19	3.236303222983255e-30	1.1344061259849969e-80	7.381612347587241e-141	0.0	0.0	0.0	0.0	true	False	False	False	False
AQR_3-RPS3_6-interaction-shap	0.01134873554110527	0.028427978977560997	1.1179728507995605	0.6514191031455994	-0.31415191292762756	-0.3705510199069977	19741	9704	0.985688009725951	0.9721727122835944	1.0	0.999	276367	343048	0.9619430974030907	0.9373351426039505	0.999	0.997	94330	71792	0.763185073677515	0.7625391965678627	0.997	0.997	0.023744912322860356	0.0010000000000000009	0.03483756967964391	0.0020000000000000018	0.22250293604843607	0.0030000000000000027	0.20963351571573163	0.0020000000000000018	greater	0.0	1.3581189250983384e-156	0.0	1.7416180408085019e-307	0.0	6.756701246212326e-135	0.0	0.0	true	None	False	False	False
IGF2BP1_4-IGF2BP1_5-interaction-shap	0.1489149034023285	0.040685612708330154	1.2440402507781982	1.492333173751831	-0.11690355837345123	-0.05651776120066643	11679	33122	0.9764864286325883	0.9887315077591933	1.0	0.999	23609	50561	0.953573213604981	0.9790138644409723	0.999	0.998	38975	85007	0.7578895958948044	0.7884816779794606	0.991	0.993	0.022913215027607237	0.0010000000000000009	0.009717643318221003	0.0010000000000000009	0.21859683273778385	0.009000000000000008	0.2002498297797327	0.006000000000000005	greater	7.283996044580791e-105	4.382153613538319e-57	0.0	0.0	1.8105576436292655e-69	3.5581649420653303e-196	0.0	0.0	true				
UCHL5_4-UCHL5_6-interaction-shap	0.015430904924869537	0.027626603841781616	0.038066085427999496	1.206385850906372	-0.2533913552761078	-0.09547325223684311	4597	114445	0.9948751359582337	0.974826064922015	1.0	1.0	41843	292919	0.9731894940611332	0.9697435707482275	1.0	1.0	60529	427268	0.7954647028696987	0.790914814589438	0.99	0.991	0.021685641897100538	0.0	0.005082494173787477	0.0	0.199410433088535	0.010000000000000009	0.18391125033257694	0.009000000000000008	greater	9.786524087773681e-55	2.6064101878863716e-79	0.0	0.0	0.0	3.678609825411851e-45	0.0	0.0	true				
RBM22_4-SRSF1_6-interaction-shap	0.014028278179466724	0.004138760734349489	0.6834766268730164	0.4519733190536499	-0.0006028373609296978	-0.18778449296951294	1355	2146	0.9938051660516605	0.9917772600186394	1.0	1.0	73964	103823	0.972126453409767	0.960039692553673	1.0	0.999	31031	102356	0.7955242177177662	0.8241241158310211	0.99	0.994	0.02167871264189347	0.0	0.031737567464966365	0.0010000000000000009	0.1982809483338943	0.010000000000000009	0.16765314418761834	0.006000000000000005	greater	1.3074447886000514e-16	3.302712908463388e-32	1.6927406640986972e-111	6.305682682202721e-144	0.0	0.0	0.0	0.0	true	False	False	False	False
AQR_4-GRWD1_6-interaction-shap	0.0007417799206450582	0.04190850630402565	0.7352287769317627	1.1961925029754639	-0.2737436294555664	-0.32360902428627014	30263	35700	0.9459481875557613	0.9582411204481792	0.999	0.998	218470	929320	0.9665253764818968	0.961536535316145	0.999	0.999	473377	135078	0.7760167667630662	0.7665329587349532	0.988	0.99	0.02057718892613558	0.0	0.003295414867965807	0.0010000000000000009	0.16993142079269508	0.01100000000000001	0.19170816171322602	0.008000000000000007	greater	1.5561894759667233e-7	0.00009020321534809728	0.0	0.0	1.0	0.9999505846526912	0.0	0.0	true	None	None	None	None
UCHL5_4-ZNF800_6-interaction-shap	0.019075993448495865	0.0007841723854653537	0.038066085427999496	1.206385850906372	-0.2288980782032013	-0.0059967441484332085	3862	21058	0.9565706887622993	0.9897334504701302	1.0	0.999	42578	386306	0.9770382122222744	0.9701596118103265	1.0	1.0	74338	74996	0.8074956280771611	0.8047142914288763	0.997	0.996	0.020467523459975046	0.0	0.019573838659803666	0.0010000000000000009	0.1490750606851382	0.0030000000000000027	0.18501915904125388	0.0030000000000000027	greater	3.827325853682014e-16	6.624285421706166e-70	3.2112390086231796e-127	0.0	0.9999999999999973	0.0	0.0	0.0	true	None	None	None	None
RBM22_4-XRN2_4-interaction-shap	0.09032510966062546	0.004114728886634111	0.6834766268730164	0.4519733190536499	-0.6582726240158081	-0.05188388377428055	1134	3514	0.9924400352733688	0.9968309618668183	1.0	1.0	74185	102455	0.9722119026757432	0.9594425943096968	1.0	0.999	4575	11515	0.6284546448087432	0.8065854971775943	0.956	0.994	0.02022813259762557	0.0	0.037388367557121494	0.0010000000000000009	0.3639853904646255	0.04400000000000004	0.190245464689224	0.006000000000000005	greater	2.7717237445041055e-20	8.790209058691551e-70	1.2451302226953606e-163	4.709903162539948e-212	1.4031827109880867e-149	0.0	0.0	0.0	true	False	False	False	False
GRWD1_3-TRA2A_6-interaction-shap	0.014564373530447483	0.012195410206913948	1.3557939529418945	0.8886932730674744	-0.0018355274805799127	-0.2774650454521179	7679	1830	0.9935598385206408	0.9928874316939891	1.0	1.0	289507	106954	0.9741450016752619	0.97760461506816	1.0	1.0	19890	51180	0.7878814982403217	0.8360060570535366	0.994	0.996	0.019414836845378924	0.0	0.015282816625829088	0.0	0.20567834028031906	0.006000000000000005	0.1568813746404525	0.0040000000000000036	greater	5.062016500956503e-51	1.200561417861206e-7	0.0	2.4674077573089606e-87	0.0	4.573207473726858e-202	0.0	0.0	true	None	None	None	None
