Gene stable ID	Gene name	Gene Synonym	UniProtKB Gene Name ID
ENSG00000091137	SLC26A4	DFNB4	O43511
ENSG00000091137	SLC26A4	DFNB4	C9JQG1
ENSG00000091137	SLC26A4	PDS	O43511
ENSG00000091137	SLC26A4	PDS	C9JQG1
ENSG00000170615	SLC26A5	DFNB61	F8WDL4
ENSG00000170615	SLC26A5	DFNB61	Q496J3
ENSG00000170615	SLC26A5	DFNB61	P58743
ENSG00000170615	SLC26A5	DFNB61	Q7Z7F4
ENSG00000170615	SLC26A5	DFNB61	F8WD50
ENSG00000170615	SLC26A5	DFNB61	E9PCM2
ENSG00000170615	SLC26A5	DFNB61	Q496J0
ENSG00000170615	SLC26A5	PRES	F8WDL4
ENSG00000170615	SLC26A5	PRES	Q496J3
ENSG00000170615	SLC26A5	PRES	P58743
ENSG00000170615	SLC26A5	PRES	Q7Z7F4
ENSG00000170615	SLC26A5	PRES	F8WD50
ENSG00000170615	SLC26A5	PRES	E9PCM2
ENSG00000170615	SLC26A5	PRES	Q496J0
ENSG00000225697	SLC26A6	DKFZP586E1422	H7C291
ENSG00000225697	SLC26A6	DKFZP586E1422	H7BZ36
ENSG00000225697	SLC26A6	DKFZP586E1422	A0A0C4DFT5
ENSG00000225697	SLC26A6	DKFZP586E1422	C9J6Y3
ENSG00000225697	SLC26A6	DKFZP586E1422	H7BZJ6
ENSG00000225697	SLC26A6	DKFZP586E1422	C9JKR6
ENSG00000225697	SLC26A6	DKFZP586E1422	Q9BXS9
ENSG00000225697	SLC26A6	DKFZP586E1422	F8W9I8
ENSG00000225697	SLC26A6	DKFZP586E1422	G3XAC1
ENSG00000147606	SLC26A7	SUT2	A0A087WZI7
ENSG00000147606	SLC26A7	SUT2	Q8TE54
ENSG00000147606	SLC26A7	SUT2	E5RGL8
ENSG00000147606	SLC26A7	SUT2	E5RFH2
ENSG00000112053	SLC26A8	TAT1	Q96RN1
ENSG00000112053	SLC26A8	TAT1	C9JMV8
ENSG00000112053	SLC26A8	TAT1	A0A024RCV0
ENSG00000135502	SLC26A10P	SLC26A10	
ENSG00000130304	SLC27A1	ACSVL5	M0QXY2
ENSG00000130304	SLC27A1	ACSVL5	Q6PCB7
ENSG00000130304	SLC27A1	ACSVL5	B7Z225
ENSG00000130304	SLC27A1	FATP	M0QXY2
ENSG00000130304	SLC27A1	FATP	Q6PCB7
ENSG00000130304	SLC27A1	FATP	B7Z225
ENSG00000130304	SLC27A1	FATP1	M0QXY2
ENSG00000130304	SLC27A1	FATP1	Q6PCB7
ENSG00000130304	SLC27A1	FATP1	B7Z225
ENSG00000130304	SLC27A1	FLJ00336	M0QXY2
ENSG00000130304	SLC27A1	FLJ00336	Q6PCB7
ENSG00000130304	SLC27A1	FLJ00336	B7Z225
ENSG00000130304	SLC27A1	MGC71751	M0QXY2
ENSG00000130304	SLC27A1	MGC71751	Q6PCB7
ENSG00000130304	SLC27A1	MGC71751	B7Z225
ENSG00000143554	SLC27A3	ACSVL3	H0YDM5
ENSG00000143554	SLC27A3	ACSVL3	H0YDP0
ENSG00000143554	SLC27A3	ACSVL3	Q5K4L6
ENSG00000143554	SLC27A3	ACSVL3	X6R3N0
ENSG00000143554	SLC27A3	FATP3	H0YDM5
ENSG00000143554	SLC27A3	FATP3	H0YDP0
ENSG00000143554	SLC27A3	FATP3	Q5K4L6
ENSG00000143554	SLC27A3	FATP3	X6R3N0
ENSG00000143554	SLC27A3	MGC4365	H0YDM5
ENSG00000143554	SLC27A3	MGC4365	H0YDP0
ENSG00000143554	SLC27A3	MGC4365	Q5K4L6
ENSG00000143554	SLC27A3	MGC4365	X6R3N0
ENSG00000083807	SLC27A5	ACSB	Q9Y2P5
ENSG00000083807	SLC27A5	ACSB	M0R075
ENSG00000083807	SLC27A5	ACSVL6	Q9Y2P5
ENSG00000083807	SLC27A5	ACSVL6	M0R075
ENSG00000083807	SLC27A5	FACVL3	Q9Y2P5
ENSG00000083807	SLC27A5	FACVL3	M0R075
ENSG00000083807	SLC27A5	FATP5	Q9Y2P5
ENSG00000083807	SLC27A5	FATP5	M0R075
ENSG00000083807	SLC27A5	FLJ22987	Q9Y2P5
ENSG00000083807	SLC27A5	FLJ22987	M0R075
ENSG00000083807	SLC27A5	VLACSR	Q9Y2P5
ENSG00000083807	SLC27A5	VLACSR	M0R075
ENSG00000083807	SLC27A5	VLCS-H2	Q9Y2P5
ENSG00000083807	SLC27A5	VLCS-H2	M0R075
ENSG00000083807	SLC27A5	VLCSH2	Q9Y2P5
ENSG00000083807	SLC27A5	VLCSH2	M0R075
ENSG00000113396	SLC27A6	ACSVL2	Q9Y2P4
ENSG00000113396	SLC27A6	ACSVL2	D6RAJ2
ENSG00000113396	SLC27A6	FACVL2	Q9Y2P4
ENSG00000113396	SLC27A6	FACVL2	D6RAJ2
ENSG00000113396	SLC27A6	FATP6	Q9Y2P4
ENSG00000113396	SLC27A6	FATP6	D6RAJ2
ENSG00000113396	SLC27A6	VLCS-H1	Q9Y2P4
ENSG00000113396	SLC27A6	VLCS-H1	D6RAJ2
ENSG00000112759	SLC29A1	ENT1	A0A2R8YEH8
ENSG00000112759	SLC29A1	ENT1	A0A2U3TZJ7
ENSG00000112759	SLC29A1	ENT1	A0A2R8Y801
ENSG00000112759	SLC29A1	ENT1	A0A2R8YFI6
ENSG00000112759	SLC29A1	ENT1	Q99808
ENSG00000112759	SLC29A1	ENT1	A0A2R8Y567
ENSG00000112759	SLC29A1	ENT1	A0A2R8Y854
ENSG00000112759	SLC29A1	ENT1	A0A2U3TZM5
ENSG00000112759	SLC29A1	ENT1	A0A2R8Y6D1
ENSG00000112759	SLC29A1	ENT1	A0A2U3TZM6
ENSG00000164638	SLC29A4	ENT4	Q7RTT9
ENSG00000164638	SLC29A4	ENT4	C9IYM7
ENSG00000164638	SLC29A4	ENT4	C9JZA2
ENSG00000164638	SLC29A4	FLJ34923	Q7RTT9
ENSG00000164638	SLC29A4	FLJ34923	C9IYM7
ENSG00000164638	SLC29A4	FLJ34923	C9JZA2
ENSG00000170385	SLC30A1	ZNT1	Q9Y6M5
ENSG00000170385	SLC30A1	ZRC1	Q9Y6M5
ENSG00000158014	SLC30A2	ZNT2	Q9BRI3
ENSG00000115194	SLC30A3	ZNT3	C9JHX4
ENSG00000115194	SLC30A3	ZNT3	C9JM13
ENSG00000115194	SLC30A3	ZNT3	C9JHZ9
ENSG00000115194	SLC30A3	ZNT3	C9J1K4
ENSG00000115194	SLC30A3	ZNT3	C9JV68
ENSG00000115194	SLC30A3	ZNT3	Q99726
ENSG00000145740	SLC30A5	FLJ12496	D6REM2
ENSG00000145740	SLC30A5	FLJ12496	Q8TAD4
ENSG00000145740	SLC30A5	FLJ12756	D6REM2
ENSG00000145740	SLC30A5	FLJ12756	Q8TAD4
ENSG00000145740	SLC30A5	MGC5499	D6REM2
ENSG00000145740	SLC30A5	MGC5499	Q8TAD4
ENSG00000145740	SLC30A5	ZNT-5	D6REM2
ENSG00000145740	SLC30A5	ZNT-5	Q8TAD4
ENSG00000145740	SLC30A5	ZNT5	D6REM2
ENSG00000145740	SLC30A5	ZNT5	Q8TAD4
ENSG00000145740	SLC30A5	ZNTL1	D6REM2
ENSG00000145740	SLC30A5	ZNTL1	Q8TAD4
ENSG00000145740	SLC30A5	ZTL1	D6REM2
ENSG00000145740	SLC30A5	ZTL1	Q8TAD4
ENSG00000014824	SLC30A9	C4ORF1	D6R9M6
ENSG00000014824	SLC30A9	C4ORF1	A0A0S2Z514
ENSG00000014824	SLC30A9	C4ORF1	Q6PML9
ENSG00000014824	SLC30A9	GAC63	D6R9M6
ENSG00000014824	SLC30A9	GAC63	A0A0S2Z514
ENSG00000014824	SLC30A9	GAC63	Q6PML9
ENSG00000014824	SLC30A9	HUEL	D6R9M6
ENSG00000014824	SLC30A9	HUEL	A0A0S2Z514
ENSG00000014824	SLC30A9	HUEL	Q6PML9
ENSG00000014824	SLC30A9	ZNT9	D6R9M6
ENSG00000014824	SLC30A9	ZNT9	A0A0S2Z514
ENSG00000014824	SLC30A9	ZNT9	Q6PML9
ENSG00000196660	SLC30A10	DKFZP547M236	A0A8Q3WLF3
ENSG00000196660	SLC30A10	DKFZP547M236	Q6XR72
ENSG00000196660	SLC30A10	ZNT-10	A0A8Q3WLF3
ENSG00000196660	SLC30A10	ZNT-10	Q6XR72
ENSG00000196660	SLC30A10	ZNT10	A0A8Q3WLF3
ENSG00000196660	SLC30A10	ZNT10	Q6XR72
ENSG00000196660	SLC30A10	ZNT8	A0A8Q3WLF3
ENSG00000196660	SLC30A10	ZNT8	Q6XR72
ENSG00000196660	SLC30A10	ZRC1	A0A8Q3WLF3
ENSG00000196660	SLC30A10	ZRC1	Q6XR72
ENSG00000131183	SLC34A1	NAPI-3	D6RCE5
ENSG00000131183	SLC34A1	NAPI-3	Q06495
ENSG00000131183	SLC34A1	NAPI-3	A0A024R7R9
ENSG00000131183	SLC34A1	NPT2	D6RCE5
ENSG00000131183	SLC34A1	NPT2	Q06495
ENSG00000131183	SLC34A1	NPT2	A0A024R7R9
ENSG00000131183	SLC34A1	NPTIIA	D6RCE5
ENSG00000131183	SLC34A1	NPTIIA	Q06495
ENSG00000131183	SLC34A1	NPTIIA	A0A024R7R9
ENSG00000131183	SLC34A1	SLC11	D6RCE5
ENSG00000131183	SLC34A1	SLC11	Q06495
ENSG00000131183	SLC34A1	SLC11	A0A024R7R9
ENSG00000131183	SLC34A1	SLC17A2	D6RCE5
ENSG00000131183	SLC34A1	SLC17A2	Q06495
ENSG00000131183	SLC34A1	SLC17A2	A0A024R7R9
ENSG00000164414	SLC35A1	CMP-SIA-TR	Q5W1L7
ENSG00000164414	SLC35A1	CMP-SIA-TR	P78382
ENSG00000164414	SLC35A1	CMPST	Q5W1L7
ENSG00000164414	SLC35A1	CMPST	P78382
ENSG00000164414	SLC35A1	HCST	Q5W1L7
ENSG00000164414	SLC35A1	HCST	P78382
ENSG00000157593	SLC35B2	UGTREL4	Q8TB61
ENSG00000157593	SLC35B2	UGTREL4	A0A0A0MS46
ENSG00000124786	SLC35B3	C6ORF196	A0A024R008
ENSG00000124786	SLC35B3	C6ORF196	A0A024QZW4
ENSG00000124786	SLC35B3	C6ORF196	Q9H1N7
ENSG00000124786	SLC35B3	C6ORF196	A0A3B3IRN3
ENSG00000124786	SLC35B3	CGI-19	A0A024R008
ENSG00000124786	SLC35B3	CGI-19	A0A024QZW4
ENSG00000124786	SLC35B3	CGI-19	Q9H1N7
ENSG00000124786	SLC35B3	CGI-19	A0A3B3IRN3
ENSG00000124786	SLC35B3	DJ453H5.1	A0A024R008
ENSG00000124786	SLC35B3	DJ453H5.1	A0A024QZW4
ENSG00000124786	SLC35B3	DJ453H5.1	Q9H1N7
ENSG00000124786	SLC35B3	DJ453H5.1	A0A3B3IRN3
ENSG00000124786	SLC35B3	PAPST2	A0A024R008
ENSG00000124786	SLC35B3	PAPST2	A0A024QZW4
ENSG00000124786	SLC35B3	PAPST2	Q9H1N7
ENSG00000124786	SLC35B3	PAPST2	A0A3B3IRN3
ENSG00000205060	SLC35B4	FLJ14697	Q969S0
ENSG00000205060	SLC35B4	FLJ14697	F8WAW0
ENSG00000205060	SLC35B4	YEA4	Q969S0
ENSG00000205060	SLC35B4	YEA4	F8WAW0
ENSG00000181830	SLC35C1	FLJ11320	E9PPI4
ENSG00000181830	SLC35C1	FLJ11320	Q96A29
ENSG00000181830	SLC35C1	FLJ11320	B3KQH0
ENSG00000181830	SLC35C1	FUCT1	E9PPI4
ENSG00000181830	SLC35C1	FUCT1	Q96A29
ENSG00000181830	SLC35C1	FUCT1	B3KQH0
ENSG00000130958	SLC35D2	SQV7L	A0A024R9N5
ENSG00000130958	SLC35D2	SQV7L	Q76EJ3
ENSG00000130958	SLC35D2	SQV7L	Q5VZJ2
ENSG00000130958	SLC35D2	UGTREL8	A0A024R9N5
ENSG00000130958	SLC35D2	UGTREL8	Q76EJ3
ENSG00000130958	SLC35D2	UGTREL8	Q5VZJ2
ENSG00000127526	SLC35E1	FLJ14251	Q96K37
ENSG00000127526	SLC35E1	FLJ14251	A0A024R7G7
ENSG00000127526	SLC35E1	FLJ14251	C9JK45
ENSG00000127526	SLC35E1	FLJ14251	H7C1I0
ENSG00000215790	SLC35E2A	KIAA0447	
ENSG00000215790	SLC35E2A	SLC35E2	
ENSG00000215790	SLC35E2A	SLC35E2AP	
ENSG00000215790	SLC35E2A	SLC35E2P	
ENSG00000213699	SLC35F6	ANT2BP	F8WB19
ENSG00000213699	SLC35F6	ANT2BP	Q8N357
ENSG00000213699	SLC35F6	ANT2BP	F8WCT7
ENSG00000213699	SLC35F6	C2ORF18	F8WB19
ENSG00000213699	SLC35F6	C2ORF18	Q8N357
ENSG00000213699	SLC35F6	C2ORF18	F8WCT7
ENSG00000213699	SLC35F6	FLJ20555	F8WB19
ENSG00000213699	SLC35F6	FLJ20555	Q8N357
ENSG00000213699	SLC35F6	FLJ20555	F8WCT7
ENSG00000213699	SLC35F6	TANGO9	F8WB19
ENSG00000213699	SLC35F6	TANGO9	Q8N357
ENSG00000213699	SLC35F6	TANGO9	F8WCT7
ENSG00000164729	SLC35G3	AMAC1	Q8N808
ENSG00000164729	SLC35G3	FLJ40154	Q8N808
ENSG00000164729	SLC35G3	TMEM21A	Q8N808
ENSG00000259224	SLC35G6	AMAC1L3	P0C7Q6
ENSG00000259224	SLC35G6	TMEM21B	P0C7Q6
ENSG00000123643	SLC36A1	LYAAT-1	E5RI40
ENSG00000123643	SLC36A1	LYAAT-1	E5RG64
ENSG00000123643	SLC36A1	LYAAT-1	Q7Z2H8
ENSG00000123643	SLC36A1	LYAAT-1	E5RHG5
ENSG00000123643	SLC36A1	LYAAT-1	E7EW39
ENSG00000123643	SLC36A1	LYAAT-1	H0YB60
ENSG00000123643	SLC36A1	PAT1	E5RI40
ENSG00000123643	SLC36A1	PAT1	E5RG64
ENSG00000123643	SLC36A1	PAT1	Q7Z2H8
ENSG00000123643	SLC36A1	PAT1	E5RHG5
ENSG00000123643	SLC36A1	PAT1	E7EW39
ENSG00000123643	SLC36A1	PAT1	H0YB60
ENSG00000123643	SLC36A1	TRAMD3	E5RI40
ENSG00000123643	SLC36A1	TRAMD3	E5RG64
ENSG00000123643	SLC36A1	TRAMD3	Q7Z2H8
ENSG00000123643	SLC36A1	TRAMD3	E5RHG5
ENSG00000123643	SLC36A1	TRAMD3	E7EW39
ENSG00000123643	SLC36A1	TRAMD3	H0YB60
ENSG00000186335	SLC36A2	PAT2	E5RJJ5
ENSG00000186335	SLC36A2	PAT2	Q495M3
ENSG00000186335	SLC36A2	PAT2	E5RGH8
ENSG00000186335	SLC36A2	TRAMD1	E5RJJ5
ENSG00000186335	SLC36A2	TRAMD1	Q495M3
ENSG00000186335	SLC36A2	TRAMD1	E5RGH8
ENSG00000186335	SLC36A2	TRAMDORIN	E5RJJ5
ENSG00000186335	SLC36A2	TRAMDORIN	Q495M3
ENSG00000186335	SLC36A2	TRAMDORIN	E5RGH8
ENSG00000186334	SLC36A3	PAT3	Q495N2
ENSG00000186334	SLC36A3	TRAMD2	Q495N2
ENSG00000186334	SLC36A3	TRAMDORIN2	Q495N2
ENSG00000137700	SLC37A4	G6PT	A0A024R3L1
ENSG00000137700	SLC37A4	G6PT	U3KPU7
ENSG00000137700	SLC37A4	G6PT	A0A024R3H9
ENSG00000137700	SLC37A4	G6PT	U3KQL4
ENSG00000137700	SLC37A4	G6PT	U3KQS2
ENSG00000137700	SLC37A4	G6PT	O43826
ENSG00000137700	SLC37A4	G6PT1	A0A024R3L1
ENSG00000137700	SLC37A4	G6PT1	U3KPU7
ENSG00000137700	SLC37A4	G6PT1	A0A024R3H9
ENSG00000137700	SLC37A4	G6PT1	U3KQL4
ENSG00000137700	SLC37A4	G6PT1	U3KQS2
ENSG00000137700	SLC37A4	G6PT1	O43826
ENSG00000137700	SLC37A4	G6PT2	A0A024R3L1
ENSG00000137700	SLC37A4	G6PT2	U3KPU7
ENSG00000137700	SLC37A4	G6PT2	A0A024R3H9
ENSG00000137700	SLC37A4	G6PT2	U3KQL4
ENSG00000137700	SLC37A4	G6PT2	U3KQS2
ENSG00000137700	SLC37A4	G6PT2	O43826
ENSG00000137700	SLC37A4	G6PT3	A0A024R3L1
ENSG00000137700	SLC37A4	G6PT3	U3KPU7
ENSG00000137700	SLC37A4	G6PT3	A0A024R3H9
ENSG00000137700	SLC37A4	G6PT3	U3KQL4
ENSG00000137700	SLC37A4	G6PT3	U3KQS2
ENSG00000137700	SLC37A4	G6PT3	O43826
ENSG00000137700	SLC37A4	GSD1B	A0A024R3L1
ENSG00000137700	SLC37A4	GSD1B	U3KPU7
ENSG00000137700	SLC37A4	GSD1B	A0A024R3H9
ENSG00000137700	SLC37A4	GSD1B	U3KQL4
ENSG00000137700	SLC37A4	GSD1B	U3KQS2
ENSG00000137700	SLC37A4	GSD1B	O43826
ENSG00000137700	SLC37A4	GSD1C	A0A024R3L1
ENSG00000137700	SLC37A4	GSD1C	U3KPU7
ENSG00000137700	SLC37A4	GSD1C	A0A024R3H9
ENSG00000137700	SLC37A4	GSD1C	U3KQL4
ENSG00000137700	SLC37A4	GSD1C	U3KQS2
ENSG00000137700	SLC37A4	GSD1C	O43826
ENSG00000137700	SLC37A4	GSD1D	A0A024R3L1
ENSG00000137700	SLC37A4	GSD1D	U3KPU7
ENSG00000137700	SLC37A4	GSD1D	A0A024R3H9
ENSG00000137700	SLC37A4	GSD1D	U3KQL4
ENSG00000137700	SLC37A4	GSD1D	U3KQS2
ENSG00000137700	SLC37A4	GSD1D	O43826
ENSG00000137700	SLC37A4	SPX4	A0A024R3L1
ENSG00000137700	SLC37A4	SPX4	U3KPU7
ENSG00000137700	SLC37A4	SPX4	A0A024R3H9
ENSG00000137700	SLC37A4	SPX4	U3KQL4
ENSG00000137700	SLC37A4	SPX4	U3KQS2
ENSG00000137700	SLC37A4	SPX4	O43826
ENSG00000188338	SLC38A3	G17	A0A087X1Q4
ENSG00000188338	SLC38A3	G17	Q99624
ENSG00000188338	SLC38A3	G17	A0A087X175
ENSG00000188338	SLC38A3	G17	A0A087WWS5
ENSG00000188338	SLC38A3	G17	A0A087WVW8
ENSG00000188338	SLC38A3	SN1	A0A087X1Q4
ENSG00000188338	SLC38A3	SN1	Q99624
ENSG00000188338	SLC38A3	SN1	A0A087X175
ENSG00000188338	SLC38A3	SN1	A0A087WWS5
ENSG00000188338	SLC38A3	SN1	A0A087WVW8
ENSG00000188338	SLC38A3	SNAT3	A0A087X1Q4
ENSG00000188338	SLC38A3	SNAT3	Q99624
ENSG00000188338	SLC38A3	SNAT3	A0A087X175
ENSG00000188338	SLC38A3	SNAT3	A0A087WWS5
ENSG00000188338	SLC38A3	SNAT3	A0A087WVW8
ENSG00000139974	SLC38A6	NAT-1	H0YJ85
ENSG00000139974	SLC38A6	NAT-1	E9PM79
ENSG00000139974	SLC38A6	NAT-1	A0A8V8TRG7
ENSG00000139974	SLC38A6	NAT-1	Q8IZM9
ENSG00000139974	SLC38A6	NAT-1	G3V3H5
ENSG00000139974	SLC38A6	NAT-1	H0YJG2
ENSG00000139974	SLC38A6	NAT-1	E9PMA3
ENSG00000139974	SLC38A6	NAT-1	H0YE10
ENSG00000139974	SLC38A6	NAT-1	A0A0C4DG39
ENSG00000139974	SLC38A6	NAT-1	H0YF42
ENSG00000139974	SLC38A6	SNAT6	H0YJ85
ENSG00000139974	SLC38A6	SNAT6	E9PM79
ENSG00000139974	SLC38A6	SNAT6	A0A8V8TRG7
ENSG00000139974	SLC38A6	SNAT6	Q8IZM9
ENSG00000139974	SLC38A6	SNAT6	G3V3H5
ENSG00000139974	SLC38A6	SNAT6	H0YJG2
ENSG00000139974	SLC38A6	SNAT6	E9PMA3
ENSG00000139974	SLC38A6	SNAT6	H0YE10
ENSG00000139974	SLC38A6	SNAT6	A0A0C4DG39
ENSG00000139974	SLC38A6	SNAT6	H0YF42
ENSG00000177058	SLC38A9	FLJ90709	A0A024QZR9
ENSG00000177058	SLC38A9	FLJ90709	B3KVK8
ENSG00000177058	SLC38A9	FLJ90709	D6R9X0
ENSG00000177058	SLC38A9	FLJ90709	D6RIW7
ENSG00000177058	SLC38A9	FLJ90709	E7ESU6
ENSG00000177058	SLC38A9	FLJ90709	Q8NBW4
ENSG00000177058	SLC38A9	FLJ90709	D6R9Q7
ENSG00000177058	SLC38A9	FLJ90709	D6RDH2
ENSG00000177058	SLC38A9	FLJ90709	D6RBB9
ENSG00000177058	SLC38A9	FLJ90709	D6RG31
ENSG00000177058	SLC38A9	FLJ90709	D6RHF5
ENSG00000177058	SLC38A9	FLJ90709	D6RHW0
ENSG00000177058	SLC38A9	FLJ90709	D6RE72
ENSG00000177058	SLC38A9	FLJ90709	D6RER8
ENSG00000177058	SLC38A9	SNAT9	A0A024QZR9
ENSG00000177058	SLC38A9	SNAT9	B3KVK8
ENSG00000177058	SLC38A9	SNAT9	D6R9X0
ENSG00000177058	SLC38A9	SNAT9	D6RIW7
ENSG00000177058	SLC38A9	SNAT9	E7ESU6
ENSG00000177058	SLC38A9	SNAT9	Q8NBW4
ENSG00000177058	SLC38A9	SNAT9	D6R9Q7
ENSG00000177058	SLC38A9	SNAT9	D6RDH2
ENSG00000177058	SLC38A9	SNAT9	D6RBB9
ENSG00000177058	SLC38A9	SNAT9	D6RG31
ENSG00000177058	SLC38A9	SNAT9	D6RHF5
ENSG00000177058	SLC38A9	SNAT9	D6RHW0
ENSG00000177058	SLC38A9	SNAT9	D6RE72
ENSG00000177058	SLC38A9	SNAT9	D6RER8
ENSG00000169507	SLC38A11	AVT2	H7C1P1
ENSG00000169507	SLC38A11	AVT2	Q08AI6
ENSG00000169507	SLC38A11	AVT2	B8ZZ86
ENSG00000169507	SLC38A11	AVT2	A0A8I5QKK7
ENSG00000169507	SLC38A11	FLJ39822	H7C1P1
ENSG00000169507	SLC38A11	FLJ39822	Q08AI6
ENSG00000169507	SLC38A11	FLJ39822	B8ZZ86
ENSG00000169507	SLC38A11	FLJ39822	A0A8I5QKK7
ENSG00000143570	SLC39A1	ZIP1	Q5T4K4
ENSG00000143570	SLC39A1	ZIP1	Q5T4K2
ENSG00000143570	SLC39A1	ZIP1	Q9NY26
ENSG00000143570	SLC39A1	ZIP1	A0A0A0MTL8
ENSG00000143570	SLC39A1	ZIRTL	Q5T4K4
ENSG00000143570	SLC39A1	ZIRTL	Q5T4K2
ENSG00000143570	SLC39A1	ZIRTL	Q9NY26
ENSG00000143570	SLC39A1	ZIRTL	A0A0A0MTL8
ENSG00000139540	SLC39A5	ZIP5	A0A024RB24
ENSG00000139540	SLC39A5	ZIP5	C9JIB2
ENSG00000139540	SLC39A5	ZIP5	C9JB28
ENSG00000139540	SLC39A5	ZIP5	Q6ZMH5
ENSG00000139540	SLC39A5	ZIP5	C9JPS5
ENSG00000139540	SLC39A5	ZIP5	C9JVC6
ENSG00000139540	SLC39A5	ZIP5	C9JPS6
ENSG00000224399	SLC39A7	D6S2244E	Q92504
ENSG00000224399	SLC39A7	D6S2244E	A0A8V8TNV9
ENSG00000224399	SLC39A7	D6S2244E	A2AAT0
ENSG00000224399	SLC39A7	D6S2244E	A0A8V8TM21
ENSG00000224399	SLC39A7	D6S2244E	A0A8V8TM53
ENSG00000224399	SLC39A7	D6S2244E	A0A024RCX7
ENSG00000112473	SLC39A7	D6S2244E	Q92504
ENSG00000112473	SLC39A7	D6S2244E	A0A8V8TNV9
ENSG00000112473	SLC39A7	D6S2244E	A2AAT0
ENSG00000112473	SLC39A7	D6S2244E	A0A8V8TM21
ENSG00000112473	SLC39A7	D6S2244E	A0A8V8TM53
ENSG00000112473	SLC39A7	D6S2244E	A0A024RCX7
ENSG00000224399	SLC39A7	H2-KE4	Q92504
ENSG00000224399	SLC39A7	H2-KE4	A0A8V8TNV9
ENSG00000224399	SLC39A7	H2-KE4	A2AAT0
ENSG00000224399	SLC39A7	H2-KE4	A0A8V8TM21
ENSG00000224399	SLC39A7	H2-KE4	A0A8V8TM53
ENSG00000224399	SLC39A7	H2-KE4	A0A024RCX7
ENSG00000112473	SLC39A7	H2-KE4	Q92504
ENSG00000112473	SLC39A7	H2-KE4	A0A8V8TNV9
ENSG00000112473	SLC39A7	H2-KE4	A2AAT0
ENSG00000112473	SLC39A7	H2-KE4	A0A8V8TM21
ENSG00000112473	SLC39A7	H2-KE4	A0A8V8TM53
ENSG00000112473	SLC39A7	H2-KE4	A0A024RCX7
ENSG00000224399	SLC39A7	HKE4	Q92504
ENSG00000224399	SLC39A7	HKE4	A0A8V8TNV9
ENSG00000224399	SLC39A7	HKE4	A2AAT0
ENSG00000224399	SLC39A7	HKE4	A0A8V8TM21
ENSG00000224399	SLC39A7	HKE4	A0A8V8TM53
ENSG00000224399	SLC39A7	HKE4	A0A024RCX7
ENSG00000112473	SLC39A7	HKE4	Q92504
ENSG00000112473	SLC39A7	HKE4	A0A8V8TNV9
ENSG00000112473	SLC39A7	HKE4	A2AAT0
ENSG00000112473	SLC39A7	HKE4	A0A8V8TM21
ENSG00000112473	SLC39A7	HKE4	A0A8V8TM53
ENSG00000112473	SLC39A7	HKE4	A0A024RCX7
ENSG00000224399	SLC39A7	KE4	Q92504
ENSG00000224399	SLC39A7	KE4	A0A8V8TNV9
ENSG00000224399	SLC39A7	KE4	A2AAT0
ENSG00000224399	SLC39A7	KE4	A0A8V8TM21
ENSG00000224399	SLC39A7	KE4	A0A8V8TM53
ENSG00000224399	SLC39A7	KE4	A0A024RCX7
ENSG00000112473	SLC39A7	KE4	Q92504
ENSG00000112473	SLC39A7	KE4	A0A8V8TNV9
ENSG00000112473	SLC39A7	KE4	A2AAT0
ENSG00000112473	SLC39A7	KE4	A0A8V8TM21
ENSG00000112473	SLC39A7	KE4	A0A8V8TM53
ENSG00000112473	SLC39A7	KE4	A0A024RCX7
ENSG00000224399	SLC39A7	RING5	Q92504
ENSG00000224399	SLC39A7	RING5	A0A8V8TNV9
ENSG00000224399	SLC39A7	RING5	A2AAT0
ENSG00000224399	SLC39A7	RING5	A0A8V8TM21
ENSG00000224399	SLC39A7	RING5	A0A8V8TM53
ENSG00000224399	SLC39A7	RING5	A0A024RCX7
ENSG00000112473	SLC39A7	RING5	Q92504
ENSG00000112473	SLC39A7	RING5	A0A8V8TNV9
ENSG00000112473	SLC39A7	RING5	A2AAT0
ENSG00000112473	SLC39A7	RING5	A0A8V8TM21
ENSG00000112473	SLC39A7	RING5	A0A8V8TM53
ENSG00000112473	SLC39A7	RING5	A0A024RCX7
ENSG00000224399	SLC39A7	ZIP7	Q92504
ENSG00000224399	SLC39A7	ZIP7	A0A8V8TNV9
ENSG00000224399	SLC39A7	ZIP7	A2AAT0
ENSG00000224399	SLC39A7	ZIP7	A0A8V8TM21
ENSG00000224399	SLC39A7	ZIP7	A0A8V8TM53
ENSG00000224399	SLC39A7	ZIP7	A0A024RCX7
ENSG00000112473	SLC39A7	ZIP7	Q92504
ENSG00000112473	SLC39A7	ZIP7	A0A8V8TNV9
ENSG00000112473	SLC39A7	ZIP7	A2AAT0
ENSG00000112473	SLC39A7	ZIP7	A0A8V8TM21
ENSG00000112473	SLC39A7	ZIP7	A0A8V8TM53
ENSG00000112473	SLC39A7	ZIP7	A0A024RCX7
ENSG00000029364	SLC39A9	FLJ11274	C4N9M8
ENSG00000029364	SLC39A9	FLJ11274	A0A0D9SFA2
ENSG00000029364	SLC39A9	FLJ11274	M0QX28
ENSG00000029364	SLC39A9	FLJ11274	Q9NUM3
ENSG00000029364	SLC39A9	ZIP9	C4N9M8
ENSG00000029364	SLC39A9	ZIP9	A0A0D9SFA2
ENSG00000029364	SLC39A9	ZIP9	M0QX28
