RBP	Cell Line	Position	Positional Preference (%)	Avg. SHAP
SDAD1	K562	5	1.590713671539123	0.0
SDAD1	HepG2	6	18.137341669085735	-0.03539045126370022
SDAD1	K562	6	0.5374032674118658	0.0
SERBP1	K562	1	25.10405257393209	0.0009949836800474936
SERBP1	K562	2	22.18327856882074	0.06656509154829486
SERBP1	K562	3	19.49616648411829	-0.029003636806669553
SERBP1	K562	4	6.527929901423877	0.06592943452029343
SERBP1	K562	5	14.998174516246806	-0.033509793366900964
SERBP1	K562	6	11.690397955458197	0.0
SF3A3	HepG2	1	22.865968280196242	-0.021696741192857628
SF3A3	HepG2	2	0.3710855005128824	0.0
SF3A3	HepG2	3	26.552223496047787	0.4835982661321347
SF3A3	HepG2	4	0.9394334622114746	0.0
SF3A3	HepG2	5	48.3195559041815	-0.41966623038671536
SF3A3	HepG2	6	0.9517333568501131	0.01995655390246104
SF3B1	K562	1	3.8827559954320514	0.0
SF3B1	K562	2	0.30452988199467074	0.0
SF3B1	K562	3	13.094784925770842	0.0
SF3B1	K562	5	82.71792919680243	-0.05715091856090362
SF3B4	HepG2	1	24.870115355176083	-0.0033945527700426272
SF3B4	K562	1	22.664571100859547	0.029195945984956107
SF3B4	HepG2	2	1.1631477580363654	0.13791235024020784
SF3B4	K562	2	3.0176843823781017	-0.06587873434387226
SF3B4	HepG2	3	28.17904098732651	0.8102473075559132
SF3B4	K562	3	24.246514424855082	1.068200054047719
SF3B4	HepG2	4	1.691492075964172	-0.504098024885386
SF3B4	K562	4	2.8276214370812456	-0.05590757647521328
SF3B4	HepG2	5	42.593809339953445	-0.24822532759250113
SF3B4	K562	5	44.75890985324947	-0.22545772301503797
SF3B4	HepG2	6	1.5023944835434293	0.0
SF3B4	K562	6	2.4846988015765477	-0.0014029111298179972
SFPQ	HepG2	1	11.117702895111533	0.0
SFPQ	HepG2	2	60.975320360702426	0.0
SFPQ	HepG2	3	11.960132890365449	-0.5659679969151815
SFPQ	HepG2	4	13.953488372093023	0.0
SFPQ	HepG2	5	0.889890840056953	0.0
SFPQ	HepG2	6	1.1034646416706217	0.0
SLBP	K562	1	25.330812854442343	0.0
SLBP	K562	2	53.119092627599244	0.0
SLBP	K562	6	21.550094517958414	0.0
SLTM	HepG2	1	20.558252427184463	0.0
SLTM	K562	1	14.954372623574145	0.11355615780876205
SLTM	HepG2	2	40.55016181229774	-0.050132012736101295
SLTM	K562	2	26.55893536121673	0.001241643199639971
SLTM	HepG2	3	11.868932038834952	0.0
SLTM	K562	3	18.281368821292777	-0.5097286068039499
SLTM	HepG2	4	14.506472491909387	0.0
SLTM	K562	4	18.022813688212928	-0.00675083688621396
SLTM	HepG2	5	6.642394822006473	0.0
SLTM	K562	5	11.365019011406845	0.0766202796073187
SLTM	HepG2	6	5.873786407766991	0.0
SLTM	K562	6	10.817490494296578	-0.0036495553002515364
SMNDC1	HepG2	1	19.9409884435702	0.12878668599350507
SMNDC1	K562	1	20.624662102209182	-0.0017999916865588214
SMNDC1	HepG2	2	7.740349151708877	0.0
SMNDC1	K562	2	7.898244788635904	0.028706412749144365
SMNDC1	HepG2	3	20.840914679124662	0.0
SMNDC1	K562	3	21.286219547928866	-0.006859475815082857
SMNDC1	HepG2	4	5.679862306368331	0.0
SMNDC1	K562	4	5.695667066985271	-0.36515581121801116
SMNDC1	HepG2	5	43.6144578313253	-0.008048034188937968
SMNDC1	K562	5	39.79414544359015	-0.012914160689217828
SMNDC1	HepG2	6	2.183427587902631	0.0
SMNDC1	K562	6	4.701061050650621	-0.004026208586898246
SND1	HepG2	1	12.06223199312702	-0.029359629050650517
SND1	K562	1	11.759598206761721	-0.17718816560276682
SND1	HepG2	2	15.615523233202403	-0.15947103579229518
SND1	K562	2	16.600667408231367	-0.21640992503556788
SND1	HepG2	3	14.471276916362472	1.088642879307084
SND1	K562	3	14.680958640914147	1.2547257303021278
SND1	HepG2	4	18.391602357522576	1.4132669263203488
SND1	K562	4	18.188964168941922	1.2945175925305992
SND1	HepG2	5	20.186505896932793	0.03421398863816584
SND1	K562	5	20.007954966798124	0.019977561006074722
SND1	HepG2	6	19.272859602852737	-0.0026741720385312327
SND1	K562	6	18.761856608352716	-0.010902480675960544
SRSF1	HepG2	1	16.040762769493053	-0.09718708682652152
SRSF1	K562	1	15.461054059975545	-0.09592380786379623
SRSF1	HepG2	2	30.96332691626201	-0.26419202091114463
SRSF1	K562	2	20.011696857043912	-0.08462282874330297
SRSF1	HepG2	3	8.921165799883152	-0.16064911151405356
SRSF1	K562	3	12.81583280915394	0.36964197717641795
SRSF1	HepG2	4	15.797009836316791	-0.0613511616266522
SRSF1	K562	4	14.349499261437124	0.8709125658089436
SRSF1	HepG2	5	12.768535279525711	0.05964573660610169
SRSF1	K562	5	18.897491713253846	0.0012526247622865504
SRSF1	HepG2	6	15.509199398519286	-0.006898595963970017
SRSF1	K562	6	18.464425299135634	-0.17413368618112254
SRSF7	HepG2	1	8.747447243022464	0.0
SRSF7	K562	1	14.852072732933152	-0.012461245353012506
SRSF7	HepG2	2	23.712275924665306	0.0
SRSF7	K562	2	22.723690739101247	-0.13792371103430495
SRSF7	HepG2	3	12.234324181226835	0.0
SRSF7	K562	3	12.450990884061214	-0.052555811500857
SRSF7	HepG2	4	15.509416836850464	0.12543380353258643
SRSF7	K562	4	16.2325975074669	-0.12862306761743367
SRSF7	HepG2	5	21.881854625217457	0.0
SRSF7	K562	5	13.487114129218675	-0.1481116897611662
SRSF7	HepG2	6	17.91468118901747	0.0018972140369231366
SRSF7	K562	6	20.253534007218814	0.0020952457055530963
SRSF9	HepG2	1	19.41367719182234	-0.14921117549942386
SRSF9	K562	1	50.695322376738304	-0.36769041900016086
SRSF9	HepG2	2	21.549016366341544	0.0
SRSF9	K562	2	34.024824732789334	0.0036259595922765193
SRSF9	HepG2	3	12.354659172314983	0.0
SRSF9	K562	3	4.907481898632341	0.0
SRSF9	HepG2	4	17.48222846751529	-0.026520171649984003
SRSF9	K562	4	6.895759108148488	0.0
SRSF9	HepG2	5	13.514630517440898	0.0
SRSF9	K562	5	1.0343638662222734	0.0
SRSF9	HepG2	6	15.685788284564941	0.0271227359109936
SRSF9	K562	6	2.4422480174692565	0.0
SSB	HepG2	1	9.333333333333334	0.0
SSB	K562	1	16.043613707165107	-0.00016550115561192962
SSB	HepG2	2	11.176470588235295	0.0
SSB	K562	2	13.984077535479406	0.0
SSB	HepG2	3	9.333333333333334	0.0
SSB	K562	3	18.189685012114918	0.0
SSB	HepG2	4	35.294117647058826	0.0
SSB	K562	4	12.114918656974732	0.0
SSB	HepG2	5	4.196078431372549	0.0
SSB	K562	5	17.618553132571822	0.01530785231250731
SSB	HepG2	6	30.666666666666664	0.0
SSB	K562	6	22.049151955694015	0.0
STAU2	HepG2	1	22.876949740034664	0.0
STAU2	HepG2	2	3.726169844020797	0.0
STAU2	HepG2	3	22.42201039861352	0.0
STAU2	HepG2	4	16.919410745233968	0.0
STAU2	HepG2	5	11.720103986135182	0.0
STAU2	HepG2	6	22.33535528596187	0.0
SUB1	HepG2	1	11.361891033933317	0.004907815515088181
SUB1	HepG2	2	15.468959824563566	-0.20561559763686224
SUB1	HepG2	3	12.686288279187046	0.4309198476466895
SUB1	HepG2	4	13.016463592422395	0.9680053434781068
SUB1	HepG2	5	21.92585839421454	-0.12417929468731291
SUB1	HepG2	6	25.540538875679136	-0.02740177856584473
SUGP2	HepG2	1	11.46318732525629	0.0
SUGP2	HepG2	2	10.278258554120622	0.0
SUGP2	HepG2	3	44.50805485288244	-1.3688989559809366
SUGP2	HepG2	4	24.071362002396484	-1.5595238715410233
SUGP2	HepG2	5	8.334442817201438	0.0
SUGP2	HepG2	6	1.344694448142724	0.0
SUPV3L1	HepG2	1	4.951393389500972	0.0
SUPV3L1	HepG2	2	37.15813350615684	0.0
SUPV3L1	HepG2	3	9.624108878807517	0.0
SUPV3L1	K562	3	38.125440451021845	0.0
SUPV3L1	HepG2	4	17.7349319507453	0.0
SUPV3L1	HepG2	5	8.872326636422553	0.0
SUPV3L1	K562	5	19.45031712473573	0.0
SUPV3L1	HepG2	6	21.659105638366817	0.012774440762921098
SUPV3L1	K562	6	42.42424242424242	0.0
TAF15	HepG2	1	33.353198251887164	0.0
TAF15	K562	1	21.06002106002106	-0.000970374141995896
TAF15	HepG2	2	13.448549860945569	0.0
TAF15	K562	2	18.006318006318008	0.0
TAF15	HepG2	3	19.944378228049263	0.0
TAF15	K562	3	30.256230256230253	0.0
TAF15	HepG2	4	14.10409217322209	0.0
TAF15	K562	4	25.465075465075465	0.0
TAF15	HepG2	5	12.514898688915377	0.0
TAF15	K562	5	4.966654966654967	0.0
TAF15	HepG2	6	6.6348827969805315	0.0
TAF15	K562	6	0.2457002457002457	0.0
TARDBP	HepG2	1	13.319682074473763	0.1744742902285523
TARDBP	K562	1	13.97090773655569	0.0002651246631825247
TARDBP	HepG2	2	21.311491319158023	0.0
TARDBP	K562	2	16.927724554615242	-0.002059074771971903
TARDBP	HepG2	3	16.053492231398543	-0.44953308829655475
TARDBP	K562	3	15.969707628959837	0.00473584203807857
TARDBP	HepG2	4	21.85010141397281	-0.017081859194499782
TARDBP	K562	4	16.32767075668853	-0.03459024658376301
TARDBP	HepG2	5	15.257707947167686	-0.16420157678044453
TARDBP	K562	5	23.30898632291171	-0.14413218558765947
TARDBP	HepG2	6	12.207525013829178	0.0
TARDBP	K562	6	13.49500300026899	-0.01649564877622808
TBRG4	K562	1	17.751667195935216	0.016736549088007705
TBRG4	K562	2	41.63226421086059	-0.029145516432490852
TBRG4	K562	3	15.518153911294592	0.0
TBRG4	K562	4	8.669418863131153	0.0
TBRG4	K562	5	14.046787339896264	0.0
TBRG4	K562	6	2.3817084788821847	0.0
TIA1	HepG2	1	1.7019561390520375	0.0
TIA1	K562	1	3.2911227180672173	-0.006866259462658643
TIA1	HepG2	2	30.680453416251254	-0.238703136912966
TIA1	K562	2	36.63308988638009	-0.17547670759916695
TIA1	HepG2	3	5.043350936939605	-0.006566777568629109
TIA1	K562	3	4.552546403463867	-0.06914573553912887
TIA1	HepG2	4	24.06676208808384	-0.16490139114619956
TIA1	K562	4	26.21191510016948	-0.025294411127686676
TIA1	HepG2	5	7.604922428968626	0.0
TIA1	K562	5	5.157050817936894	-0.0016858657658927508
TIA1	HepG2	6	30.90255499070464	0.004948973163128152
TIA1	K562	6	24.154275073982447	-0.08747273747995968
TIAL1	HepG2	1	2.0573042191159097	0.0
TIAL1	HepG2	2	36.662500586521524	-0.05981210709846922
TIAL1	HepG2	3	3.108777347898973	0.0
TIAL1	HepG2	4	27.70642358371048	-0.02625153776309834
TIAL1	HepG2	5	4.320637452918318	0.0
TIAL1	HepG2	6	26.144356809834797	-0.06179844809885628
TRA2A	HepG2	1	14.932600444967935	-0.13603263468094612
TRA2A	K562	1	15.37558270595489	-0.03414250115842125
TRA2A	HepG2	2	20.204161758932077	-0.17197329374464182
TRA2A	K562	2	20.298785301082745	-0.4254005672670464
TRA2A	HepG2	3	12.350477686166732	0.011546765838747754
TRA2A	K562	3	11.574395890523935	0.17927663622222925
TRA2A	HepG2	4	15.411595340923965	-0.04900610547848724
TRA2A	K562	4	14.190338175634546	-0.021247501053425048
TRA2A	HepG2	5	19.06098678183484	-0.032700102726242346
TRA2A	K562	5	17.742537240163216	0.0032881357501157666
TRA2A	HepG2	6	18.040177987174456	-0.008107264457221397
TRA2A	K562	6	20.81836068664067	-0.2254082668973407
TROVE2	HepG2	1	4.1139644819215535	0.0
TROVE2	K562	1	11.258453785970032	0.0
TROVE2	HepG2	2	12.648524338827135	-0.04955429555848241
TROVE2	K562	2	19.64593555231402	-0.29613515873581675
TROVE2	HepG2	3	7.065286827647886	0.0
TROVE2	K562	3	11.384431772974407	0.29631402630072373
TROVE2	HepG2	4	20.761466717771814	0.00540238408474008
TROVE2	K562	4	19.486805463466382	0.9642087662220001
TROVE2	HepG2	5	32.18346748434905	0.0054615509025632706
TROVE2	K562	5	20.023869513327146	0.04633973414361801
TROVE2	HepG2	6	23.22729014948256	0.0
TROVE2	K562	6	18.20050391194802	0.00023442775818693917
U2AF1	HepG2	1	17.07972439467403	-0.011092046279247954
U2AF1	K562	1	23.24095300316611	-0.009415492157721436
U2AF1	HepG2	2	6.942672290856688	-0.3730543143040425
U2AF1	K562	2	5.451586341267295	-0.014449800712478847
U2AF1	HepG2	3	28.284071633366857	-0.1382081297363515
U2AF1	K562	3	25.22837360878625	-0.0016622364232631974
U2AF1	HepG2	4	10.924388669558821	-0.45778229289604
U2AF1	K562	4	4.396602713035948	-0.13066233025458843
U2AF1	HepG2	5	31.652581172973864	-0.15962496488302239
U2AF1	K562	5	38.9493460957101	-0.2696399121569383
U2AF1	HepG2	6	5.1165618385697345	0.03275844591710439
U2AF1	K562	6	2.7331382380343054	0.6290332435671963
U2AF2	HepG2	1	19.650390094548836	-0.0018546280424921859
U2AF2	K562	1	23.11632213975803	-0.010522222830542653
U2AF2	HepG2	2	4.750693143206611	-0.21395764435347042
U2AF2	K562	2	3.461114667970951	5.848558331317782e-05
U2AF2	HepG2	3	29.481984138304295	0.04661141454959308
U2AF2	K562	3	25.551687279661696	-0.0009897787929609547
U2AF2	HepG2	4	5.621347443039162	-0.305159688462573
U2AF2	K562	4	4.095853861604874	-0.008493996252533656
U2AF2	HepG2	5	35.90266882115831	-0.15678461149647588
U2AF2	K562	5	40.41007998812955	-0.016283147064976772
U2AF2	HepG2	6	4.592916359742789	-0.04885848480903957
U2AF2	K562	6	3.364942062874902	-0.060546711714407384
UCHL5	HepG2	1	15.885559669784548	0.004526472141938373
UCHL5	K562	1	15.086717622413307	-0.0039829991103709755
UCHL5	HepG2	2	21.54836809635272	-0.4158963896522212
UCHL5	K562	2	21.05685649579617	-0.20845169451335885
UCHL5	HepG2	3	11.827505069500473	0.10234017779377742
UCHL5	K562	3	12.150020882802636	1.117757612592074
UCHL5	HepG2	4	14.246753525642008	0.05490548424509141
UCHL5	K562	4	14.911309401141251	0.9231288941862021
UCHL5	HepG2	5	16.512613162601355	-0.02381582147031772
UCHL5	K562	5	16.966023442181356	-0.17360278595142406
UCHL5	HepG2	6	19.979200476118894	-0.1944328430324324
UCHL5	K562	6	19.82907215566528	-0.08140989564377024
UPF1	HepG2	1	5.976678340914885	0.0
UPF1	K562	1	4.083069582396249	-0.004005921932901195
UPF1	HepG2	2	6.513425385451471	0.0
UPF1	K562	2	9.023358193140881	0.0037683849246158813
UPF1	HepG2	3	3.0245695959636625	0.0
UPF1	K562	3	6.079145788757716	0.3497294622678726
UPF1	HepG2	4	6.910618198408545	0.18400435523478845
UPF1	K562	4	10.735061898870029	0.39535428790841254
UPF1	HepG2	5	17.767669041772336	0.0006232459049686996
UPF1	K562	5	13.043537703281904	-0.024954438551384777
UPF1	HepG2	6	59.807039437489095	-0.009192861603959136
UPF1	K562	6	57.035826833553216	-0.024331414363659692
UTP18	HepG2	1	10.595322466335933	0.0
UTP18	K562	1	18.455321059721598	0.0
UTP18	HepG2	2	9.213323883770377	0.0
UTP18	K562	2	31.232395803567787	-0.00025206135417307497
UTP18	HepG2	3	30.26222537207654	0.0
UTP18	K562	3	19.116626525697026	0.0
UTP18	HepG2	4	4.890148830616584	0.0
UTP18	K562	4	8.254071927174756	0.0
UTP18	HepG2	5	16.51311126860383	0.0
UTP18	K562	5	16.018287953626974	0.01673442877542514
UTP18	HepG2	6	28.525868178596742	0.0
UTP18	K562	6	6.923296730211863	0.002653458101439823
UTP3	K562	3	100.0	0.0
WDR3	K562	1	33.04347826086956	0.0
WDR3	K562	3	66.95652173913044	0.0
WDR43	HepG2	1	15.532865347798342	0.4794727705773853
WDR43	K562	1	13.801582210818902	0.0
WDR43	HepG2	2	15.40523292916401	0.0
WDR43	K562	2	23.027581783194357	0.0
WDR43	HepG2	3	19.948947032546265	0.0
WDR43	K562	3	18.46268975839213	0.0
WDR43	HepG2	4	10.650925335035097	0.0
WDR43	K562	4	8.42420354928373	0.0
WDR43	HepG2	5	14.862795149968091	0.0
WDR43	K562	5	22.803078896728675	0.3550767165773055
WDR43	HepG2	6	23.59923420548819	0.0
WDR43	K562	6	13.48086380158221	0.0
WRN	K562	1	28.522504892367905	0.0
WRN	K562	2	9.94781474233529	0.0
WRN	K562	3	9.001956947162427	0.0
WRN	K562	4	10.926288323548597	0.0
WRN	K562	5	27.10371819960861	0.0
WRN	K562	6	14.49771689497717	0.0
XPO5	HepG2	1	14.146139590118215	0.0
XPO5	HepG2	2	22.69104125807438	0.0
XPO5	HepG2	3	19.610630296705473	-0.16090518468897977
XPO5	HepG2	4	16.621983914209114	0.0
XPO5	HepG2	5	15.709736041887831	0.05008676403558979
XPO5	HepG2	6	11.220468899004985	0.0431464939190521
XRCC6	HepG2	1	43.82314694408323	0.0
XRCC6	K562	1	20.70172102310545	0.012546082702175868
XRCC6	HepG2	2	0.7802340702210664	0.0
XRCC6	K562	2	29.386707235903774	0.010338747149957831
XRCC6	HepG2	3	43.43302990897269	0.0
XRCC6	K562	3	16.689169915375107	-0.03275241758262128
XRCC6	HepG2	4	7.542262678803641	0.0
XRCC6	K562	4	9.546448607017211	0.0
XRCC6	HepG2	5	1.5604681404421328	0.0
XRCC6	K562	5	15.044214129504613	-0.006105623973704035
XRCC6	HepG2	6	2.860858257477243	0.0
XRCC6	K562	6	8.631739089093848	0.0
XRN2	HepG2	1	9.539003556353244	-0.39936184039980377
XRN2	K562	1	12.343612859076776	-0.008110705413985396
XRN2	HepG2	2	59.0121979592515	-0.28405928510023887
XRN2	K562	2	46.29505660433495	-0.44705615129865955
XRN2	HepG2	3	7.234021338119454	-0.015680704659515
XRN2	K562	3	10.757055086951993	-0.007892975080183032
XRN2	HepG2	4	9.487486289759698	-0.4199895393557665
XRN2	K562	4	11.178798292200353	-0.10452274927037639
XRN2	HepG2	5	9.863063781699738	-0.049692206858749685
XRN2	K562	5	15.275732286041565	-0.05455751177854836
XRN2	HepG2	6	4.864227074816366	0.0
XRN2	K562	6	4.149744871394356	-0.032810794000665264
YBX3	HepG2	1	11.659904156021975	-0.38957439331958693
YBX3	K562	1	13.942419712491263	-0.0023007103358968634
YBX3	HepG2	2	18.247925328524435	-0.01309794665822277
YBX3	K562	2	17.28756895156962	-0.10469401993623312
YBX3	HepG2	3	13.94997411878642	1.0335500620676008
YBX3	K562	3	15.036350927164627	1.2465137414711998
YBX3	HepG2	4	15.714905909265475	1.3961228686255833
YBX3	K562	4	15.720216107156476	1.2566537811471028
YBX3	HepG2	5	22.555060194693517	-0.07376794892743296
YBX3	K562	5	19.817080354267734	-0.019036018182053926
YBX3	HepG2	6	17.872230292708178	0.0
YBX3	K562	6	18.196363947350278	-0.22033418389828743
YWHAG	K562	1	17.69217801753203	0.0
YWHAG	K562	2	13.233310856372219	0.0
YWHAG	K562	3	20.5664194200944	-0.00045817669618486434
YWHAG	K562	4	19.63081591368847	-0.01466642453683069
YWHAG	K562	5	22.37862440997977	0.0
YWHAG	K562	6	6.498651382333108	0.0
ZC3H11A	HepG2	1	4.484630545278518	-0.18869040811818744
ZC3H11A	K562	1	4.065231293967171	-0.0005666287040718278
ZC3H11A	HepG2	2	6.0094740845752215	0.0
ZC3H11A	K562	2	1.7544233638882967	0.0
ZC3H11A	HepG2	3	4.809653884720445	0.0
ZC3H11A	K562	3	5.689618418247709	-0.0006377178153798013
ZC3H11A	HepG2	4	8.88627640814633	0.0
ZC3H11A	K562	4	6.476231080793007	0.12985019545469964
ZC3H11A	HepG2	5	15.438608623491582	0.0
ZC3H11A	K562	5	21.076529524621616	0.2244022898200267
ZC3H11A	HepG2	6	60.371356453787904	-0.139281906947263
ZC3H11A	K562	6	60.9379663184822	0.1849569681508466
ZC3H8	K562	1	13.961391514176553	-6.921262882484803e-06
ZC3H8	K562	2	11.992760908908103	0.0002531305278272446
ZC3H8	K562	3	23.597426100945103	0.0071170953105836885
ZC3H8	K562	4	12.487432133521013	-0.01843668686880214
ZC3H8	K562	5	23.08867886587573	0.0005335858727341274
ZC3H8	K562	6	14.872310476573498	-0.02861112945760889
ZNF622	K562	1	16.10595271115423	-0.015618987383506071
ZNF622	K562	2	22.107705424520862	-0.03254067898553178
ZNF622	K562	3	11.979005132360996	0.8259903625722838
ZNF622	K562	4	14.508599070709572	1.0206427144344374
ZNF622	K562	5	15.835834917180403	-0.13921237849826612
ZNF622	K562	6	19.46290274407394	-0.1135625965834862
ZNF800	HepG2	1	14.829167121493287	-0.09541423790402333
ZNF800	K562	1	14.069437967103383	-0.01993122485341692
ZNF800	HepG2	2	19.098500560677177	-0.04090040256895219
ZNF800	K562	2	15.459921697111259	-0.4050222479749717
ZNF800	HepG2	3	13.667870716773676	0.27485753470254387
ZNF800	K562	3	14.432147294082606	0.5737611761557743
ZNF800	HepG2	4	14.189598197894234	0.23047162825105924
ZNF800	K562	4	14.842865148944009	0.7940311538100074
ZNF800	HepG2	5	18.814440662492185	-0.01781792990898966
ZNF800	K562	5	22.373541618494844	-0.02687167989313155
ZNF800	HepG2	6	19.400422740669438	-0.18674889582106227
ZNF800	K562	6	18.822086274263903	-0.0036273336430254232
ZRANB2	K562	1	20.768996960486323	0.0
ZRANB2	K562	2	17.085106382978722	-0.0008006781360887837
ZRANB2	K562	3	25.762917933130698	-0.0030401010609326378
ZRANB2	K562	4	9.085106382978724	-0.03262254104862366
ZRANB2	K562	5	20.878419452887538	-0.0019245748554097273
ZRANB2	K562	6	6.419452887537994	0.0
