Cell Line	Combination	Mismatched Graphs
HepG2	('ENSE00003678512', 'ENSE00003639964', 'ENSE00003668081')	1
HepG2	('ENSE00003709142', 'ENSE00003707007', 'ENSE00003703112')	1
HepG2	('ENSE00003498954', 'ENSE00003754533', 'ENSE00003679434')	1
HepG2	('ENSE00003669709', 'ENSE00003467728', 'ENSE00003476190')	1
HepG2	('ENSE00002033453', 'ENSE00003654477', 'ENSE00002075861')	1
HepG2	('ENSE00002427493', 'ENSE00003764950', 'ENSE00001295081')	1
HepG2	('ENSE00001900507', 'ENSE00003507964', 'ENSE00003578428')	1
HepG2	('ENSE00003540662', 'ENSE00003502376', 'ENSE00001608619')	1
HepG2	('ENSE00000789606', 'ENSE00000789605', 'ENSE00000789607')	1
HepG2	('ENSE00003639897', 'ENSE00002595279', 'ENSE00003549635')	1
HepG2	('ENSE00003629596', 'ENSE00003628092', 'ENSE00003560019')	1
HepG2	('ENSE00003500330', 'ENSE00001837304', 'ENSE00003513401')	1
HepG2	('ENSE00001007013', 'ENSE00001006999', 'ENSE00003114525')	1
HepG2	('ENSE00000860090', 'ENSE00000860089', 'ENSE00000860091')	1
HepG2	('ENSE00003575764', 'ENSE00003668390', 'ENSE00003654645')	1
HepG2	('ENSE00001764562', 'ENSE00001731373', 'ENSE00001391269')	1
HepG2	('ENSE00001173766', 'ENSE00001173758', 'ENSE00001173770')	1
HepG2	('ENSE00003714248', 'ENSE00003715741', 'ENSE00003667980')	1
HepG2	('ENSE00003649598', 'ENSE00003625365', 'ENSE00003574531')	1
HepG2	('ENSE00003531365', 'ENSE00003509837', 'ENSE00001778625')	1
HepG2	('ENSE00003510433', 'ENSE00003559819', 'ENSE00003532196')	1
HepG2	('ENSE00003706168', 'ENSE00003707693', 'ENSE00003637424')	1
HepG2	('ENSE00002295174', 'ENSE00003543921', 'ENSE00003505649')	1
HepG2	('ENSE00001643378', 'ENSE00000657284', 'ENSE00003656346')	1
HepG2	('ENSE00003760042', 'ENSE00003595276', 'ENSE00003635726')	1
HepG2	('ENSE00001111799', 'ENSE00003784957', 'ENSE00002652202')	2
HepG2	('ENSE00000844519', 'ENSE00003559520', 'ENSE00000694616')	1
HepG2	('ENSE00003638202', 'ENSE00003587772', 'ENSE00003578596')	1
HepG2	('ENSE00003505251', 'ENSE00002433902', 'ENSE00003675583')	1
HepG2	('ENSE00003614066', 'ENSE00003631538', 'ENSE00001548544')	1
HepG2	('ENSE00001599256', 'ENSE00003809101', 'ENSE00003594235')	1
HepG2	('ENSE00003716865', 'ENSE00003547089', 'ENSE00003730608')	1
HepG2	('ENSE00001607720', 'ENSE00001750464', 'ENSE00003523300')	1
HepG2	('ENSE00003465957', 'ENSE00001902654', 'ENSE00003614573')	1
HepG2	('ENSE00000964390', 'ENSE00000924667', 'ENSE00000924668')	1
HepG2	('ENSE00003656385', 'ENSE00001920255', 'ENSE00003665749')	1
HepG2	('ENSE00003479798', 'ENSE00001184185', 'ENSE00001625331')	1
HepG2	('ENSE00001492019', 'ENSE00003787719', 'ENSE00003585744')	1
HepG2	('ENSE00001510606', 'ENSE00001510607', 'ENSE00001510605')	1
HepG2	('ENSE00001747632', 'ENSE00001615884', 'ENSE00001705669')	1
HepG2	('ENSE00002190854', 'ENSE00002191764', 'ENSE00002195880')	1
HepG2	('ENSE00003611220', 'ENSE00002085327', 'ENSE00002068930')	1
HepG2	('ENSE00003715450', 'ENSE00003712288', 'ENSE00003730285')	1
HepG2	('ENSE00003573657', 'ENSE00003523431', 'ENSE00003514543')	1
HepG2	('ENSE00002637138', 'ENSE00003813275', 'ENSE00002682096')	1
HepG2	('ENSE00003503378', 'ENSE00003651830', 'ENSE00003576854')	1
HepG2	('ENSE00003682403', 'ENSE00003589405', 'ENSE00001340000')	1
HepG2	('ENSE00000729191', 'ENSE00000729194', 'ENSE00000729187')	1
HepG2	('ENSE00003663414', 'ENSE00003526889', 'ENSE00002262151')	1
HepG2	('ENSE00002474216', 'ENSE00003519304', 'ENSE00001435390')	1
HepG2	('ENSE00003642206', 'ENSE00003491425', 'ENSE00003473226')	1
HepG2	('ENSE00001107011', 'ENSE00001106975', 'ENSE00001183169')	1
HepG2	('ENSE00003500268', 'ENSE00003528852', 'ENSE00002853198')	1
HepG2	('ENSE00002588020', 'ENSE00002596309', 'ENSE00003503345')	1
HepG2	('ENSE00000721004', 'ENSE00003750885', 'ENSE00003502458')	1
HepG2	('ENSE00003612724', 'ENSE00003558243', 'ENSE00003468780')	1
HepG2	('ENSE00003492459', 'ENSE00003460799', 'ENSE00003506099')	1
HepG2	('ENSE00001805227', 'ENSE00003602172', 'ENSE00001237210')	1
HepG2	('ENSE00003459336', 'ENSE00003624981', 'ENSE00003657998')	1
HepG2	('ENSE00003591245', 'ENSE00003634383', 'ENSE00001467135')	1
HepG2	('ENSE00003491851', 'ENSE00002217078', 'ENSE00002259548')	1
HepG2	('ENSE00003590627', 'ENSE00001953173', 'ENSE00003464719')	1
HepG2	('ENSE00002419311', 'ENSE00003676011', 'ENSE00003643922')	1
HepG2	('ENSE00003604862', 'ENSE00003545485', 'ENSE00003532606')	1
HepG2	('ENSE00003600001', 'ENSE00003583406', 'ENSE00003459630')	1
HepG2	('ENSE00001360970', 'ENSE00001360956', 'ENSE00001360960')	1
HepG2	('ENSE00001646362', 'ENSE00001657931', 'ENSE00001680217')	1
HepG2	('ENSE00003790224', 'ENSE00000755334', 'ENSE00000755336')	1
HepG2	('ENSE00003545881', 'ENSE00001827771', 'ENSE00001070294')	1
HepG2	('ENSE00003621016', 'ENSE00003559278', 'ENSE00002768218')	1
HepG2	('ENSE00003762098', 'ENSE00003503345', 'ENSE00003572931')	1
HepG2	('ENSE00003609845', 'ENSE00003687017', 'ENSE00003493423')	1
HepG2	('ENSE00000658302', 'ENSE00000658300', 'ENSE00000658304')	1
HepG2	('ENSE00001005072', 'ENSE00003818699', 'ENSE00001005073')	1
HepG2	('ENSE00003604631', 'ENSE00003475675', 'ENSE00002878549')	1
HepG2	('ENSE00001634130', 'ENSE00003545087', 'ENSE00001617083')	1
HepG2	('ENSE00003490974', 'ENSE00003485664', 'ENSE00003472120')	1
HepG2	('ENSE00003497697', 'ENSE00001099453', 'ENSE00003635043')	1
HepG2	('ENSE00003553900', 'ENSE00002319053', 'ENSE00003627238')	1
HepG2	('ENSE00002100427', 'ENSE00002137716', 'ENSE00003470702')	1
HepG2	('ENSE00000830220', 'ENSE00003476528', 'ENSE00000765560')	1
HepG2	('ENSE00003523261', 'ENSE00003524483', 'ENSE00003728831')	1
HepG2	('ENSE00000711853', 'ENSE00000711827', 'ENSE00000437599')	1
HepG2	('ENSE00003625269', 'ENSE00003493104', 'ENSE00003576584')	1
HepG2	('ENSE00001324148', 'ENSE00003472314', 'ENSE00002913162')	1
HepG2	('ENSE00000809192', 'ENSE00000963044', 'ENSE00003515631')	1
HepG2	('ENSE00003653706', 'ENSE00003604450', 'ENSE00003498639')	1
HepG2	('ENSE00000991346', 'ENSE00000991345', 'ENSE00003463448')	1
HepG2	('ENSE00003658209', 'ENSE00003588424', 'ENSE00003652933')	1
HepG2	('ENSE00003664758', 'ENSE00003524607', 'ENSE00002537323')	1
HepG2	('ENSE00002492251', 'ENSE00003671850', 'ENSE00001639185')	1
HepG2	('ENSE00001108495', 'ENSE00001108500', 'ENSE00001108505')	1
HepG2	('ENSE00002649548', 'ENSE00003505153', 'ENSE00002677926')	1
HepG2	('ENSE00001741110', 'ENSE00001199937', 'ENSE00001621166')	1
HepG2	('ENSE00001719402', 'ENSE00001676777', 'ENSE00001705472')	1
HepG2	('ENSE00001763130', 'ENSE00003626579', 'ENSE00003296924')	1
HepG2	('ENSE00003616610', 'ENSE00001834124', 'ENSE00003608253')	1
HepG2	('ENSE00003619343', 'ENSE00003688319', 'ENSE00003659122')	1
HepG2	('ENSE00000958810', 'ENSE00000958809', 'ENSE00000958811')	1
HepG2	('ENSE00001707585', 'ENSE00002815683', 'ENSE00003521135')	1
HepG2	('ENSE00000652673', 'ENSE00000652671', 'ENSE00001124486')	1
HepG2	('ENSE00003659010', 'ENSE00003554178', 'ENSE00003577152')	1
HepG2	('ENSE00002656683', 'ENSE00002648042', 'ENSE00003602603')	1
HepG2	('ENSE00003503730', 'ENSE00003685869', 'ENSE00001924172')	1
HepG2	('ENSE00000859388', 'ENSE00000660809', 'ENSE00001711909')	1
HepG2	('ENSE00003791889', 'ENSE00003598267', 'ENSE00002577361')	1
HepG2	('ENSE00003661489', 'ENSE00003840230', 'ENSE00003841069')	1
HepG2	('ENSE00003575735', 'ENSE00002702764', 'ENSE00003609972')	1
HepG2	('ENSE00003605975', 'ENSE00003532954', 'ENSE00003585321')	1
HepG2	('ENSE00003461207', 'ENSE00002521259', 'ENSE00003492589')	1
HepG2	('ENSE00002417673', 'ENSE00002390437', 'ENSE00002327309')	1
HepG2	('ENSE00003759730', 'ENSE00003513042', 'ENSE00002217578')	1
HepG2	('ENSE00001226222', 'ENSE00001206284', 'ENSE00001206258')	1
HepG2	('ENSE00003596800', 'ENSE00002586694', 'ENSE00003485646')	1
HepG2	('ENSE00003471773', 'ENSE00003724017', 'ENSE00003611479')	1
HepG2	('ENSE00001200522', 'ENSE00001174692', 'ENSE00001053913')	1
HepG2	('ENSE00001639513', 'ENSE00001711969', 'ENSE00001666408')	1
HepG2	('ENSE00000721419', 'ENSE00000811366', 'ENSE00000721422')	1
HepG2	('ENSE00001644577', 'ENSE00001767242', 'ENSE00001707152')	1
HepG2	('ENSE00003473633', 'ENSE00003602875', 'ENSE00003628237')	1
HepG2	('ENSE00003484757', 'ENSE00003569872', 'ENSE00003613734')	1
HepG2	('ENSE00003666510', 'ENSE00003530934', 'ENSE00001924779')	1
HepG2	('ENSE00003532737', 'ENSE00003629111', 'ENSE00003468862')	1
HepG2	('ENSE00003680879', 'ENSE00003784716', 'ENSE00003597328')	1
HepG2	('ENSE00000755097', 'ENSE00003490888', 'ENSE00003689985')	1
HepG2	('ENSE00001650003', 'ENSE00001799196', 'ENSE00001698332')	1
HepG2	('ENSE00001258538', 'ENSE00001411968', 'ENSE00001935458')	1
HepG2	('ENSE00003529005', 'ENSE00003534055', 'ENSE00003012156')	1
HepG2	('ENSE00003650244', 'ENSE00003682961', 'ENSE00003497606')	1
HepG2	('ENSE00002582720', 'ENSE00003476968', 'ENSE00002578861')	1
HepG2	('ENSE00003789299', 'ENSE00003548026', 'ENSE00002175178')	1
HepG2	('ENSE00003592401', 'ENSE00002588702', 'ENSE00003666013')	1
HepG2	('ENSE00003525008', 'ENSE00003488959', 'ENSE00003636716')	1
HepG2	('ENSE00001889543', 'ENSE00003509969', 'ENSE00003613705')	1
HepG2	('ENSE00003787278', 'ENSE00003490363', 'ENSE00003511577')	1
HepG2	('ENSE00000716166', 'ENSE00000716111', 'ENSE00000716210')	1
HepG2	('ENSE00001084820', 'ENSE00001084865', 'ENSE00001084866')	1
HepG2	('ENSE00001364818', 'ENSE00001459065', 'ENSE00003634598')	1
HepG2	('ENSE00003600723', 'ENSE00001865114', 'ENSE00003515763')	1
HepG2	('ENSE00003686989', 'ENSE00001010522', 'ENSE00001010521')	1
HepG2	('ENSE00003623354', 'ENSE00003543603', 'ENSE00003694326')	1
HepG2	('ENSE00003681328', 'ENSE00003652128', 'ENSE00003609288')	1
HepG2	('ENSE00001525222', 'ENSE00003540387', 'ENSE00003607158')	1
HepG2	('ENSE00001456711', 'ENSE00001456702', 'ENSE00001456714')	1
HepG2	('ENSE00003811329', 'ENSE00003809437', 'ENSE00003807325')	1
HepG2	('ENSE00003640581', 'ENSE00002212572', 'ENSE00001019964')	1
HepG2	('ENSE00003538062', 'ENSE00001936818', 'ENSE00003665414')	1
HepG2	('ENSE00003633655', 'ENSE00003537693', 'ENSE00001077478')	1
HepG2	('ENSE00003522806', 'ENSE00003462172', 'ENSE00001646506')	1
HepG2	('ENSE00000661451', 'ENSE00001464719', 'ENSE00001529724')	1
HepG2	('ENSE00003619396', 'ENSE00001648006', 'ENSE00003565560')	1
HepG2	('ENSE00001371009', 'ENSE00000762781', 'ENSE00000840039')	1
HepG2	('ENSE00003512616', 'ENSE00003515013', 'ENSE00003684910')	1
HepG2	('ENSE00002070485', 'ENSE00002059130', 'ENSE00003613047')	1
HepG2	('ENSE00003690031', 'ENSE00003601283', 'ENSE00003492161')	1
HepG2	('ENSE00003521917', 'ENSE00003625874', 'ENSE00003588367')	1
HepG2	('ENSE00003527919', 'ENSE00003469551', 'ENSE00003684852')	1
HepG2	('ENSE00001872323', 'ENSE00003482513', 'ENSE00003476131')	1
HepG2	('ENSE00003580506', 'ENSE00003639693', 'ENSE00003490451')	1
HepG2	('ENSE00003225557', 'ENSE00003224680', 'ENSE00001565875')	1
HepG2	('ENSE00003654052', 'ENSE00003641658', 'ENSE00003503310')	1
HepG2	('ENSE00003635626', 'ENSE00002051719', 'ENSE00003544759')	1
HepG2	('ENSE00003554535', 'ENSE00001874230', 'ENSE00001848048')	1
HepG2	('ENSE00001147757', 'ENSE00001392440', 'ENSE00001165045')	1
HepG2	('ENSE00003501421', 'ENSE00003471630', 'ENSE00003529754')	1
HepG2	('ENSE00001147205', 'ENSE00000876130', 'ENSE00000354075')	1
HepG2	('ENSE00003841028', 'ENSE00003834655', 'ENSE00003539458')	1
HepG2	('ENSE00003474416', 'ENSE00003657456', 'ENSE00003554146')	1
HepG2	('ENSE00003517271', 'ENSE00003597738', 'ENSE00003611803')	1
HepG2	('ENSE00002594102', 'ENSE00002600322', 'ENSE00002585696')	1
HepG2	('ENSE00003681924', 'ENSE00003670190', 'ENSE00003516793')	1
HepG2	('ENSE00003579280', 'ENSE00002236733', 'ENSE00002282457')	1
HepG2	('ENSE00003544851', 'ENSE00003675524', 'ENSE00003622957')	1
HepG2	('ENSE00001676256', 'ENSE00001594445', 'ENSE00001123554')	1
HepG2	('ENSE00003580352', 'ENSE00003647303', 'ENSE00003583962')	1
HepG2	('ENSE00003705582', 'ENSE00002659358', 'ENSE00003706408')	1
HepG2	('ENSE00001182202', 'ENSE00003682486', 'ENSE00003660394')	1
HepG2	('ENSE00003562629', 'ENSE00001737209', 'ENSE00003513241')	1
HepG2	('ENSE00003481933', 'ENSE00003662301', 'ENSE00003722219')	1
HepG2	('ENSE00003654191', 'ENSE00003556650', 'ENSE00003644860')	1
HepG2	('ENSE00003499314', 'ENSE00003535386', 'ENSE00003574331')	1
HepG2	('ENSE00003704677', 'ENSE00003786702', 'ENSE00003578666')	1
HepG2	('ENSE00003665463', 'ENSE00003597725', 'ENSE00003669612')	1
HepG2	('ENSE00002209567', 'ENSE00002245273', 'ENSE00003547063')	1
HepG2	('ENSE00001081937', 'ENSE00001139601', 'ENSE00001328681')	1
HepG2	('ENSE00003630930', 'ENSE00003486949', 'ENSE00002832790')	1
HepG2	('ENSE00003703243', 'ENSE00003709178', 'ENSE00001693579')	1
HepG2	('ENSE00003599293', 'ENSE00003491362', 'ENSE00003548985')	1
HepG2	('ENSE00001285732', 'ENSE00002205046', 'ENSE00002375060')	1
HepG2	('ENSE00002490011', 'ENSE00002297268', 'ENSE00002457282')	1
HepG2	('ENSE00003667001', 'ENSE00003646402', 'ENSE00003656004')	1
HepG2	('ENSE00001376996', 'ENSE00003531093', 'ENSE00001380009')	1
HepG2	('ENSE00002172045', 'ENSE00003488408', 'ENSE00000886535')	1
HepG2	('ENSE00002927349', 'ENSE00002832613', 'ENSE00003578525')	1
HepG2	('ENSE00003616905', 'ENSE00001917971', 'ENSE00003489082')	1
HepG2	('ENSE00002592331', 'ENSE00001204856', 'ENSE00003535383')	1
HepG2	('ENSE00000757619', 'ENSE00000757620', 'ENSE00000757618')	1
HepG2	('ENSE00003535187', 'ENSE00003609713', 'ENSE00002140141')	1
HepG2	('ENSE00003559534', 'ENSE00001176872', 'ENSE00003576890')	1
HepG2	('ENSE00003640917', 'ENSE00003500124', 'ENSE00003485086')	1
HepG2	('ENSE00003659973', 'ENSE00001855996', 'ENSE00003600726')	1
HepG2	('ENSE00003615209', 'ENSE00003460435', 'ENSE00003603658')	1
HepG2	('ENSE00000648532', 'ENSE00000648531', 'ENSE00002666826')	1
HepG2	('ENSE00003741847', 'ENSE00003818185', 'ENSE00003733179')	1
HepG2	('ENSE00003494387', 'ENSE00002790090', 'ENSE00003468491')	1
HepG2	('ENSE00003629984', 'ENSE00002351623', 'ENSE00003629357')	1
HepG2	('ENSE00003617219', 'ENSE00003609355', 'ENSE00003668544')	1
HepG2	('ENSE00003625799', 'ENSE00003529738', 'ENSE00000900776')	1
HepG2	('ENSE00003531210', 'ENSE00003524054', 'ENSE00001104334')	1
HepG2	('ENSE00000895989', 'ENSE00000895987', 'ENSE00002995861')	1
HepG2	('ENSE00003459793', 'ENSE00002546096', 'ENSE00003612222')	1
HepG2	('ENSE00001534021', 'ENSE00001534022', 'ENSE00001534019')	1
HepG2	('ENSE00001458733', 'ENSE00003504366', 'ENSE00001458732')	1
HepG2	('ENSE00003596547', 'ENSE00003508638', 'ENSE00002085522')	1
HepG2	('ENSE00003595417', 'ENSE00003490601', 'ENSE00003472692')	1
HepG2	('ENSE00000953177', 'ENSE00000953176', 'ENSE00000953178')	1
HepG2	('ENSE00001555228', 'ENSE00001462151', 'ENSE00001462157')	1
HepG2	('ENSE00003548377', 'ENSE00001809821', 'ENSE00001925549')	1
HepG2	('ENSE00000849637', 'ENSE00000849636', 'ENSE00000849638')	1
HepG2	('ENSE00003591507', 'ENSE00000785765', 'ENSE00003484315')	1
HepG2	('ENSE00003708271', 'ENSE00003704813', 'ENSE00001756596')	1
HepG2	('ENSE00003562345', 'ENSE00003649877', 'ENSE00002695342')	1
HepG2	('ENSE00003561925', 'ENSE00003685659', 'ENSE00003628484')	1
HepG2	('ENSE00003610269', 'ENSE00002579038', 'ENSE00003630662')	1
HepG2	('ENSE00002158267', 'ENSE00002215586', 'ENSE00003676740')	1
HepG2	('ENSE00003513174', 'ENSE00001132455', 'ENSE00003658668')	1
HepG2	('ENSE00001888928', 'ENSE00001873306', 'ENSE00003498928')	1
HepG2	('ENSE00002058128', 'ENSE00002082200', 'ENSE00003565977')	1
HepG2	('ENSE00003637107', 'ENSE00003489237', 'ENSE00003571649')	1
HepG2	('ENSE00003596825', 'ENSE00001240225', 'ENSE00003534764')	1
HepG2	('ENSE00003552414', 'ENSE00002292067', 'ENSE00002235042')	1
HepG2	('ENSE00003677357', 'ENSE00003556894', 'ENSE00003683780')	1
HepG2	('ENSE00001332682', 'ENSE00002862769', 'ENSE00003630908')	1
HepG2	('ENSE00003567051', 'ENSE00003561234', 'ENSE00002102409')	1
HepG2	('ENSE00002454433', 'ENSE00002431609', 'ENSE00002492362')	1
HepG2	('ENSE00000797490', 'ENSE00003565167', 'ENSE00000739824')	1
HepG2	('ENSE00001132525', 'ENSE00000726996', 'ENSE00001178926')	1
HepG2	('ENSE00003594528', 'ENSE00002128274', 'ENSE00003691204')	1
HepG2	('ENSE00001648546', 'ENSE00001722043', 'ENSE00001756300')	1
HepG2	('ENSE00003500561', 'ENSE00003561608', 'ENSE00000885245')	1
HepG2	('ENSE00003593410', 'ENSE00003577159', 'ENSE00003671568')	1
HepG2	('ENSE00002485203', 'ENSE00003694390', 'ENSE00001547236')	1
HepG2	('ENSE00003595499', 'ENSE00002202781', 'ENSE00003564300')	1
HepG2	('ENSE00000651607', 'ENSE00000651606', 'ENSE00001750762')	1
HepG2	('ENSE00003670768', 'ENSE00003681976', 'ENSE00002659180')	1
HepG2	('ENSE00003608031', 'ENSE00003581133', 'ENSE00003589864')	1
HepG2	('ENSE00000804316', 'ENSE00000804313', 'ENSE00000487323')	1
HepG2	('ENSE00002190032', 'ENSE00003532561', 'ENSE00003590167')	1
HepG2	('ENSE00001737562', 'ENSE00001615063', 'ENSE00003495391')	1
HepG2	('ENSE00001408644', 'ENSE00001425571', 'ENSE00003603942')	1
HepG2	('ENSE00003397141', 'ENSE00003454592', 'ENSE00003342675')	1
HepG2	('ENSE00001752823', 'ENSE00001796112', 'ENSE00002769918')	1
HepG2	('ENSE00001536794', 'ENSE00003742626', 'ENSE00003712420')	1
HepG2	('ENSE00003536482', 'ENSE00003566059', 'ENSE00003524426')	1
HepG2	('ENSE00003473403', 'ENSE00003641242', 'ENSE00003569301')	1
HepG2	('ENSE00001049384', 'ENSE00003593951', 'ENSE00003471584')	1
HepG2	('ENSE00001042942', 'ENSE00001042891', 'ENSE00001042937')	1
HepG2	('ENSE00003555851', 'ENSE00003532459', 'ENSE00003575805')	1
HepG2	('ENSE00003572812', 'ENSE00003461538', 'ENSE00003640320')	1
HepG2	('ENSE00003537332', 'ENSE00003637146', 'ENSE00001716756')	1
HepG2	('ENSE00001776153', 'ENSE00001621650', 'ENSE00001635133')	1
HepG2	('ENSE00003693224', 'ENSE00001876502', 'ENSE00001939214')	1
HepG2	('ENSE00003654741', 'ENSE00003552069', 'ENSE00003593895')	1
HepG2	('ENSE00003624440', 'ENSE00002882254', 'ENSE00002781670')	1
HepG2	('ENSE00003543576', 'ENSE00003636759', 'ENSE00003458271')	1
HepG2	('ENSE00003734573', 'ENSE00003730542', 'ENSE00003742558')	1
HepG2	('ENSE00001873962', 'ENSE00001839193', 'ENSE00003550091')	1
HepG2	('ENSE00001789693', 'ENSE00001629775', 'ENSE00001697866')	1
HepG2	('ENSE00001446243', 'ENSE00001715717', 'ENSE00003605596')	1
HepG2	('ENSE00003500279', 'ENSE00001170868', 'ENSE00003694349')	1
HepG2	('ENSE00000747498', 'ENSE00003597924', 'ENSE00001564308')	1
HepG2	('ENSE00003572626', 'ENSE00003615909', 'ENSE00003632564')	1
HepG2	('ENSE00002594618', 'ENSE00001602076', 'ENSE00002609934')	1
HepG2	('ENSE00001163755', 'ENSE00001163747', 'ENSE00001163760')	1
HepG2	('ENSE00003679139', 'ENSE00002094090', 'ENSE00003580897')	1
HepG2	('ENSE00001779939', 'ENSE00001728571', 'ENSE00001420832')	1
HepG2	('ENSE00003649124', 'ENSE00003668234', 'ENSE00003692627')	1
HepG2	('ENSE00001493938', 'ENSE00003633106', 'ENSE00003554540')	1
HepG2	('ENSE00003784294', 'ENSE00003786264', 'ENSE00003541315')	1
HepG2	('ENSE00003521640', 'ENSE00003629892', 'ENSE00003563044')	1
HepG2	('ENSE00002824326', 'ENSE00002974933', 'ENSE00003677142')	1
HepG2	('ENSE00001453699', 'ENSE00003537742', 'ENSE00001453700')	1
HepG2	('ENSE00003740644', 'ENSE00001024621', 'ENSE00003532155')	1
HepG2	('ENSE00001797398', 'ENSE00001723936', 'ENSE00003641175')	1
HepG2	('ENSE00003628780', 'ENSE00003495071', 'ENSE00003483986')	1
HepG2	('ENSE00003543166', 'ENSE00002548386', 'ENSE00003459335')	1
HepG2	('ENSE00003629127', 'ENSE00003582996', 'ENSE00001703408')	1
HepG2	('ENSE00001256688', 'ENSE00000651613', 'ENSE00000651615')	1
HepG2	('ENSE00003784626', 'ENSE00001288338', 'ENSE00002032265')	1
HepG2	('ENSE00003600475', 'ENSE00003538356', 'ENSE00003567424')	1
HepG2	('ENSE00002467138', 'ENSE00002457543', 'ENSE00003549582')	1
HepG2	('ENSE00003470850', 'ENSE00003689071', 'ENSE00003663797')	1
HepG2	('ENSE00003597120', 'ENSE00001892723', 'ENSE00003630918')	1
HepG2	('ENSE00001001836', 'ENSE00000912740', 'ENSE00000912743')	1
HepG2	('ENSE00003685281', 'ENSE00003468644', 'ENSE00003481352')	1
HepG2	('ENSE00001108072', 'ENSE00000941696', 'ENSE00003508990')	1
HepG2	('ENSE00003642308', 'ENSE00001698404', 'ENSE00003469259')	1
HepG2	('ENSE00003554644', 'ENSE00003618677', 'ENSE00002179858')	1
HepG2	('ENSE00003484003', 'ENSE00003600572', 'ENSE00003664100')	1
HepG2	('ENSE00003490186', 'ENSE00003478449', 'ENSE00003721630')	1
HepG2	('ENSE00001901632', 'ENSE00003521684', 'ENSE00001855440')	1
HepG2	('ENSE00003582836', 'ENSE00003665376', 'ENSE00003502089')	1
HepG2	('ENSE00001512074', 'ENSE00003797953', 'ENSE00001629868')	1
HepG2	('ENSE00001160225', 'ENSE00000696302', 'ENSE00000401525')	1
HepG2	('ENSE00003653342', 'ENSE00003491184', 'ENSE00003589243')	1
HepG2	('ENSE00003483751', 'ENSE00002769599', 'ENSE00003516551')	1
HepG2	('ENSE00003462240', 'ENSE00002320234', 'ENSE00003552569')	1
HepG2	('ENSE00003514099', 'ENSE00001084109', 'ENSE00001913540')	1
HepG2	('ENSE00003656039', 'ENSE00003489051', 'ENSE00003477195')	1
HepG2	('ENSE00001654698', 'ENSE00000968968', 'ENSE00001596397')	1
HepG2	('ENSE00003694110', 'ENSE00002526385', 'ENSE00003522783')	1
HepG2	('ENSE00001614350', 'ENSE00003611369', 'ENSE00003558521')	1
HepG2	('ENSE00001268755', 'ENSE00001268749', 'ENSE00003615058')	1
HepG2	('ENSE00003701415', 'ENSE00003698983', 'ENSE00002529348')	1
HepG2	('ENSE00003582181', 'ENSE00003575006', 'ENSE00003470878')	1
HepG2	('ENSE00003583630', 'ENSE00003617049', 'ENSE00003228125')	1
HepG2	('ENSE00003622069', 'ENSE00001840885', 'ENSE00003484979')	1
HepG2	('ENSE00001603947', 'ENSE00001460931', 'ENSE00003560518')	1
HepG2	('ENSE00003755930', 'ENSE00003628457', 'ENSE00001003673')	1
HepG2	('ENSE00001754926', 'ENSE00001789139', 'ENSE00003512678')	1
HepG2	('ENSE00001866702', 'ENSE00003596044', 'ENSE00003465966')	1
HepG2	('ENSE00003632570', 'ENSE00003605882', 'ENSE00001299954')	1
HepG2	('ENSE00003107374', 'ENSE00003668248', 'ENSE00003480226')	1
HepG2	('ENSE00003490777', 'ENSE00003618074', 'ENSE00002046546')	1
HepG2	('ENSE00003789942', 'ENSE00003699510', 'ENSE00003706238')	1
HepG2	('ENSE00003635713', 'ENSE00003633327', 'ENSE00002191473')	1
HepG2	('ENSE00003629366', 'ENSE00003570373', 'ENSE00003647428')	1
HepG2	('ENSE00003360442', 'ENSE00003333744', 'ENSE00003251408')	1
HepG2	('ENSE00003166516', 'ENSE00002999955', 'ENSE00003462267')	1
HepG2	('ENSE00003747322', 'ENSE00003812053', 'ENSE00001835953')	1
HepG2	('ENSE00003603006', 'ENSE00003534521', 'ENSE00001906147')	1
HepG2	('ENSE00003524028', 'ENSE00003683335', 'ENSE00001401837')	1
HepG2	('ENSE00003584089', 'ENSE00003692836', 'ENSE00003641349')	1
HepG2	('ENSE00003635140', 'ENSE00001887968', 'ENSE00003643061')	1
HepG2	('ENSE00003497316', 'ENSE00003520595', 'ENSE00003621343')	1
HepG2	('ENSE00003643308', 'ENSE00003539928', 'ENSE00002192389')	1
HepG2	('ENSE00003582844', 'ENSE00003562316', 'ENSE00003530710')	1
HepG2	('ENSE00003650373', 'ENSE00003606877', 'ENSE00002698079')	1
HepG2	('ENSE00001702805', 'ENSE00001108742', 'ENSE00001740580')	1
HepG2	('ENSE00003542921', 'ENSE00003472998', 'ENSE00003465413')	1
HepG2	('ENSE00001492228', 'ENSE00001492226', 'ENSE00003728120')	1
HepG2	('ENSE00000987354', 'ENSE00003629956', 'ENSE00000987353')	1
HepG2	('ENSE00001673069', 'ENSE00000845468', 'ENSE00000845470')	1
HepG2	('ENSE00003651234', 'ENSE00003579709', 'ENSE00001448782')	1
HepG2	('ENSE00003562724', 'ENSE00002665632', 'ENSE00003512054')	1
HepG2	('ENSE00003795939', 'ENSE00003517968', 'ENSE00000765473')	1
HepG2	('ENSE00003535886', 'ENSE00003579889', 'ENSE00001944260')	1
HepG2	('ENSE00001480589', 'ENSE00003592709', 'ENSE00003652001')	1
HepG2	('ENSE00001141779', 'ENSE00003565295', 'ENSE00001815244')	1
