Protein1,Protein2,Position,Pearson_Corr,Pearson_P,Spearman_Corr,Spearman_P,n
LSM11,SMNDC1,1,-0.9601867621077373,3.8262600050134805e-09,-0.908284023668639,1.1453039303353e-06,16
LSM11,SMNDC1,3,,,,,7
LSM11,SMNDC1,5,0.9947731377444424,3.6082293099661255e-61,0.9974553504354002,1.5677528036178454e-70,62
DDX3X,RPS3,1,0.21012990490982023,2.719741151344944e-19,0.5873910216444757,2.4735882730433806e-166,1788
DDX3X,RPS3,2,0.3602949813200186,3.540931856363696e-57,0.43073905132270185,1.6488137458129988e-83,1829
DDX3X,RPS3,3,0.9603133724784525,0.0,0.9240246661731043,0.0,1054
DDX3X,RPS3,4,0.8423303653423532,2.3505526832634753e-165,0.7715091485291249,1.6386995175229857e-121,610
DDX3X,RPS3,5,0.9433268856014114,1.1793991561874472e-253,0.943830146238638,1.2136137301901899e-254,527
DDX3X,RPS3,6,0.9813982335337671,2.4442941087935608e-244,0.96664601182145,5.052469432456703e-202,340
SMNDC1,TARDBP,3,,,,,2
SMNDC1,TARDBP,5,,,,,50
DDX3X,UPF1,1,-0.9080115320091869,1.1122168126079982e-29,-0.8783822587678192,1.9741990162478084e-25,76
DDX3X,UPF1,2,0.005873741432987105,0.9528109894527992,0.48460356588902315,1.8614157132878185e-07,104
DDX3X,UPF1,3,-0.9588581577878111,2.7619513825421707e-11,-0.9728915662650602,6.805500006357709e-13,20
DDX3X,UPF1,4,0.8448901127415224,2.9731142480247517e-08,0.9718568369531966,3.2597865872188546e-17,27
DDX3X,UPF1,5,,,,,6
DDX3X,UPF1,6,0.9994951753963169,0.0005048246036829518,1.0,0.0,4
GRWD1,TRA2A,1,0.9264512933036588,1.248174731002322e-257,0.8930494807991015,5.8980351827749446e-211,604
GRWD1,TRA2A,2,0.897139457587223,2.684129000898117e-262,0.7545090097992684,3.3280504279629375e-136,735
GRWD1,TRA2A,3,-0.17052449981779755,0.00012533555734251314,0.027601296506730197,0.5376471313482085,501
GRWD1,TRA2A,4,-0.03019114957197071,0.45191381791810825,0.023947077349872486,0.5507721617130783,623
GRWD1,TRA2A,5,0.6775931582652747,8.029980094753897e-93,0.7565016715348858,1.5681550563152703e-127,682
GRWD1,TRA2A,6,-0.3023205117981784,2.045850756639143e-15,-0.38440751935485473,1.1415413811988887e-24,660
DDX59,GTF2F1,1,-0.41990126417452506,0.11917616702837525,-0.11680186185586904,0.6784709971248557,15
DDX59,GTF2F1,2,0.4542457095194698,0.18723243858427718,0.9512195121951219,2.3351282153524487e-05,10
DDX59,GTF2F1,3,,,,,5
DDX59,GTF2F1,4,,,,,46
DDX59,GTF2F1,5,-0.7342442717631642,0.0018276857273223862,-0.5899280575539568,0.020621365033897145,15
DDX59,GTF2F1,6,-0.3619599183314835,0.0821994639269639,-0.2770638796715569,0.18995690474135468,24
PPIG,YBX3,1,-0.8421007051620247,6.477130354887206e-11,-0.6610531495251766,8.4438084510031e-06,37
PPIG,YBX3,2,0.444665923188318,0.0012151293511890363,0.5489527445064333,3.660084619347065e-05,50
PPIG,YBX3,3,0.9141894019659753,1.1547762275757575e-19,0.8798241328773816,1.8268169146735392e-16,48
PPIG,YBX3,4,0.9569348239471412,6.331281313727274e-21,0.7776318669293061,9.27402826465818e-09,38
PPIG,YBX3,5,0.2861018945659231,0.059738602500651744,0.31961378532666146,0.034441247288942135,44
PPIG,YBX3,6,-0.08456856367017891,0.65103840420881,-0.3133966457870277,0.08602215294698638,31
EIF3H,KHSRP,1,1.0,1.0,0.9999999999999999,,2
EIF3H,KHSRP,2,0.9285821991880139,0.0002987533562034649,0.6166666666666666,0.07692880993776309,9
EIF3H,KHSRP,3,-0.9969075644393636,0.05007920577571636,-1.0,0.0,3
EIF3H,KHSRP,5,0.7142463513485533,0.2857536486514467,0.316227766016838,0.683772233983162,4
EIF3H,KHSRP,6,-0.9786963050202471,0.003720690689045813,-0.9999999999999999,1.4042654220543672e-24,5
RBM5,ZNF800,1,0.7330126758908175,3.4800299765511036e-14,0.5849458407824166,2.3177288545795254e-08,77
RBM5,ZNF800,2,,,,,41
RBM5,ZNF800,3,0.9421722448566381,5.917045336597709e-56,0.7636909544551105,2.096249229644757e-23,116
RBM5,ZNF800,4,0.7672298163500217,3.092843977769043e-05,0.537407195888064,0.009899928196040379,22
RBM5,ZNF800,5,0.8544485736425919,6.301534935132621e-38,0.5643429705577491,3.2845727249913138e-12,129
RBM5,ZNF800,6,,,,,33
RBM22,TIA1,1,-0.9859242938816105,1.08937528821939e-10,-0.7931034482758623,0.0007132823051016567,14
RBM22,TIA1,2,0.8394797635771353,9.128955251643261e-87,0.8512065262233867,1.3325407692625667e-91,322
RBM22,TIA1,3,-0.9752743613111431,0.0001821988467952595,-0.3571428571428572,0.4316113520383278,7
RBM22,TIA1,4,-0.28263908673570814,0.0008955982665180185,-0.4296473159084645,1.991293766525913e-07,135
RBM22,TIA1,5,-0.9970346570343157,1.317685084198255e-05,-1.0,0.0,6
RBM22,TIA1,6,0.7992689037874205,1.9745117607185484e-33,0.7964493605802183,4.801725429089663e-33,145
BCCIP,U2AF2,1,,,,,8
BCCIP,U2AF2,3,,,,,21
BCCIP,U2AF2,5,,,,,8
EIF3H,ZC3H11A,1,,,,,22
EIF3H,ZC3H11A,2,,,,,16
EIF3H,ZC3H11A,3,,,,,27
EIF3H,ZC3H11A,4,,,,,13
EIF3H,ZC3H11A,5,0.15060387139273745,0.43549962492543176,0.25000048821402515,0.19088740230382595,29
EIF3H,ZC3H11A,6,-0.651770857144973,0.001368501696472817,-0.8662548872487574,3.858519449569929e-07,21
AQR,SMNDC1,1,0.6130597021996345,5.689438897758821e-10,0.2680014583597363,0.013711389207568675,84
AQR,SMNDC1,2,,,,,96
AQR,SMNDC1,3,,,,,60
