run_id	run_name	state	sweep_name	sweep_id	model.name	model.gamma	dataset.name	model.n_jobs	training.seed	dataset.window	model.max_depth	model.objective	model.reg_alpha	model.subsample	model.reg_lambda	dataset.cell_line	model.eval_metric	platiglib_project	model.n_estimators	training.criterion	model.learning_rate	training.batch_size	training.wandb.track	dataset.target_fields	training.wandb.entity	dataset.min_read_count	model.colsample_bytree	model.min_child_weight	training.profile.plots	training.wandb.project	dataset.fold_filter.seed	dataset.fold_filter.side	training.profile.metrics	training.wandb.save_code	dataset.three_exon_combos	training.wandb.save_model	training.wandb.save_plots	training.data_split.method	model.early_stopping_rounds	dataset.fold_filter.num_folds	training.data_split.num_folds	training.wandb.save_artifacts	dataset.fold_filter.fold_index	dataset.fold_filter.group_column	training.data_split.group_column	training.data_split.validate_frac_of_train	dataset.features.binding_matrix.in_silico_kd	dataset.features.binding_matrix.binding_format	holdout_fold_mean_mean_absolute_error	holdout_fold_mean_r2_score	holdout_fold_mean_rmse	holdout_loss	holdout_mean_absolute_error	holdout_r2_score	holdout_rmse	outer_loop_holdout_loss	outer_loop_holdout_mean_absolute_error	outer_loop_holdout_r2_score	outer_loop_holdout_rmse
dzfhyrte	bumbling-sweep-65	finished	4:reg_alpha-reg_lambda	z57z0mgk	XGBRegressor	0.5	RBPSEDataset	-1	200	100	5	reg:logistic	0.2	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.05	1024	True	['target_psi']	platiglab	40	0.5	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1852	0.2832	0.2826	0.07996	0.1851	0.2833	0.2828				
ee7g9kn2	bright-sweep-54	finished	4:reg_alpha-reg_lambda	z57z0mgk	XGBRegressor	0.5	RBPSEDataset	-1	900	100	5	reg:logistic	0.2	1.0	0.1	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.05	1024	True	['target_psi']	platiglab	40	0.5	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1852	0.2808	0.2831	0.08016	0.1851	0.2815	0.2831				
hi9kyd87	stellar-sweep-57	finished	4:reg_alpha-reg_lambda	z57z0mgk	XGBRegressor	0.5	RBPSEDataset	-1	300	100	5	reg:logistic	0.2	1.0	0.5	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.05	1024	True	['target_psi']	platiglab	40	0.5	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1851	0.2867	0.282	0.07957	0.1851	0.2868	0.2821				
jclq3kmj	stilted-sweep-55	finished	4:reg_alpha-reg_lambda	z57z0mgk	XGBRegressor	0.5	RBPSEDataset	-1	100	100	5	reg:logistic	0.2	1.0	0.5	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.05	1024	True	['target_psi']	platiglab	40	0.5	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1854	0.2816	0.2831	0.08014	0.1854	0.2817	0.2831	0.08162	0.1872	0.2738	0.2857
lrgaqh5o	mild-sweep-59	finished	4:reg_alpha-reg_lambda	z57z0mgk	XGBRegressor	0.5	RBPSEDataset	-1	500	100	5	reg:logistic	0.2	1.0	0.5	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.05	1024	True	['target_psi']	platiglab	40	0.5	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1863	0.2788	0.2835	0.08039	0.1862	0.2794	0.2835				
mgjrhf7i	deft-sweep-66	finished	4:reg_alpha-reg_lambda	z57z0mgk	XGBRegressor	0.5	RBPSEDataset	-1	300	100	5	reg:logistic	0.2	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.05	1024	True	['target_psi']	platiglab	40	0.5	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.185	0.2862	0.2821	0.07962	0.185	0.2863	0.2822				
mrk7lyxy	volcanic-sweep-61	finished	4:reg_alpha-reg_lambda	z57z0mgk	XGBRegressor	0.5	RBPSEDataset	-1	700	100	5	reg:logistic	0.2	1.0	0.5	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.05	1024	True	['target_psi']	platiglab	40	0.5	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1863	0.2798	0.2833	0.08028	0.1863	0.2804	0.2833				
rmhlba6v	giddy-sweep-62	finished	4:reg_alpha-reg_lambda	z57z0mgk	XGBRegressor	0.5	RBPSEDataset	-1	800	100	5	reg:logistic	0.2	1.0	0.5	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.05	1024	True	['target_psi']	platiglab	40	0.5	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1844	0.2828	0.2828	0.07993	0.1843	0.2836	0.2827				
xejwp3rd	rural-sweep-64	finished	4:reg_alpha-reg_lambda	z57z0mgk	XGBRegressor	0.5	RBPSEDataset	-1	100	100	5	reg:logistic	0.2	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.05	1024	True	['target_psi']	platiglab	40	0.5	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1853	0.2812	0.2832	0.08019	0.1852	0.2812	0.2832				
xk4wmtl3	youthful-sweep-58	finished	4:reg_alpha-reg_lambda	z57z0mgk	XGBRegressor	0.5	RBPSEDataset	-1	400	100	5	reg:logistic	0.2	1.0	0.5	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.05	1024	True	['target_psi']	platiglab	40	0.5	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.185	0.2848	0.2824	0.07977	0.185	0.285	0.2824				
0ib021n6	lilac-sweep-67	finished	4:reg_alpha-reg_lambda	z57z0mgk	XGBRegressor	0.5	RBPSEDataset	-1	400	100	5	reg:logistic	0.2	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.05	1024	True	['target_psi']	platiglab	40	0.5	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.185	0.2843	0.2825	0.07982	0.185	0.2845	0.2825				
1i2n0zjt	glamorous-sweep-70	finished	4:reg_alpha-reg_lambda	z57z0mgk	XGBRegressor	0.5	RBPSEDataset	-1	700	100	5	reg:logistic	0.2	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.05	1024	True	['target_psi']	platiglab	40	0.5	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1853	0.282	0.2829	0.08004	0.1852	0.2826	0.2829				
gpdrttuy	upbeat-sweep-69	finished	4:reg_alpha-reg_lambda	z57z0mgk	XGBRegressor	0.5	RBPSEDataset	-1	600	100	5	reg:logistic	0.2	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.05	1024	True	['target_psi']	platiglab	40	0.5	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1863	0.2806	0.2832	0.08022	0.1863	0.2809	0.2832				
od0ftx2y	divine-sweep-68	finished	4:reg_alpha-reg_lambda	z57z0mgk	XGBRegressor	0.5	RBPSEDataset	-1	500	100	5	reg:logistic	0.2	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.05	1024	True	['target_psi']	platiglab	40	0.5	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1864	0.2793	0.2835	0.08033	0.1863	0.28	0.2834				
q05f1ewb	glorious-sweep-72	finished	4:reg_alpha-reg_lambda	z57z0mgk	XGBRegressor	0.5	RBPSEDataset	-1	900	100	5	reg:logistic	0.2	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.05	1024	True	['target_psi']	platiglab	40	0.5	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1851	0.2802	0.2832	0.08023	0.1851	0.2808	0.2833				
wmhsbyoj	scarlet-sweep-71	finished	4:reg_alpha-reg_lambda	z57z0mgk	XGBRegressor	0.5	RBPSEDataset	-1	800	100	5	reg:logistic	0.2	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.05	1024	True	['target_psi']	platiglab	40	0.5	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1847	0.2827	0.2828	0.07994	0.1846	0.2835	0.2827				
zjtdnla8	absurd-sweep-73	finished	4:reg_alpha-reg_lambda	z57z0mgk	XGBRegressor	0.5	RBPSEDataset	-1	100	100	5	reg:logistic	0.2	1.0	5.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.05	1024	True	['target_psi']	platiglab	40	0.5	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1854	0.2823	0.283	0.08006	0.1854	0.2824	0.283				
r5p9of68	summer-sweep-74	finished	4:reg_alpha-reg_lambda	z57z0mgk	XGBRegressor	0.5	RBPSEDataset	-1	200	100	5	reg:logistic	0.2	1.0	5.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.05	1024	True	['target_psi']	platiglab	40	0.5	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1856	0.2825	0.2828	0.08004	0.1856	0.2825	0.2829				
n4gudx9k	summer-sweep-75	finished	4:reg_alpha-reg_lambda	z57z0mgk	XGBRegressor	0.5	RBPSEDataset	-1	300	100	5	reg:logistic	0.2	1.0	5.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.05	1024	True	['target_psi']	platiglab	40	0.5	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1854	0.2863	0.2821	0.07961	0.1854	0.2864	0.2821				
o61i3hyf	legendary-sweep-78	finished	4:reg_alpha-reg_lambda	z57z0mgk	XGBRegressor	0.5	RBPSEDataset	-1	600	100	5	reg:logistic	0.2	1.0	5.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.05	1024	True	['target_psi']	platiglab	40	0.5	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1865	0.2807	0.2832	0.08021	0.1865	0.2811	0.2832				
vzx7xlj7	feasible-sweep-77	finished	4:reg_alpha-reg_lambda	z57z0mgk	XGBRegressor	0.5	RBPSEDataset	-1	500	100	5	reg:logistic	0.2	1.0	5.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.05	1024	True	['target_psi']	platiglab	40	0.5	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1866	0.2784	0.2836	0.08044	0.1865	0.279	0.2836				
zm17c22y	easy-sweep-76	finished	4:reg_alpha-reg_lambda	z57z0mgk	XGBRegressor	0.5	RBPSEDataset	-1	400	100	5	reg:logistic	0.2	1.0	5.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.05	1024	True	['target_psi']	platiglab	40	0.5	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.185	0.2849	0.2824	0.07975	0.185	0.2851	0.2824				
3eqw8afn	atomic-sweep-80	finished	4:reg_alpha-reg_lambda	z57z0mgk	XGBRegressor	0.5	RBPSEDataset	-1	800	100	5	reg:logistic	0.2	1.0	5.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.05	1024	True	['target_psi']	platiglab	40	0.5	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1843	0.2836	0.2826	0.07984	0.1842	0.2844	0.2826				
ui8orime	atomic-sweep-79	finished	4:reg_alpha-reg_lambda	z57z0mgk	XGBRegressor	0.5	RBPSEDataset	-1	700	100	5	reg:logistic	0.2	1.0	5.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.05	1024	True	['target_psi']	platiglab	40	0.5	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1865	0.2795	0.2834	0.08032	0.1865	0.2801	0.2834				
yyxrsqqn	snowy-sweep-81	finished	4:reg_alpha-reg_lambda	z57z0mgk	XGBRegressor	0.5	RBPSEDataset	-1	900	100	5	reg:logistic	0.2	1.0	5.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.05	1024	True	['target_psi']	platiglab	40	0.5	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1852	0.2807	0.2831	0.08017	0.1851	0.2814	0.2831				
1nmhr2cz	deep-sweep-82	finished	4:reg_alpha-reg_lambda	z57z0mgk	XGBRegressor	0.5	RBPSEDataset	-1	100	100	5	reg:logistic	0.2	1.0	10.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.05	1024	True	['target_psi']	platiglab	40	0.5	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1863	0.2809	0.2833	0.08021	0.1863	0.281	0.2832				
1yecu6cj	major-sweep-83	finished	4:reg_alpha-reg_lambda	z57z0mgk	XGBRegressor	0.5	RBPSEDataset	-1	200	100	5	reg:logistic	0.2	1.0	10.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.05	1024	True	['target_psi']	platiglab	40	0.5	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1855	0.283	0.2827	0.07998	0.1855	0.2831	0.2828				
z3rcolpx	bumbling-sweep-84	finished	4:reg_alpha-reg_lambda	z57z0mgk	XGBRegressor	0.5	RBPSEDataset	-1	300	100	5	reg:logistic	0.2	1.0	10.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.05	1024	True	['target_psi']	platiglab	40	0.5	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1854	0.2859	0.2822	0.07965	0.1854	0.286	0.2822				
y8torzbi	serene-sweep-85	finished	4:reg_alpha-reg_lambda	z57z0mgk	XGBRegressor	0.5	RBPSEDataset	-1	400	100	5	reg:logistic	0.2	1.0	10.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.05	1024	True	['target_psi']	platiglab	40	0.5	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1852	0.2842	0.2825	0.07983	0.1852	0.2844	0.2825				
qkxmx81p	fearless-sweep-86	finished	4:reg_alpha-reg_lambda	z57z0mgk	XGBRegressor	0.5	RBPSEDataset	-1	500	100	5	reg:logistic	0.2	1.0	10.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.05	1024	True	['target_psi']	platiglab	40	0.5	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.186	0.2778	0.2837	0.0805	0.1859	0.2784	0.2837				
n2kvk0n3	glamorous-sweep-88	finished	4:reg_alpha-reg_lambda	z57z0mgk	XGBRegressor	0.5	RBPSEDataset	-1	700	100	5	reg:logistic	0.2	1.0	10.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.05	1024	True	['target_psi']	platiglab	40	0.5	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1858	0.2812	0.2831	0.08013	0.1857	0.2818	0.2831				
t4psp2la	summer-sweep-87	finished	4:reg_alpha-reg_lambda	z57z0mgk	XGBRegressor	0.5	RBPSEDataset	-1	600	100	5	reg:logistic	0.2	1.0	10.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.05	1024	True	['target_psi']	platiglab	40	0.5	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.186	0.2814	0.283	0.08013	0.186	0.2818	0.2831				
psvjbekt	comic-sweep-89	finished	4:reg_alpha-reg_lambda	z57z0mgk	XGBRegressor	0.5	RBPSEDataset	-1	800	100	5	reg:logistic	0.2	1.0	10.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.05	1024	True	['target_psi']	platiglab	40	0.5	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1845	0.2837	0.2826	0.07983	0.1844	0.2844	0.2825				
sm07rjfz	worldly-sweep-90	finished	4:reg_alpha-reg_lambda	z57z0mgk	XGBRegressor	0.5	RBPSEDataset	-1	900	100	5	reg:logistic	0.2	1.0	10.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.05	1024	True	['target_psi']	platiglab	40	0.5	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1847	0.2814	0.283	0.0801	0.1846	0.282	0.283				
bbivuxkv	grateful-sweep-91	finished	4:reg_alpha-reg_lambda	z57z0mgk	XGBRegressor	0.5	RBPSEDataset	-1	100	100	5	reg:logistic	0.5	1.0	0.1	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.05	1024	True	['target_psi']	platiglab	40	0.5	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1852	0.2827	0.2829	0.08001	0.1852	0.2828	0.2829				
