feature,AUROC,AUPRC,total_events,num_significant
AATF_3,0.5176243240553362,0.030802210712852295,7139,129
AATF_4,0.6148915980442615,0.04703771529268393,4030,144
AATF_5,0.44871568704163434,0.021914131441927914,5418,133
AATF_6,0.4492886263416257,0.005937677972612129,3455,21
DDX43_1,0.3855542908507392,0.018055548095568193,56173,1155
DDX43_2,0.35899755774206854,0.01167229521499219,63128,1037
DDX43_3,0.6300950128121837,0.019609084491039156,43790,438
DDX43_4,0.6172828919677498,0.020547704756583084,50890,685
DDX43_5,0.393376368034289,0.011116870661129416,55462,823
DDX43_6,0.39226069902179195,0.013193764832191342,62755,1072
LIN28B_1,0.3792525010217997,0.007473476140810459,37749,350
LIN28B_2,0.43299177353307483,0.0062097587596316684,43451,304
LIN28B_3,0.3604334191993744,0.0036615269414588293,37481,189
LIN28B_4,0.36056591057925574,0.003994445046023563,42304,237
LIN28B_5,0.5169754807762679,0.009337534122815521,48906,427
LIN28B_6,0.3781312638549784,0.007963060405137404,49786,491
MTPAP_1,0.3370951374561801,0.016387253960937143,7307,167
MTPAP_2,0.7710206828948436,0.05934206460035389,8419,146
MTPAP_3,0.34976576721276365,0.012248472893130764,5726,66
MTPAP_4,0.7245982119448376,0.017338863012382973,5894,26
MTPAP_5,0.37776074055764935,0.01703273677343556,6510,71
MTPAP_6,0.760391111111111,0.05448608034849026,8450,125
QKI_1,0.5354338266089627,0.029438018264205418,3022,58
QKI_2,0.3867728791711363,0.015790152880788055,3448,67
QKI_3,0.41704944081981676,0.025478249522435773,4946,155
QKI_4,0.32646480193807487,0.04488014330852922,4506,215
QKI_5,0.6046089913921351,0.05931242828397531,4060,118
QKI_6,0.4457075463971565,0.03644018248953304,3019,41
DDX21_1,0.5,0.02694610778443114,668,18
DDX21_3,0.5,0.025210084033613446,833,21
DDX21_5,0.5,0.04084967320261438,1224,50
DDX21_6,0.5,0.021834061135371178,229,5
BUD13_1,0.3954199114250314,0.011087897354488866,60040,845
BUD13_2,0.35659110029996394,0.013365690616987403,56817,1083
BUD13_3,0.6172994213643521,0.02114803871740749,59328,747
BUD13_4,0.4146550840227562,0.01030850675865764,45023,554
BUD13_5,0.35150091594798355,0.014274560991759166,67143,1379
BUD13_6,0.411488602900577,0.0147999180742039,46131,843
FXR2_1,0.4176740390567843,0.01035236437160533,23992,300
FXR2_2,0.363965033124322,0.00887703589374696,24948,304
FXR2_3,0.34129126234389395,0.012141892124743122,17643,171
FXR2_4,0.7166524587052883,0.021032758029654573,17739,151
