Protein A,Protein B,UniProt species A,UniProt species B,UniProt accessions A,UniProt accessions B,UniProt IDs A,UniProt IDs B,Times detected (RIS > 0),avgIS,sumIS,Found in both orientations ,H47_avgIS,H47_sumIS,H47_found in both orientations,H47_times detected (RIS > 0),"Biogrid_all direct evidence (Y2H, reconstituted complex, structure)",Biogrid_all,Hippie,HuRI,Known interaction,Protein A has known interactions,Protein B has known interactions,HPA nuclear A,HPA nuclear B,HPA cytoplasmic A,HPA cytoplasmic B,HPA main locations A,HPA additional locations A,HPA main locations B,HPA additional locations B,HPA shared locations,Youn et al. 2018 (PMID 29395067),NanoBRET,NanoBRET MBU,NanoBRET MBU std ,ENCODE eCLIP data A,ENCODE eCLIP data B,ENCODE eCLIP binding sites A,ENCODE eCLIP binding sites B,Jaccard index,Cobinding prob p(A|B),Cobinding prob p(B|A),Cobinding prob p(A|B) (≤54 nt),Cobinding prob p(B|A) (≤54 nt),Close binding events (≤54 nt) A vs. B,Fraction of close binding events A vs. B,Fraction of close binding events in random data A vs. B,Ratio of fractions A vs. B,Resampling p-value A vs. B,Resampling Wilcoxon p-value A vs. B,Close binding events (≤54 nt) B vs. A,Fraction of close binding events B vs. A,Fraction of close binding events in random data B vs. A,Ratio of fractions B vs. A,Resampling p-value B vs. A,Resampling Wilcoxon p-value B vs. A
MRPL44,NUDT21,HUMAN,MOUSE,Q9H9J2,Q9CQF3,RM44_HUMAN,CPSF5_MOUSE,3,1.26,4.54,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,1,1,0,Mitochondria,Nucleoplasm;Plasma membrane,Nuclear bodies,Centriolar satellite,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MYH9,HNRNPLL,HUMAN,HUMAN,P35579,Q8WVV9,MYH9_HUMAN,HNRLL_HUMAN,2,1.03,4.54,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,0,1,1,1,Actin filaments;Plasma membrane,Cytosol,Nucleoplasm,Cytosol;Mitochondria,Cytosol,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MYO19,LMNA,HUMAN,HUMAN,Q96H55,P02545,MYO19_HUMAN,LMNA_HUMAN,1,0,4.54,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,1,1,1,Mitochondria,Cytosol,Nucleoplasm,Cytosol;Nuclear bodies,Cytosol,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NAP1L1,UBE2I,HUMAN,MOUSE,P55209,P63280,NP1L1_HUMAN,UBC9_MOUSE,1,0,4.54,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,0,N/A,0,N/A,Microtubules,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PRKRA,GDI2,HUMAN,HUMAN,O75569,P50395,PRKRA_HUMAN,GDIB_HUMAN,2,0.76,4.54,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,N/A,1,N/A,Cytosol,Nucleoplasm,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PRR3,SSBP1,HUMAN,MOUSE,P79522,Q9CYR0,PRR3_HUMAN,SSBP_MOUSE,2,1.3,4.54,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,0,1,1,Nucleoplasm,Cytosol,Mitochondria,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RPS24,YWHAE,MOUSE,MOUSE,P62849,P62259,RS24_MOUSE,1433E_MOUSE,1,0,4.54,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,1,1,1,Cytosol;Endoplasmic reticulum,Nuclear bodies,Cytosol,Nucleoli;Nucleoplasm,Cytosol,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RRP36,TPT1,MOUSE,MOUSE,Q3UFY0,P63028,RRP36_MOUSE,TCTP_MOUSE,1,0.8,4.54,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,1,0,0,1,Nucleoli;Nucleoplasm,N/A,Cytosol,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SERPINB5,EIF3G,HUMAN,MOUSE,P36952,Q9Z1D1,SPB5_HUMAN,EIF3G_MOUSE,1,0,4.54,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,1,1,Vesicles,N/A,Cytosol,N/A,N/A,0,N/A,N/A,N/A,0,1,0,282,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SF1,RPL15,HUMAN,HUMAN,Q15637,P61313,SF01_HUMAN,RL15_HUMAN,1,0.69,4.54,0,0,0,0,0,0,0,0,0,0,1,1,1,N/A,0,N/A,Nucleoplasm,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
THUMPD1,PSPC1,HUMAN,MOUSE,Q9NXG2,Q8R326,THUM1_HUMAN,PSPC1_MOUSE,1,0,4.54,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,1,1,0,Cytosol,N/A,Nucleoplasm,Nucleoli fibrillar center,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
UBA1,NPM1,MOUSE,HUMAN,Q02053,P06748,UBA1_MOUSE,NPM_HUMAN,2,0.7,4.54,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,1,1,0,0,Nucleoplasm,N/A,Nucleoli,Nucleoplasm,Nucleoplasm,0,N/A,N/A,N/A,0,1,0,45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
UTP15,QKI,MOUSE,HUMAN,Q8C7V3,Q96PU8,UTP15_MOUSE,QKI_HUMAN,3,0.71,4.54,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,1,1,0,Endoplasmic reticulum;Nucleoli,N/A,Nucleoplasm,N/A,N/A,0,N/A,N/A,N/A,0,1,0,12398,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TRA2A,SURF6,MOUSE,HUMAN,Q6PFR5,O75683,TRA2A_MOUSE,SURF6_HUMAN,2,1.09,4.53,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,1,0,Nucleoli,Nucleoplasm;Vesicles,Nucleoli,Nucleoplasm,Nucleoli;Nucleoplasm,0,N/A,N/A,N/A,1,0,2654,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BAG4,SF3B2,HUMAN,MOUSE,O95429,Q3UJB0,BAG4_HUMAN,Q3UJB0_MOUSE,2,0,4.53,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,N/A,1,N/A,0,N/A,N/A,Nuclear speckles,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CLASP2,QKI,HUMAN,HUMAN,O75122,Q96PU8,CLAP2_HUMAN,QKI_HUMAN,3,1.73,4.53,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,0,1,1,0,Golgi apparatus,Cytosol,Nucleoplasm,N/A,N/A,0,N/A,N/A,N/A,0,1,0,12398,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DENND2D,HSD17B10,HUMAN,HUMAN,Q9H6A0,Q99714,DEN2D_HUMAN,HCD2_HUMAN,1,0.76,4.53,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,N/A,1,N/A,Cytosol;Nucleoplasm,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EIF4ENIF1,RPS24,HUMAN,MOUSE,Q9NRA8,P62849,4ET_HUMAN,RS24_MOUSE,1,0.64,4.53,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,0,1,1,1,Vesicles,N/A,Cytosol;Endoplasmic reticulum,Nuclear bodies,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
H2AFY2,RBPMS,HUMAN,HUMAN,Q9P0M6,Q93062,H2AW_HUMAN,RBPMS_HUMAN,1,0,4.53,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,1,0,1,Nucleoplasm,N/A,Nucleoplasm,Cytosol,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HNRNPA0,DDX41,HUMAN,HUMAN,Q13151,Q9UJV9,ROA0_HUMAN,DDX41_HUMAN,1,0.72,4.53,0,N/A,N/A,N/A,N/A,0,0,1,0,1,1,1,1,1,0,0,Nucleoplasm,N/A,Nucleoplasm,Nucleoli,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HNRNPA0,RPL28,HUMAN,HUMAN,Q13151,P46779,ROA0_HUMAN,RL28_HUMAN,1,0.79,4.53,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,0,0,1,Nucleoplasm,N/A,Cytosol;Endoplasmic reticulum,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HSPA8,SPATS2L,MOUSE,HUMAN,P63017,Q9NUQ6,HSP7C_MOUSE,SPS2L_HUMAN,1,0,4.53,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,1,1,1,Nucleoplasm,Vesicles,Cytosol;Nucleoli,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IDH3A,SMARCC2,HUMAN,HUMAN,P50213,Q8TAQ2,IDH3A_HUMAN,SMRC2_HUMAN,1,0.73,4.53,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,1,1,0,Mitochondria,N/A,Nucleoplasm,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MBP,FEZ2,MOUSE,MOUSE,P04370,Q6TYB5,MBP_MOUSE,FEZ2_MOUSE,4,1.52,4.53,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,1,1,1,Plasma membrane,N/A,Nucleoli,Cytosol;Golgi apparatus,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NAV1,CEP55,HUMAN,HUMAN,Q8NEY1,Q53EZ4,NAV1_HUMAN,CEP55_HUMAN,1,0,4.53,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,1,1,Microtubules,N/A,Centriolar satellite;Plasma membrane,Midbody,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NDUFA9,BMI1,HUMAN,HUMAN,Q16795,P35226,NDUA9_HUMAN,BMI1_HUMAN,1,0.8,4.53,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,1,1,1,Mitochondria;Nucleoplasm,N/A,Nuclear bodies;Nucleoplasm,Cytosol;Nucleoli,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NGRN,NUDT21,HUMAN,MOUSE,Q9NPE2,Q9CQF3,NGRN_HUMAN,CPSF5_MOUSE,3,0.73,4.53,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,1,1,0,Mitochondria,Cytokinetic bridge;Nucleoplasm,Nuclear bodies,Centriolar satellite,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NOP2,UBE2I,HUMAN,MOUSE,P46087,P63280,NOP2_HUMAN,UBC9_MOUSE,1,0,4.53,0,N/A,N/A,N/A,N/A,0,1,1,0,1,1,1,1,N/A,0,N/A,Nucleoli,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PATL1,EHMT2,HUMAN,HUMAN,Q86TB9,Q96KQ7,PATL1_HUMAN,EHMT2_HUMAN,1,0.7,4.53,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,1,1,0,Cytoplasmic bodies,N/A,Nuclear speckles,Nucleoplasm,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PRC1,A1CF,HUMAN,HUMAN,O43663,Q9NQ94,PRC1_HUMAN,A1CF_HUMAN,2,0.65,4.53,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,1,1,0,Cytokinetic bridge;Microtubules;Midbody;Plasma membrane,Nucleoplasm,Nucleoplasm,N/A,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QARS1,FAM50B,HUMAN,HUMAN,P47897,Q9Y247,SYQ_HUMAN,FA50B_HUMAN,1,0.67,4.53,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,N/A,1,N/A,1,N/A,N/A,Cytokinetic bridge;Nucleoplasm,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RAB5C,LARP4,HUMAN,HUMAN,P51148,Q71RC2,RAB5C_HUMAN,LARP4_HUMAN,1,0.77,4.53,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,1,1,1,Endosomes,N/A,Cytosol,Nucleoli fibrillar center,N/A,0,N/A,N/A,N/A,0,1,0,5853,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RBM14,DHX33,MOUSE,HUMAN,Q8C2Q3,Q9H6R0,RBM14_MOUSE,DHX33_HUMAN,1,0.81,4.53,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,1,0,0,Nuclear speckles,N/A,Nucleoli,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RBM14,SNRNP48,MOUSE,HUMAN,Q8C2Q3,Q6IEG0,RBM14_MOUSE,SNR48_HUMAN,2,0,4.53,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,0,1,Nuclear speckles,N/A,Nucleoplasm,Cytosol,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SNRPA,DHX8,HUMAN,HUMAN,P09012,Q14562,SNRPA_HUMAN,DHX8_HUMAN,2,0.76,4.53,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,Nucleoplasm,N/A,Nucleoplasm,Nuclear bodies,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SNRPN,DYNLT1,HUMAN,MOUSE,P63162,P51807,RSMN_HUMAN,DYLT1_MOUSE,2,0,4.53,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,0,0,Nucleoplasm,N/A,Nucleoplasm,N/A,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SUV39H1,RBPMS,HUMAN,HUMAN,O43463,Q93062,SUV91_HUMAN,RBPMS_HUMAN,3,0,4.53,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,N/A,1,N/A,1,N/A,N/A,Nucleoplasm,Cytosol,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TSNAX,DIS3L,MOUSE,HUMAN,Q9QZE7,Q8TF46,TSNAX_MOUSE,DI3L1_HUMAN,2,0,4.53,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,0,1,1,Nucleoplasm,Cytosol;Golgi apparatus,Cytosol;Plasma membrane,Centrosome,Cytosol,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
YTHDF3,ZC3H18,HUMAN,HUMAN,Q7Z739,Q86VM9,YTHD3_HUMAN,ZCH18_HUMAN,2,0,4.53,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,1,1,0,Nuclear speckles,Cytosol;Nuclear membrane,Nuclear speckles,N/A,Nuclear speckles,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FAM120A,STRBP,HUMAN,HUMAN,Q9NZB2,Q96SI9,F120A_HUMAN,STRBP_HUMAN,1,0.79,4.52,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,0,N/A,1,N/A,Cytosol,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,1,0,14093,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FKBP4,CSTF2T,MOUSE,MOUSE,P30416,Q8C7E9,FKBP4_MOUSE,CSTFT_MOUSE,1,0,4.52,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,1,1,Cytosol,Nucleoplasm,Nucleoplasm,Vesicles,Nucleoplasm,0,N/A,N/A,N/A,1,1,1456,31277,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SF3B4,SRSF7,HUMAN,MOUSE,Q15427,Q8BL97,SF3B4_HUMAN,SRSF7_MOUSE,2,0,4.52,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,Nuclear speckles,N/A,Nucleoplasm,N/A,N/A,0,N/A,N/A,N/A,1,1,16176,938,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U2AF1,HNRNPLL,HUMAN,HUMAN,Q01081,Q8WVV9,U2AF1_HUMAN,HNRLL_HUMAN,2,0.79,4.52,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,Nucleoplasm,N/A,Nucleoplasm,Cytosol;Mitochondria,Nucleoplasm,0,N/A,N/A,N/A,1,0,2329,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ZC3H8,ZMAT3,HUMAN,HUMAN,Q8N5P1,Q9HA38,ZC3H8_HUMAN,ZMAT3_HUMAN,1,0.65,4.52,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,1,0,0,Nucleoplasm,Nuclear bodies,Nucleoplasm,N/A,Nucleoplasm,0,N/A,N/A,N/A,1,0,257,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BCAS2,RC3H2,HUMAN,HUMAN,O75934,Q9HBD1,SPF27_HUMAN,RC3H2_HUMAN,3,0.82,4.52,0,N/A,N/A,N/A,N/A,0,1,0,0,1,1,1,1,0,1,1,Centrosome;Nuclear speckles,N/A,Vesicles,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BTF3,PRRC2B,MOUSE,HUMAN,Q64152,Q5JSZ5,BTF3_MOUSE,PRC2B_HUMAN,1,0,4.52,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,1,1,1,Cytosol,N/A,Cytosol;Nuclear bodies,N/A,Cytosol,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CLASP2,RBFOX2,HUMAN,HUMAN,O75122,O43251,CLAP2_HUMAN,RFOX2_HUMAN,2,0.7,4.52,0,0,0,0,2,1,1,1,0,1,1,1,0,1,1,1,Golgi apparatus,Cytosol,Nucleoplasm,Cytosol,Cytosol,0,N/A,N/A,N/A,0,1,0,10995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DHX9,PRPF38B,HUMAN,HUMAN,Q08211,Q5VTL8,DHX9_HUMAN,PR38B_HUMAN,1,0.68,4.52,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,N/A,0,N/A,Nucleoplasm,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DYNLT1,DDX39A,MOUSE,MOUSE,P51807,Q8VDW0,DYLT1_MOUSE,DX39A_MOUSE,1,0,4.52,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,0,0,Nucleoplasm,N/A,Nuclear speckles,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EXOSC1,KLC4,HUMAN,MOUSE,Q9Y3B2,Q9DBS5,EXOS1_HUMAN,KLC4_MOUSE,1,0,4.52,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,Nuclear bodies,Nucleoplasm,Mitochondria,Cytosol,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
H2AX,SNRPF,HUMAN,HUMAN,P16104,P62306,H2AX_HUMAN,RUXF_HUMAN,1,0,4.52,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HEATR1,BBS5,HUMAN,MOUSE,Q9H583,Q9CZQ9,HEAT1_HUMAN,BBS5_MOUSE,3,0.8,4.52,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,1,N/A,1,N/A,Nucleoli fibrillar center,Mitochondria,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KIF6,NUSAP1,HUMAN,HUMAN,Q6ZMV9,Q9BXS6,KIF6_HUMAN,NUSAP_HUMAN,1,0.74,4.52,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,1,1,0,Centrosome,N/A,Nucleoplasm,Nucleoli fibrillar center,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LUC7L2,SMNDC1,HUMAN,HUMAN,Q9Y383,O75940,LC7L2_HUMAN,SPF30_HUMAN,2,0.77,4.52,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Nucleoplasm,N/A,Nucleoplasm,Nuclear bodies,Nucleoplasm,0,N/A,N/A,N/A,0,1,0,2785,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MBNL2,RPL30,HUMAN,HUMAN,Q5VZF2,P62888,MBNL2_HUMAN,RL30_HUMAN,1,0,4.52,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,0,0,1,Nucleoplasm,N/A,Cytosol;Endoplasmic reticulum,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MRPS35,SREK1,HUMAN,HUMAN,P82673,Q8WXA9,RT35_HUMAN,SREK1_HUMAN,1,0,4.52,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,0,1,1,0,Mitochondria,Cytosol,Nuclear speckles;Nucleoplasm,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
