Protein A,Protein B,UniProt species A,UniProt species B,UniProt accessions A,UniProt accessions B,UniProt IDs A,UniProt IDs B,Times detected (RIS > 0),avgIS,sumIS,Found in both orientations ,H47_avgIS,H47_sumIS,H47_found in both orientations,H47_times detected (RIS > 0),"Biogrid_all direct evidence (Y2H, reconstituted complex, structure)",Biogrid_all,Hippie,HuRI,Known interaction,Protein A has known interactions,Protein B has known interactions,HPA nuclear A,HPA nuclear B,HPA cytoplasmic A,HPA cytoplasmic B,HPA main locations A,HPA additional locations A,HPA main locations B,HPA additional locations B,HPA shared locations,Youn et al. 2018 (PMID 29395067),NanoBRET,NanoBRET MBU,NanoBRET MBU std ,ENCODE eCLIP data A,ENCODE eCLIP data B,ENCODE eCLIP binding sites A,ENCODE eCLIP binding sites B,Jaccard index,Cobinding prob p(A|B),Cobinding prob p(B|A),Cobinding prob p(A|B) (≤54 nt),Cobinding prob p(B|A) (≤54 nt),Close binding events (≤54 nt) A vs. B,Fraction of close binding events A vs. B,Fraction of close binding events in random data A vs. B,Ratio of fractions A vs. B,Resampling p-value A vs. B,Resampling Wilcoxon p-value A vs. B,Close binding events (≤54 nt) B vs. A,Fraction of close binding events B vs. A,Fraction of close binding events in random data B vs. A,Ratio of fractions B vs. A,Resampling p-value B vs. A,Resampling Wilcoxon p-value B vs. A
PTBP2,RBM3,HUMAN,HUMAN,Q9UKA9,P98179,PTBP2_HUMAN,RBM3_HUMAN,1,0,4.56,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,Nucleoplasm,N/A,Nucleoplasm,N/A,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PTCD2,MKRN1,MOUSE,MOUSE,Q8R3K3,Q9QXP6,PTCD2_MOUSE,MKRN1_MOUSE,1,0.74,4.56,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,N/A,1,N/A,1,N/A,N/A,Cytosol;Nucleoplasm,Nuclear membrane,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RBPMS,RPS19,HUMAN,HUMAN,Q93062,P39019,RBPMS_HUMAN,RS19_HUMAN,2,0.33,4.56,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,1,1,0,Nucleoplasm,Cytosol,Nucleoplasm,N/A,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RPS19BP1,KPNA1,MOUSE,HUMAN,Q8C6B9,P52294,AROS_MOUSE,IMA5_HUMAN,1,0.75,4.56,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,1,0,1,Cytosol;Nucleoli,Nucleoplasm,Nucleoplasm,Cytosol,Cytosol;Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RPS27L,NUDT21,HUMAN,MOUSE,Q71UM5,Q9CQF3,RS27L_HUMAN,CPSF5_MOUSE,2,0.71,4.56,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,1,1,0,Cytosol;Endoplasmic reticulum,Nucleoli,Nuclear bodies,Centriolar satellite,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RPS29,RBPMS,HUMAN,HUMAN,P62273,Q93062,RS29_HUMAN,RBPMS_HUMAN,2,0.59,4.56,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,1,1,1,Cytosol;Endoplasmic reticulum,N/A,Nucleoplasm,Cytosol,Cytosol,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RPS3A,LLPH,HUMAN,HUMAN,P61247,Q9BRT6,RS3A_HUMAN,LLPH_HUMAN,1,0.74,4.56,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,1,1,0,Cytosol;Endoplasmic reticulum;Nucleoli,N/A,Nucleoli,N/A,Nucleoli,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RPS5,FHIT,MOUSE,HUMAN,P97461,P49789,RS5_MOUSE,FHIT_HUMAN,1,0,4.56,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,1,1,1,Cytosol;Endoplasmic reticulum,N/A,Nucleoli fibrillar center;Plasma membrane,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SLIRP,RPL36,HUMAN,MOUSE,Q9GZT3,P47964,SLIRP_HUMAN,RL36_MOUSE,1,0.68,4.56,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,1,0,Mitochondria,N/A,Cytosol;Endoplasmic reticulum,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SNRNP48,C9ORF78,HUMAN,HUMAN,Q6IEG0,Q9NZ63,SNR48_HUMAN,TLS1_HUMAN,1,0.76,4.56,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,1,1,0,Nucleoplasm,Cytosol,Nucleoplasm,N/A,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SRRM4,EXOSC8,HUMAN,HUMAN,A7MD48,Q96B26,SRRM4_HUMAN,EXOS8_HUMAN,4,0.69,4.56,0,0,0,0,0,0,0,0,0,0,1,1,N/A,1,N/A,1,N/A,N/A,Nucleoli fibrillar center;Vesicles,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SRSF11,LUC7L2,HUMAN,HUMAN,Q05519,Q9Y383,SRS11_HUMAN,LC7L2_HUMAN,4,0.66,4.56,0,0,0,0,3,1,1,1,0,1,1,1,1,1,0,0,Nuclear speckles,N/A,Nucleoplasm,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SUGP1,CPSF7,HUMAN,HUMAN,Q8IWZ8,Q8N684,SUGP1_HUMAN,CPSF7_HUMAN,1,0.71,4.56,0,0.36,0.88,0,5,0,0,0,0,0,1,1,1,1,0,1,Nucleoplasm,N/A,Nucleoplasm,Cytosol,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
THOC3,LARP4,HUMAN,HUMAN,Q96J01,Q71RC2,THOC3_HUMAN,LARP4_HUMAN,1,0.75,4.56,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,1,1,1,Nucleoplasm,Vesicles,Cytosol,Nucleoli fibrillar center,N/A,0,N/A,N/A,N/A,0,1,0,5853,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIP7,ATP5F1A,HUMAN,MOUSE,Q9Y221,Q03265,NIP7_HUMAN,ATPA_MOUSE,2,0.67,4.55,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,1,0,0,1,Nucleoli;Nucleoplasm,N/A,Mitochondria,N/A,N/A,0,N/A,N/A,N/A,1,0,292,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIP7,UBE2I,HUMAN,MOUSE,Q9Y221,P63280,NIP7_HUMAN,UBC9_MOUSE,3,0.79,4.55,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,N/A,0,N/A,Nucleoli;Nucleoplasm,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,1,0,292,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NOLC1,MMTAG2,MOUSE,HUMAN,E9Q5C9,Q9BU76,NOLC1_MOUSE,MMTA2_HUMAN,1,0.76,4.55,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,N/A,0,N/A,Nucleoli fibrillar center,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,1,0,3201,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TAF15,QKI,MOUSE,HUMAN,Q8BQ46,Q96PU8,Q8BQ46_MOUSE,QKI_HUMAN,2,0.66,4.55,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,0,0,Nucleoplasm,N/A,Nucleoplasm,N/A,Nucleoplasm,0,N/A,N/A,N/A,1,1,1313,12398,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U2AF2,SMU1,MOUSE,HUMAN,P26369,Q2TAY7,U2AF2_MOUSE,SMU1_HUMAN,1,0.71,4.55,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,Nuclear speckles,Nucleoplasm,Vesicles,N/A,N/A,0,N/A,N/A,N/A,1,0,14360,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CWC15,DYNLL1,HUMAN,MOUSE,Q9P013,P63168,CWC15_HUMAN,DYL1_MOUSE,1,0,4.55,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,1,1,1,Mitochondria;Nuclear speckles,N/A,Cytosol;Nucleoplasm,Nuclear bodies,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DENND5A,ACTB,HUMAN,MOUSE,Q6IQ26,P60710,DEN5A_HUMAN,ACTB_MOUSE,1,0,4.55,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,N/A,1,N/A,Golgi apparatus;Vesicles,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DYNLT1,RALY,MOUSE,MOUSE,P51807,Q64012,DYLT1_MOUSE,RALY_MOUSE,1,0,4.55,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,1,0,1,Nucleoplasm,N/A,Nucleoplasm,Vesicles,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EEF1A1,CPSF7,HUMAN,HUMAN,P68104,Q8N684,EF1A1_HUMAN,CPSF7_HUMAN,3,0.78,4.55,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,Cytosol,N/A,Nucleoplasm,Cytosol,Cytosol,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GNL2,ZC3HAV1,MOUSE,HUMAN,Q99LH1,Q7Z2W4,NOG2_MOUSE,ZCCHV_HUMAN,1,0.65,4.55,0,N/A,N/A,N/A,N/A,0,1,1,0,1,1,1,1,0,0,1,Nucleoli,N/A,Cytosol,Golgi apparatus,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GTSE1,NPM3,HUMAN,MOUSE,Q9NYZ3,Q9CPP0,GTSE1_HUMAN,NPM3_MOUSE,1,0.72,4.55,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,0,1,1,1,Centrosome,Plasma membrane,Actin filaments;Cytosol;Nucleoli,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NOL10,MRPL11,HUMAN,MOUSE,Q9BSC4,Q9CQF0,NOL10_HUMAN,RM11_MOUSE,2,0.74,4.55,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,1,0,0,1,Nucleoli,N/A,Mitochondria,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NOP53,LPAR1,MOUSE,HUMAN,Q8BK35,Q92633,NOP53_MOUSE,LPAR1_HUMAN,1,0.73,4.55,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,1,1,0,1,Nucleoli,N/A,Nuclear speckles,Plasma membrane,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PCBP3,SAFB2,HUMAN,HUMAN,P57721,Q14151,PCBP3_HUMAN,SAFB2_HUMAN,1,0,4.55,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,1,1,1,Mitochondria;Nucleoplasm,Vesicles,Nucleoplasm,Nuclear bodies;Vesicles,Nucleoplasm;Vesicles,0,N/A,N/A,N/A,0,1,0,3746,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
POLR2A,MAPRE1,HUMAN,MOUSE,P24928,Q61166,RPB1_HUMAN,MARE1_MOUSE,1,0,4.55,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,0,0,1,Nucleoplasm,N/A,Centriolar satellite;Cytosol,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PRPF40A,SF1,HUMAN,HUMAN,O75400,Q15637,PR40A_HUMAN,SF01_HUMAN,1,0,4.55,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,Nuclear speckles,N/A,Nucleoplasm,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PRPF6,RNPC3,HUMAN,HUMAN,O94906,Q96LT9,PRP6_HUMAN,RNPC3_HUMAN,2,0.81,4.55,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,1,0,0,Nuclear speckles,N/A,Nucleoplasm,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RBM42,TNRC6A,HUMAN,HUMAN,Q9BTD8,Q8NDV7,RBM42_HUMAN,TNR6A_HUMAN,2,0.73,4.55,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,0,1,1,Nucleoplasm,Cytosol,Golgi apparatus;Nucleoplasm;Vesicles,N/A,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RPL21,NUFIP2,HUMAN,MOUSE,P46778,Q5F2E7,RL21_HUMAN,NUFP2_MOUSE,1,0.71,4.55,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,1,1,Cytosol;Endoplasmic reticulum;Nucleoli fibrillar center,N/A,Nucleoplasm,Cytosol;Nuclear bodies,Cytosol,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCAF11,BAG4,HUMAN,HUMAN,Q99590,O95429,SCAFB_HUMAN,BAG4_HUMAN,1,0.68,4.55,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,N/A,0,N/A,Nucleoplasm,Nuclear bodies,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SNRPA,BCAS2,HUMAN,HUMAN,P09012,O75934,SNRPA_HUMAN,SPF27_HUMAN,6,1.05,4.55,0,0.3,0.68,0,3,0,0,0,0,0,1,1,1,1,0,1,Nucleoplasm,N/A,Centrosome;Nuclear speckles,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SPATS2,HSPA9,HUMAN,HUMAN,Q86XZ4,P38646,SPAS2_HUMAN,GRP75_HUMAN,1,0.69,4.55,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,Cytosol,N/A,Mitochondria,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SRPK2,SDHC,HUMAN,HUMAN,P78362,Q99643,SRPK2_HUMAN,C560_HUMAN,1,0.71,4.55,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,N/A,1,N/A,Cytosol;Nucleoplasm,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SUPT5H,HNRNPLL,HUMAN,HUMAN,O00267,Q8WVV9,SPT5H_HUMAN,HNRLL_HUMAN,4,1.8,4.55,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,0,1,Nucleoplasm,N/A,Nucleoplasm,Cytosol;Mitochondria,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VAPA,RPS5,HUMAN,MOUSE,Q9P0L0,P97461,VAPA_HUMAN,RS5_MOUSE,1,0.71,4.55,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,Endoplasmic reticulum,N/A,Cytosol;Endoplasmic reticulum,N/A,Endoplasmic reticulum,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WDR83,TRMT2A,HUMAN,HUMAN,Q9BRX9,Q8IZ69,WDR83_HUMAN,TRM2A_HUMAN,1,0.76,4.55,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,1,1,1,Vesicles,Centrosome;Nucleoplasm,Cytosol;Nucleoplasm,N/A,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AKAP1,DMRTB1,MOUSE,HUMAN,O08715,Q96MA1,AKAP1_MOUSE,DMRTB_HUMAN,1,0,4.54,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,N/A,1,N/A,Mitochondria,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,1,0,7438,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ANKHD1,TPT1,HUMAN,MOUSE,Q8IWZ3,P63028,ANKH1_HUMAN,TCTP_MOUSE,1,0.72,4.54,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,N/A,0,N/A,1,N/A,N/A,Cytosol,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CISD1,EXOSC8,HUMAN,HUMAN,Q9NZ45,Q96B26,CISD1_HUMAN,EXOS8_HUMAN,1,0,4.54,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,1,1,1,Mitochondria,N/A,Nucleoli fibrillar center;Vesicles,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DPYSL2,PRRC2B,HUMAN,HUMAN,Q16555,Q5JSZ5,DPYL2_HUMAN,PRC2B_HUMAN,1,0,4.54,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,0,1,1,1,Cytosol,Plasma membrane,Cytosol;Nuclear bodies,N/A,Cytosol,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DUSP14,FBL,MOUSE,MOUSE,Q9JLY7,P35550,DUS14_MOUSE,FBRL_MOUSE,1,0,4.54,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,1,0,Cytosol;Nucleoplasm,N/A,Nucleoli fibrillar center,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EBNA1BP2,SNRPA,MOUSE,HUMAN,Q9D903,P09012,EBP2_MOUSE,SNRPA_HUMAN,2,0,4.54,0,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,Nucleoli,N/A,Nucleoplasm,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ERI3,DMRTB1,HUMAN,HUMAN,O43414,Q96MA1,ERI3_HUMAN,DMRTB_HUMAN,2,0.63,4.54,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,N/A,1,N/A,Cytosol;Nucleoplasm,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ESS2,LSM8,HUMAN,MOUSE,Q96DF8,Q6ZWM4,ESS2_HUMAN,LSM8_MOUSE,2,0.7,4.54,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,1,0,1,Nucleoplasm,N/A,Nucleoplasm;Vesicles,N/A,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FAM98A,DIEXF,HUMAN,HUMAN,Q8NCA5,Q68CQ4,FA98A_HUMAN,DIEXF_HUMAN,1,0.76,4.54,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,N/A,1,N/A,Vesicles,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KIF18A,DDX28,MOUSE,HUMAN,Q91WD7,Q9NUL7,KI18A_MOUSE,DDX28_HUMAN,1,0.74,4.54,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,1,1,1,Cytokinetic bridge;Microtubules,N/A,Cytosol;Mitochondria,Nucleoli,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LIN7A,CASK,MOUSE,MOUSE,Q8JZS0,O70589,LIN7A_MOUSE,CSKP_MOUSE,7,1.48,4.54,0,N/A,N/A,N/A,N/A,1,1,1,1,1,1,1,N/A,1,N/A,1,N/A,N/A,Nucleoplasm,Cytosol,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAP2,DMRTB1,MOUSE,HUMAN,P20357,Q96MA1,MTAP2_MOUSE,DMRTB_HUMAN,5,1.02,4.54,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAZ,FTSJ3,HUMAN,HUMAN,P56270,Q8IY81,MAZ_HUMAN,SPB1_HUMAN,2,0.76,4.54,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,1,0,0,Nucleoplasm,N/A,Nucleoli,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MBP,RAB5C,MOUSE,HUMAN,P04370,P51148,MBP_MOUSE,RAB5C_HUMAN,1,0.76,4.54,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,Plasma membrane,N/A,Endosomes,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
METTL14,EXOSC7,HUMAN,HUMAN,Q9HCE5,Q15024,MET14_HUMAN,EXOS7_HUMAN,3,1.31,4.54,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,0,0,Nucleoplasm,N/A,Nuclear speckles,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
METTL14,ZRSR2P1,HUMAN,HUMAN,Q9HCE5,Q15695,MET14_HUMAN,U2AFL_HUMAN,2,0.67,4.54,0,0,0,0,3,0,0,0,0,0,1,0,1,N/A,0,N/A,Nucleoplasm,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
